Pricing Date,MSAG | Share Price (Daily)($)
09/23/2024,1.5252727677577378
09/20/2024,1.5259523279126754
09/19/2024,1.5370906660726216
09/18/2024,1.4785992217898833
09/17/2024,1.5453029460811563
09/16/2024,1.5461624026696328
09/13/2024,1.5966293380640868
09/12/2024,1.6442286470977707
09/11/2024,1.607575423915437
09/10/2024,1.5433800022048285
09/09/2024,1.4684774207795077
09/06/2024,1.4767932489451479
09/05/2024,1.4855875831485588
09/04/2024,1.4960106382978724
09/03/2024,1.5566350187679399
09/02/2024,1.6928524009736665
08/30/2024,1.670169229067581
08/29/2024,1.6393442622950818
08/28/2024,1.6581348764745159
08/27/2024,1.6969967623088087
08/26/2024,1.6527079843662758
08/23/2024,1.712558764271323
08/22/2024,1.6994335221592802
08/21/2024,1.6918967052537848
08/20/2024,1.6986788053735984
08/19/2024,1.6922906758101979
08/16/2024,1.6706968564519675
08/15/2024,1.680579964850615
08/14/2024,1.7091189767339288
08/13/2024,1.6650235513199694
08/12/2024,1.5965008201202844
08/09/2024,1.6060308095706326
08/08/2024,1.5601134627972941
08/07/2024,1.6069086139046787
08/06/2024,1.6180168361211327
08/05/2024,1.6787360105332456
08/02/2024,1.6817735066069672
08/01/2024,1.7040552200172563
07/31/2024,1.7748917748917747
07/30/2024,1.7068164632170248
07/29/2024,1.7099567099567101
07/26/2024,1.7587666919986973
07/25/2024,1.7482897165816051
07/24/2024,1.7583848909150113
07/23/2024,1.7585757707338256
07/22/2024,1.8175881584675666
07/19/2024,1.8508437670114315
07/18/2024,1.8542757417102966
07/17/2024,1.8589393110989612
07/16/2024,1.8935683969964086
07/15/2024,1.8882340100414758
07/12/2024,1.9193020719738276
07/11/2024,1.902380693553647
07/10/2024,1.840225156960381
07/09/2024,1.8268295319424928
07/08/2024,1.9393282773564464
07/05/2024,1.9270325863375555
07/04/2024,1.9459459459459456
07/03/2024,1.9878997407087295
07/02/2024,1.9862572471548208
07/01/2024,2.026592322539138
06/28/2024,1.9179256402014357
06/27/2024,1.969810512793063
06/26/2024,1.9651820997543523
06/25/2024,1.9265760462378252
06/24/2024,1.9311232700354037
06/21/2024,1.9230769230769231
06/20/2024,1.9609944277753968
06/19/2024,1.9656283566058004
06/18/2024,1.9654172484158523
06/17/2024,1.9622560583315465
06/14/2024,2.0216065889399935
06/13/2024,2.0021528525296017
06/12/2024,2.050113895216401
06/11/2024,1.9736136436769283
06/10/2024,2.0090244950580147
06/07/2024,1.956333765672287
06/06/2024,1.9368879216539716
06/05/2024,1.9776159947843095
06/04/2024,2.0239390642002175
06/03/2024,2.0248203788373615
05/31/2024,1.952065936449409
05/30/2024,1.8542615484710474
05/29/2024,1.838632922344798
05/28/2024,1.8055253426147486
05/27/2024,1.7808665435986535
05/24/2024,1.7692391186367087
05/23/2024,1.764260201320489
05/22/2024,1.7336656192436886
05/21/2024,1.737242128121607
05/20/2024,1.770392092972738
05/17/2024,1.7503805175038056
05/16/2024,1.7608695652173914
05/15/2024,1.749809803282252
05/14/2024,1.7633059281696233
05/13/2024,1.74851592012952
05/10/2024,1.7555196553581045
05/09/2024,1.7778256653377869
05/08/2024,1.7624932831810851
05/07/2024,1.7785922173116309
05/06/2024,1.7562762633336924
05/03/2024,1.8313045351718193
05/02/2024,1.840162619022146
04/30/2024,1.7857142857142854
04/29/2024,1.7893496196292724
04/26/2024,1.7615031493541156
04/25/2024,1.831815747188002
04/24/2024,1.8273135285317375
04/23/2024,1.840359512090734
04/22/2024,1.8307610431080361
04/19/2024,1.8453333333333333
04/18/2024,1.8127532522926
04/17/2024,1.8087030535163315
04/16/2024,1.7323838877670317
04/15/2024,1.743753322700691
04/12/2024,1.787043931496649
04/11/2024,1.7992931348398842
04/10/2024,1.8052869116698904
04/09/2024,1.9214068606165873
04/08/2024,1.9214068606165873
04/05/2024,1.9057931781266921
04/04/2024,1.8357592874212472
04/03/2024,1.776045050898852
04/02/2024,1.776868404049106
03/28/2024,1.8470511989630591
03/27/2024,1.7853278511144772
03/26/2024,1.8404243802100249
03/25/2024,1.9178675912883303
03/22/2024,1.8808777429467085
03/21/2024,1.867738082310783
03/20/2024,1.8781891217023126
03/19/2024,2.030842745438749
03/18/2024,2.0765383779082414
03/15/2024,2.0797038327526134
03/14/2024,2.0803834005010344
03/13/2024,2.101346174893291
03/12/2024,2.096298722567966
03/11/2024,2.087203584307726
03/08/2024,2.1015761821366024
03/07/2024,2.1202185792349724
03/06/2024,2.1149024310476396
03/05/2024,2.119104542490763
03/04/2024,2.096231128489193
03/01/2024,2.143553101656382
02/29/2024,2.0646416603610422
02/28/2024,2.0693391115926327
02/27/2024,2.0618556701030926
02/26/2024,2.0937296593621175
02/23/2024,2.0988856431894405
02/22/2024,2.1092482422931313
02/21/2024,2.065311418685121
02/20/2024,2.055609650546359
02/19/2024,2.013567352212771
02/16/2024,2.046972635207929
02/15/2024,2.0548682087143626
02/14/2024,2.027244449211627
02/13/2024,2.0473791403151465
02/12/2024,2.0467521275449747
02/09/2024,2.059521242182446
02/08/2024,2.0559741657696446
02/07/2024,2.065848934796643
02/06/2024,2.0526598602901664
02/05/2024,2.0594229325324465
02/02/2024,2.071867918420201
02/01/2024,2.115426339770015
01/31/2024,2.1048063361180427
01/30/2024,2.1242007152920777
01/29/2024,2.06352636127917
01/26/2024,2.0534550195567145
01/25/2024,2.0483364040316463
01/24/2024,2.048823016564952
01/23/2024,1.9937154621302418
01/22/2024,2.069040618534248
01/19/2024,2.035041897921428
01/18/2024,2.06431986093003
01/17/2024,2.0410378894799694
01/16/2024,2.0697167755991286
01/15/2024,2.1132158107960146
01/12/2024,2.0289537179205963
01/11/2024,2.0582439238011823
01/10/2024,2.016880412145128
01/09/2024,1.9995629370629373
01/08/2024,2.0522388059701493
01/05/2024,1.9410023028840881
01/04/2024,2.0273972602739727
01/03/2024,2.0082951320672344
01/02/2024,2.0495396755808857
12/29/2023,2.011716591135183
12/28/2023,2.0381036774479395
12/27/2023,2.1018683274021353
12/22/2023,1.8165804249697237
12/21/2023,1.8467626690117622
12/20/2023,1.8760285244103125
12/19/2023,1.8443297837303765
12/18/2023,1.8453810875737062
12/15/2023,1.8225472006984613
12/14/2023,1.8361737218251788
12/13/2023,1.8018990073370738
12/12/2023,1.8020934498759038
12/11/2023,1.8263859045981952
12/08/2023,1.8062573916783138
12/07/2023,1.8017046067536953
12/06/2023,1.802482460874258
12/05/2023,1.7916891527253105
12/04/2023,1.7638783681419758
12/01/2023,1.7595307917888563
11/30/2023,1.7341040462427746
11/29/2023,1.7109015134898002
11/28/2023,1.791011976705856
