Pricing Date,STMPA | Share Price (Daily)($)
08/03/2021,41.61825726141078
08/02/2021,41.57356786308533
07/30/2021,40.97271648873072
07/29/2021,41.654778887303856
07/28/2021,39.16765053128689
07/27/2021,38.53390131345403
07/26/2021,39.38821306247786
07/23/2021,39.07775555816963
07/22/2021,38.03464121597738
07/21/2021,38.14749262536873
07/20/2021,36.604306388986934
07/19/2021,37.00294985250737
07/16/2021,37.98559452119495
07/15/2021,38.440637920850556
07/14/2021,39.27980132450331
07/13/2021,38.344754253308125
07/12/2021,38.41181354524968
07/09/2021,38.10060505398031
07/08/2021,36.75076995972518
07/07/2021,37.61056728387781
07/06/2021,37.405392620624404
07/05/2021,37.68391077361177
07/02/2021,37.20393178588347
07/01/2021,36.402417348027015
06/30/2021,36.287645245435144
06/29/2021,37.093701631146565
06/28/2021,36.93473332537883
06/25/2021,36.76698913173295
06/24/2021,36.681378981271614
06/23/2021,36.03081700907788
06/22/2021,36.35551851410882
06/21/2021,35.9244698594234
06/18/2021,36.087729697688204
06/17/2021,37.96020493268199
06/16/2021,38.17256422685409
06/15/2021,38.260975018190635
06/14/2021,38.27452406935856
06/11/2021,37.982339421797505
06/10/2021,37.78440199537657
06/09/2021,37.247136241774314
06/08/2021,36.76775057849227
06/07/2021,36.7239907305769
06/04/2021,37.16997201606035
06/03/2021,36.52843458227235
06/02/2021,37.29693416391841
06/01/2021,37.39588437040666
05/31/2021,37.486245262257
05/28/2021,37.36745886654479
05/27/2021,36.88414634146341
05/26/2021,36.66340986809966
05/25/2021,36.759667156142925
05/24/2021,36.565249266862175
05/21/2021,36.16697135892748
05/20/2021,36.144357596482656
05/19/2021,35.681984844781226
05/18/2021,35.63232421875
05/17/2021,35.27339003645201
05/14/2021,35.41085083141158
05/13/2021,34.878667149583485
05/12/2021,34.45652173913044
05/11/2021,35.50742273059139
05/10/2021,36.66545056548705
05/07/2021,37.60330578512397
05/06/2021,36.26883664858348
05/05/2021,36.89990398463754
05/04/2021,36.11077736393128
05/03/2021,37.045975624472064
04/30/2021,37.48345964152532
04/29/2021,39.428086756331034
04/28/2021,38.724897169126535
04/27/2021,39.55314009661836
04/26/2021,39.371980676328505
04/23/2021,38.8493547219877
04/22/2021,38.087228162922024
04/21/2021,37.34657039711192
04/20/2021,36.98531182277872
04/19/2021,38.35558763382654
04/16/2021,39.117153809295644
04/15/2021,38.98061737257717
04/14/2021,39.27801724137931
04/13/2021,39.17919350990218
04/12/2021,38.76578508458422
04/09/2021,39.584076054664294
04/08/2021,39.43703880028565
04/07/2021,39.498097050428164
04/06/2021,39.269217102925495
04/01/2021,38.91634309918814
03/31/2021,38.133802816901415
03/30/2021,37.422305617450455
03/29/2021,37.54117647058823
03/26/2021,38.08232102842316
03/25/2021,37.07891637220259
03/24/2021,36.97787244113123
03/23/2021,37.2300023736055
03/22/2021,38.221957040572796
03/19/2021,36.75315401094978
03/18/2021,36.28550966817856
03/17/2021,36.36796382244436
03/16/2021,36.6230677764566
03/15/2021,36.050119331742245
03/12/2021,35.47115729129344
03/11/2021,36.216798277099784
03/10/2021,34.613555291319855
03/09/2021,35.528348983715674
03/08/2021,34.44431265567549
03/05/2021,33.85751727424351
03/04/2021,35.22823075996628
03/03/2021,36.7105422050477
03/02/2021,37.08353452438435
03/01/2021,37.86325816954057
02/26/2021,38.68118572292801
02/25/2021,39.62102689486552
02/24/2021,39.68696918223732
02/23/2021,40.00486381322957
02/22/2021,41.09073241831653
02/19/2021,42.00436787187576
02/18/2021,41.02935846321132
02/17/2021,41.44404332129964
02/16/2021,42.56478566238798
02/15/2021,43.13273477311332
02/12/2021,42.782693006908254
02/11/2021,42.2680412371134
02/10/2021,40.827469060907546
02/09/2021,41.80674809529569
02/08/2021,41.25646888915634
02/05/2021,40.52688560086611
02/04/2021,40.227544910179645
02/03/2021,40.54346519177587
02/02/2021,40.82982561635598
02/01/2021,40.981031774797636
01/29/2021,40.38601602330663
01/28/2021,40.04607177497576
01/27/2021,38.36942058787952
01/26/2021,39.77134517149112
01/25/2021,39.643463497453304
01/22/2021,39.683505782105904
01/21/2021,40.56351712411951
01/20/2021,40.52746189208807
01/19/2021,39.70909090909091
01/18/2021,39.93961352657005
01/15/2021,39.81380727844275
01/14/2021,40.50771286286894
01/13/2021,40.93339815264949
01/12/2021,40.89029433227924
01/11/2021,40.5638595212055
01/08/2021,40.41146216017634
01/07/2021,39.74972396025027
01/06/2021,39.38351958737566
01/05/2021,39.32211715583937
01/04/2021,38.949564363725614
12/31/2020,37.039755351681954
12/30/2020,37.5153600393217
12/29/2020,36.91817736403724
12/28/2020,37.16554673182651
12/24/2020,36.5464294418718
12/23/2020,37.00902659185167
12/22/2020,36.76327325864589
12/21/2020,35.61041182940242
12/18/2020,36.700501406383765
12/17/2020,36.324681684622924
12/16/2020,36.48763853367434
12/15/2020,36.700705081449065
12/14/2020,35.13775943682486
12/11/2020,35.247093023255815
12/10/2020,35.69611050527081
12/09/2020,36.1879454040343
12/08/2020,41.14085018771951
12/07/2020,41.75464142701127
12/04/2020,41.334951456310684
12/03/2020,40.94775212636696
12/02/2020,40.328621481213005
12/01/2020,41.33317261330762
11/30/2020,39.2255288633919
11/27/2020,39.705882352941174
11/26/2020,38.73080128586737
11/25/2020,38.06121233773967
11/24/2020,37.321768060836504
11/23/2020,36.98759598346131
11/20/2020,36.91888045540797
11/19/2020,36.001894836570344
11/18/2020,35.79821958456973
11/17/2020,35.19639254776314
11/16/2020,35.28715216104204
11/13/2020,34.1887417218543
11/12/2020,33.904311872415825
11/11/2020,34.25076452599389
11/10/2020,33.82943538861328
11/09/2020,35.975897920604915
11/06/2020,34.45078459343795
11/05/2020,34.070744114515556
11/04/2020,32.704918032786885
11/03/2020,32.206969376979934
11/02/2020,31.033279031882707
10/30/2020,30.474303694208132
10/29/2020,30.946828358208958
10/28/2020,30.543146014577943
10/27/2020,32.18934911242604
10/26/2020,33.0536516190026
10/23/2020,33.86600378787879
10/22/2020,33.89329232225245
10/21/2020,34.334203655352475
10/20/2020,34.421575585521644
10/19/2020,34.68017434326776
10/16/2020,34.231490159325205
10/15/2020,34.05101802012637
10/14/2020,34.69771818395672
10/13/2020,35.110380460310004
10/12/2020,35.053738041809375
10/09/2020,34.58584426326362
10/08/2020,33.490011750881315
10/07/2020,33.21958107790068
10/06/2020,33.02298173246906
10/05/2020,33.05833824395993
10/02/2020,32.493850298699776
10/01/2020,32.953611274221956
09/30/2020,30.836073273837485
09/29/2020,30.723174454097208
09/28/2020,29.953379953379955
09/25/2020,29.139072847682115
09/24/2020,29.84274898078043
09/23/2020,29.766355140186917
09/22/2020,29.6135831381733
09/21/2020,29.593992020652426
09/18/2020,30.739114960256256
09/17/2020,30.846535824071886
09/16/2020,31.754115835603454
09/15/2020,31.512853927259805
09/14/2020,31.302695641847762
09/11/2020,30.03077651515152
09/10/2020,29.94296577946768
09/09/2020,29.515366430260045
09/08/2020,27.459306440198162
09/07/2020,28.502187019742287
09/04/2020,27.883934890304317
09/03/2020,28.61534823223365
09/02/2020,30.76194983435873
09/01/2020,30.44101828612406
08/31/2020,30.137477585176327
08/28/2020,30.093969311288213
08/27/2020,30.172210426987494
08/26/2020,30.72922822361423
08/25/2020,29.95506149479659
08/24/2020,29.640117994100297
08/21/2020,28.648839674873365
08/20/2020,28.77280265339967
08/19/2020,29.45026178010471
08/18/2020,29.479079747288115
08/17/2020,29.805410536307548
08/14/2020,29.259346900141978
08/13/2020,29.962148095576055
08/12/2020,30.058962264150942
08/11/2020,29.460922787193976
08/10/2020,28.44371250441125
08/07/2020,28.877887788778878
08/06/2020,28.879412461502014
08/05/2020,29.088312306593675
08/04/2020,29.02542372881356
08/03/2020,28.834860230209067
07/31/2020,28.167514491896362
07/30/2020,27.868080094228503
07/29/2020,28.90431917147228
07/28/2020,29.005039259346074
07/27/2020,30.760178865615437
07/24/2020,30.11165387299372
07/23/2020,30.834298957126304
07/22/2020,30.96093659441289
07/21/2020,30.421790598781747
07/20/2020,30.644238471220966
07/17/2020,29.919999999999998
07/16/2020,29.229538180155465
07/15/2020,29.093400319707698
07/14/2020,28.24253476179622
07/13/2020,29.389703375383565
07/10/2020,28.691028396877474
07/09/2020,27.254237288135595
07/08/2020,27.01448619284744
07/07/2020,27.74514234071396
07/06/2020,27.886463869727468
07/03/2020,27.24002248454188
07/02/2020,26.99269252388983
07/01/2020,26.714720126140328
06/30/2020,27.233851001575513
06/29/2020,26.408727927117308
06/26/2020,26.28629077457684
06/25/2020,26.621773288439954
06/24/2020,26.71248310049572
06/23/2020,27.56940509915014
06/22/2020,26.646403242147926
06/19/2020,26.87786857718572
06/18/2020,27.36050297518805
06/17/2020,26.936026936026934
06/16/2020,26.781492738939544
06/15/2020,25.701408450704225
06/12/2020,25.733228452635128
06/11/2020,26.18993395581872
06/10/2020,27.067498581962568
06/09/2020,27.329545454545457
06/08/2020,27.040758721914866
06/05/2020,28.361249434133086
