Pricing Date,96 | Share Price (Daily)($)
03/05/2025,0.07720715967727407
03/04/2025,0.07718987680495662
03/03/2025,0.07716337157635766
02/28/2025,0.07714561234329798
02/27/2025,0.07716208152431121
02/26/2025,0.07718987680495662
02/25/2025,0.07717528178624761
02/24/2025,0.07717746572355803
02/21/2025,0.07851283813613097
02/20/2025,0.0771653563560461
02/19/2025,0.0771472986230493
02/18/2025,0.07717557958860272
02/17/2025,0.07584005717569055
02/14/2025,0.07451239346654778
02/13/2025,0.07832643375894977
02/12/2025,0.077020636395845
02/11/2025,0.0782895403890605
02/10/2025,0.07702834900004364
02/07/2025,0.0705966313854653
02/06/2025,0.06806425265450584
02/05/2025,0.06934661363791052
02/04/2025,0.06677667696140438
02/03/2025,0.06672252539626122
01/28/2025,0.06546384342075537
01/27/2025,0.0654806536766745
01/24/2025,0.06548166256657302
01/23/2025,0.06547191126630379
01/22/2025,0.06548014924338329
01/21/2025,0.0655020151502308
01/20/2025,0.06555067709993521
01/17/2025,0.0655238956654016
01/16/2025,0.0654841008455153
01/15/2025,0.0654958744020291
01/14/2025,0.06550395014507199
01/13/2025,0.06550024851564878
01/10/2025,0.06549957553706441
01/09/2025,0.06553694677500395
01/08/2025,0.06555665959254607
01/07/2025,0.06557781772452688
01/06/2025,0.06430901252225092
01/03/2025,0.06813907055736475
01/02/2025,0.06815291456582094
12/31/2024,0.0682330222079176
12/30/2024,0.06827187147369343
12/27/2024,0.06828269033799932
12/24/2024,0.0669564679948083
12/23/2024,0.06691967451299852
12/20/2024,0.06691597155556471
12/19/2024,0.06690805032514739
12/18/2024,0.0669267371027673
12/17/2024,0.06692165533288376
12/16/2024,0.06687156800967066
12/13/2024,0.0668733739803418
12/12/2024,0.06816536145004444
12/11/2024,0.06815571910070459
12/10/2024,0.06816501077135784
12/09/2024,0.07074983245153316
12/06/2024,0.07069663175538451
12/05/2024,0.07067582796732465
12/04/2024,0.07065240430131838
12/03/2024,0.0706651128907299
12/02/2024,0.07068082339303935
11/29/2024,0.0706847293995782
11/28/2024,0.06937262735979344
11/27/2024,0.07325254134913188
11/26/2024,0.06680962212734685
11/25/2024,0.06553770474107466
11/22/2024,0.06551101805406585
11/21/2024,0.06809398511696747
11/20/2024,0.0668082487630838
11/19/2024,0.0668095362904262
11/18/2024,0.06809267284297188
11/15/2024,0.06807430631639654
11/14/2024,0.06425000963750145
11/13/2024,0.06811595134207703
11/12/2024,0.06813661777542943
11/11/2024,0.07073245385028898
11/08/2024,0.07073636556553725
11/07/2024,0.0720536181853039
11/06/2024,0.07330246913580246
11/05/2024,0.07463675705864262
11/04/2024,0.07462187295754787
11/01/2024,0.07457936594680432
10/31/2024,0.07460363602686759
10/30/2024,0.07204277282340774
10/29/2024,0.07335331460464493
10/28/2024,0.0746284980500088
10/25/2024,0.07335595785507178
10/24/2024,0.0733513322918302
10/23/2024,0.07335255942522477
10/22/2024,0.0733415167025654
10/21/2024,0.07203749036820163
10/18/2024,0.07207995726688247
10/17/2024,0.07589146748372191
10/16/2024,0.0759251609549069
10/15/2024,0.07594871530817156
10/14/2024,0.07728881154282637
10/10/2024,0.07593503050271565
10/09/2024,0.07461812886036245
10/08/2024,0.07974686800607106
10/07/2024,0.08755383595243768
10/04/2024,0.08754143735315889
10/03/2024,0.08111950061290289
10/02/2024,0.07856754619385319
09/30/2024,0.07593845124172238
09/27/2024,0.07461966485478112
09/26/2024,0.08099060508980958
09/25/2024,0.07321810259782967
09/24/2024,0.07321142560627408
09/23/2024,0.06679082910538822
09/20/2024,0.06672809072967167
09/19/2024,0.06927873142945115
09/17/2024,0.06672766259414055
09/16/2024,0.07313449304965704
09/13/2024,0.07437594733157053
09/12/2024,0.07433086204576474
09/11/2024,0.07821986964209922
09/10/2024,0.08721403735582431
09/09/2024,0.08721437292865865
09/05/2024,0.08722723850107689
09/04/2024,0.08721549152342378
09/03/2024,0.08206359159002055
09/02/2024,0.08978088334128535
08/30/2024,0.11413578054126008
08/29/2024,0.11412831613287101
08/28/2024,0.11410168639728412
08/27/2024,0.11406878219399127
08/26/2024,0.10260659221703346
08/23/2024,0.10262449313121438
08/22/2024,0.10388344533935259
08/21/2024,0.09622404035764551
08/20/2024,0.0962796268458409
08/19/2024,0.0962513314767521
08/16/2024,0.08850817546168557
08/15/2024,0.07567449705318378
08/14/2024,0.07699997818333952
08/13/2024,0.07189654087767702
08/12/2024,0.07444296128966012
08/09/2024,0.07053624216246164
08/08/2024,0.0705704530494776
08/07/2024,0.07051725044265601
08/06/2024,0.06286201787077364
08/05/2024,0.06295052987644995
08/02/2024,0.06916966935617128
08/01/2024,0.06397617015614024
07/31/2024,0.06400647233448246
07/30/2024,0.06399369278163944
07/29/2024,0.06209828173414254
07/26/2024,0.06212333724005866
07/25/2024,0.0621236555352177
07/24/2024,0.06210798337298853
07/23/2024,0.06211386945073409
07/22/2024,0.062126281594736814
07/19/2024,0.06209597605271884
07/18/2024,0.06210193937314175
07/17/2024,0.06211721069389407
07/16/2024,0.06212166624398316
07/15/2024,0.06213487752382905
07/12/2024,0.0621236555352177
07/11/2024,0.062119358825752
07/10/2024,0.06209255759884878
07/09/2024,0.06208603972994492
07/08/2024,0.062096691590699575
07/05/2024,0.06208405284696985
07/04/2024,0.055062483113104736
07/03/2024,0.06478209658421673
07/02/2024,0.06475556693114921
06/28/2024,0.0648031699764096
06/27/2024,0.06479553551077066
06/26/2024,0.06479819077304498
06/25/2024,0.06658706098158292
06/24/2024,0.06659742242360828
06/21/2024,0.06662438580644335
