Pricing Date,KOA | Share Price (Daily)($)
05/05/2022,0.2555500636246043
05/04/2022,0.2598503517564393
05/03/2022,0.2620296647405001
05/02/2022,0.2566713983419788
04/29/2022,0.2660037582378373
04/28/2022,0.25795329385285803
04/27/2022,0.2594446389982661
04/26/2022,0.2662515828320806
04/25/2022,0.2744395402700695
04/22/2022,0.2931339693900059
04/21/2022,0.3018258769906943
04/20/2022,0.29210586734983823
04/19/2022,0.28671511736620997
04/18/2022,0.278815654313741
04/15/2022,0.28042943169329426
04/14/2022,0.28041351343373727
04/13/2022,0.280981638361843
04/12/2022,0.2795446304898093
04/11/2022,0.27998790961299397
04/08/2022,0.28683145324876774
04/07/2022,0.2787385323701847
04/06/2022,0.28336038516951473
04/05/2022,0.2862866625713998
04/04/2022,0.2884281698945341
04/01/2022,0.28854069001497046
03/31/2022,0.2888919338631588
03/30/2022,0.3000038462031564
03/29/2022,0.303660786654628
03/28/2022,0.292574992404744
03/25/2022,0.2903230292803234
03/24/2022,0.28447469005168496
03/23/2022,0.2845136401212455
03/22/2022,0.28252769477443335
03/21/2022,0.2832815759298864
03/18/2022,0.28792497497794856
03/17/2022,0.28555078879139206
03/16/2022,0.2844007797760442
03/15/2022,0.279712834072173
03/14/2022,0.3247042078106929
03/11/2022,0.29906071545124757
03/10/2022,0.2942333394422418
03/09/2022,0.2907241459556628
03/08/2022,0.28295300040421856
03/07/2022,0.29014395476276333
03/04/2022,0.31006164506288597
03/03/2022,0.3117003641547944
03/02/2022,0.31976760551486527
03/01/2022,0.32007357184073854
02/28/2022,0.30964076221360787
02/25/2022,0.3117238668668024
02/24/2022,0.28251897276278354
02/23/2022,0.29807299411395893
02/22/2022,0.3040999430094181
02/21/2022,0.29735719615551665
02/18/2022,0.30862410652653144
02/17/2022,0.31871079240031874
02/16/2022,0.32793863763568853
02/15/2022,0.3137046122327951
02/14/2022,0.31232379029398954
02/11/2022,0.3284221531538187
02/10/2022,0.3319260279137792
02/09/2022,0.32831075084180056
02/08/2022,0.3214888293664939
02/07/2022,0.32331548647027153
02/04/2022,0.3279699660536291
02/03/2022,0.3269426395520405
02/02/2022,0.3260081694879494
02/01/2022,0.3217458128969555
01/31/2022,0.31114608084649636
01/28/2022,0.30767174998747265
01/27/2022,0.3120443766653819
01/26/2022,0.31570168498036577
01/25/2022,0.3010586149295168
01/24/2022,0.2890106151559915
01/21/2022,0.31179240602249864
01/20/2022,0.3218284701094811
01/19/2022,0.3185600310456211
01/18/2022,0.3218071179236228
01/17/2022,0.3332270371585427
01/14/2022,0.336898181755826
01/13/2022,0.3464126000087641
01/12/2022,0.33708938450401593
01/11/2022,0.3342077184009901
01/10/2022,0.32701849345963013
01/07/2022,0.3388184272048609
01/06/2022,0.348784144989895
01/05/2022,0.3522274240048326
01/04/2022,0.35517138572177154
01/03/2022,0.3480423462784812
12/30/2021,0.34393555351489646
12/29/2021,0.3426614013724665
12/28/2021,0.34215432182967304
12/27/2021,0.3438225604149395
12/23/2021,0.34600276349919606
12/22/2021,0.34308564127438573
12/21/2021,0.3351469473308656
12/20/2021,0.32222311851423757
12/17/2021,0.3225444456913151
12/16/2021,0.3284266027774871
12/15/2021,0.3157110814589592
12/14/2021,0.3175471733357067
12/13/2021,0.33007816595284006
12/10/2021,0.3476164163359622
12/09/2021,0.3394930237511983
12/08/2021,0.3702588378330458
12/07/2021,0.3446021366438739
12/06/2021,0.3399099715699695
12/03/2021,0.33020924149956404
12/02/2021,0.3171904231368637
12/01/2021,0.3191693181050512
11/30/2021,0.3103842115483993
11/29/2021,0.31617865418732477
11/26/2021,0.3112818211416453
11/25/2021,0.33251470953007717
11/24/2021,0.3352565276221013
11/23/2021,0.3278073629194733
11/22/2021,0.33461217043513075
11/19/2021,0.3282998532120848
11/18/2021,0.33295847192446604
11/17/2021,0.3415476104803713
11/16/2021,0.33966728671246815
11/15/2021,0.3452530013994255
11/12/2021,0.33633694511603046
11/11/2021,0.3321396463716802
11/10/2021,0.331163600638814
11/09/2021,0.33494538246334227
11/08/2021,0.3365741127029698
11/05/2021,0.33916352118283427
11/04/2021,0.3353819816263924
11/03/2021,0.3398358144043964
11/02/2021,0.3472915252884116
11/01/2021,0.36420333495994955
10/29/2021,0.35474327229384095
10/28/2021,0.28149833010482933
10/27/2021,0.27578533440160524
10/26/2021,0.2785428666464061
10/25/2021,0.27679289301295656
10/22/2021,0.2809512428298279
10/21/2021,0.28937735957532434
10/20/2021,0.2817804696819769
10/19/2021,0.2792410102468165
10/18/2021,0.2783926059303437
10/15/2021,0.285369607720787
10/14/2021,0.2817390564753912
10/13/2021,0.2781347369162251
10/12/2021,0.28067910308992605
10/11/2021,0.2820999840938649
10/08/2021,0.2866388841440729
10/07/2021,0.2711103839951387
10/06/2021,0.2663443598040616
10/05/2021,0.27399801134262547
10/04/2021,0.27283842794759827
10/01/2021,0.27732097300572917
09/30/2021,0.2779452453597471
09/29/2021,0.27972987654603365
09/28/2021,0.2738176319161462
09/27/2021,0.28076759418793645
09/24/2021,0.2855483945886315
09/23/2021,0.2820821861602553
09/22/2021,0.27035929602197206
09/21/2021,0.2541477253778579
09/20/2021,0.2606619826393835
09/17/2021,0.2682382425500255
09/16/2021,0.2666885725392918
09/15/2021,0.2828208467385911
09/14/2021,0.2662532165499103
09/13/2021,0.27013314366866753
09/10/2021,0.2671446744535677
09/09/2021,0.27171122692329436
09/08/2021,0.27364505540021594
09/07/2021,0.2799078032075361
09/06/2021,0.28805958454894476
09/03/2021,0.28951946464295486
09/02/2021,0.2934789395905171
09/01/2021,0.2856093209983888
