Pricing Date,BP. | Share Price (Daily)($)
10/03/2024,5.362527861544512
10/02/2024,5.393574403735442
10/01/2024,5.323103063771041
09/30/2024,5.249966492427289
09/27/2024,5.201340033500838
09/26/2024,5.148064697835358
09/25/2024,5.3450762533052005
09/24/2024,5.488865692414753
09/23/2024,5.497623371074557
09/20/2024,5.435229791243647
09/19/2024,5.540734251811739
09/18/2024,5.419164839808775
09/17/2024,5.404497932741685
09/16/2024,5.362424082387113
09/13/2024,5.312758770258014
09/12/2024,5.268869219605946
09/11/2024,5.186559874975581
09/10/2024,5.1908785769326204
09/09/2024,5.315199916347523
09/06/2024,5.335490149662012
09/05/2024,5.416321321913934
09/04/2024,5.441528387724511
09/03/2024,5.451962234996793
09/02/2024,5.656272184681724
08/30/2024,5.642798007805826
08/29/2024,5.721825193140391
08/28/2024,5.69710491227607
08/27/2024,5.717858135196286
08/23/2024,5.675718554165895
08/22/2024,5.579264301610158
08/21/2024,5.624893814446462
08/20/2024,5.595329523710347
08/19/2024,5.737853870017263
08/16/2024,5.691271878345435
08/15/2024,5.7041972704235855
08/14/2024,5.612493899463153
08/13/2024,5.603713582273287
08/12/2024,5.619471289052513
08/09/2024,5.5391668582228695
08/08/2024,5.487060080922208
08/07/2024,5.562057166117563
08/06/2024,5.469414707861888
08/05/2024,5.501378535688756
08/02/2024,5.693002777386698
08/01/2024,5.796194611160771
07/31/2024,5.891983512461959
07/30/2024,5.793727150279007
07/29/2024,5.822547268029974
07/26/2024,5.842578190279081
07/25/2024,5.840910847221864
07/24/2024,5.854342460620002
07/23/2024,5.818367267891495
07/22/2024,5.912437039907013
07/19/2024,5.906360994510817
07/18/2024,5.953539048211992
07/17/2024,5.887708254756858
07/16/2024,5.785948411001853
07/15/2024,5.835226903849899
07/12/2024,5.8906049073220155
07/11/2024,5.835550618687195
07/10/2024,5.8395519991779805
07/09/2024,5.8060764088602586
07/08/2024,6.089550323946373
07/05/2024,6.17563811938884
07/04/2024,6.259015765622008
07/03/2024,6.1602573102400795
07/02/2024,6.145322226871046
07/01/2024,6.047164088565363
06/28/2024,6.005535405108243
06/27/2024,5.978528887371495
06/26/2024,5.939712954898322
06/25/2024,6.005804301266047
06/24/2024,6.01751380163716
06/21/2024,5.946894609916542
06/20/2024,5.9639249090517295
06/19/2024,5.9343386142393575
06/18/2024,5.923364841717946
06/17/2024,5.844996256867695
06/14/2024,5.833639810787161
06/13/2024,5.868469732729476
06/12/2024,5.969363516133588
06/11/2024,5.958423978728548
06/10/2024,5.991601450658521
06/07/2024,5.8869931422318915
06/06/2024,5.92180128114971
06/05/2024,5.878222233571238
06/04/2024,5.918075123373136
06/03/2024,6.154318382381154
05/31/2024,6.211112948990367
05/30/2024,6.183340341756184
05/29/2024,6.218453205853559
05/28/2024,6.222926436575985
05/24/2024,6.156395385890002
05/23/2024,6.133772292204243
05/22/2024,6.130448615972002
05/21/2024,6.240860597891739
05/20/2024,6.2412654046499805
05/17/2024,6.242455814899052
05/16/2024,6.199870756832782
05/15/2024,6.2956863241907906
05/14/2024,6.320226486316451
05/13/2024,6.3388856113572745
05/10/2024,6.334705727765334
05/09/2024,6.308267948092253
05/08/2024,6.2527328377787486
05/07/2024,6.317651042907849
05/03/2024,6.405863674586142
05/02/2024,6.445163628184784
05/01/2024,6.361694953355063
04/30/2024,6.51779116516163
04/29/2024,6.567767360718902
04/26/2024,6.536794379951174
04/25/2024,6.575873055538201
04/24/2024,6.533981427381559
04/23/2024,6.507432978789575
04/22/2024,6.444967991020216
04/19/2024,6.391747458321436
04/18/2024,6.38655881143199
04/17/2024,6.4338624338624335
04/16/2024,6.4114201867717835
04/15/2024,6.5696522681683955
04/12/2024,6.710649156656501
04/11/2024,6.506750753907179
04/10/2024,6.526786050422277
04/09/2024,6.5451228319122245
04/08/2024,6.45034788108792
04/05/2024,6.388296328086541
04/04/2024,6.445933450708686
04/03/2024,6.4622885798375584
04/02/2024,6.394588613960975
