Date,Amperex_Share_Price,EVA_Share_Price,GSCPI,Strattec_Share_Price,Aluminum_Spot_Rate,EVgo_Share_Price,Cobalt_Spot_Rate,Yusei_Share_Price,Ganfeng_Lithium_Share_Price,FlexQube_Share_Price,Panasonic_Share_Price,JinFu_Share_Price,Manufacturing_PMI,Suprajit_Share_Price,Kongsberg_Share_Price,Ayvens_Share_Price,Magna_Share_Price,Copper_Spot_Rate,Pirelli_Share_Price,Samsung_Share_Price,EXEL_Share_Price,Piedmont_Lithium_Share_Price,WTI_Oil_Price,China_GDP,Brent_Oil_Price,PHA_Share_Price,Core_Lithium_Share_Price,EUR_USD_Rate,Consumer_Confidence_Index,Liontown_Share_Price,Unemployment_Rate,Lithium_Spot_Rate,Nickel_Spot_Rate,TSLA_Share_Price
2021-01-19,31.396752647340307,0.1341618688748334,1.3359722293354428,45.42,1960.8,13.22,37500.0,0.1328718509048831,13.84754129233429,3.83118368011532,12.604799353155771,1.8739773393843968,53.6,2.8617521026023502,0.3850997982030236,15.393939393939393,72.43680326581881,7951.25,5.326060606060606,187.6938142647299,78.7878787878788,0.4116968064640246,52.87,255055.2,55.38,9.20334403278748,0.165448249326664,1.2126,99.05231,0.3078106964217006,6.4,8450.0,18166.0,281.516666
2021-01-20,33.63149686799165,0.1290062903467173,1.3359722293354428,45.0,1979.45,13.58,37500.0,0.1380367306709875,14.028303920810457,3.903934471382125,12.908861028269198,1.9132317686180496,53.6,2.9371654913892944,0.3755297967320092,15.170578272441324,75.85285021632696,8040.25,5.418582143721268,190.36109546222764,79.60319380595209,0.4875029018029869,53.16,255055.2,55.66,9.722499863703272,0.2205370270061131,1.2126,99.05231,0.3191983285614795,6.4,8450.0,18171.5,283.483333
2021-01-21,33.642677159261495,0.1367438452369281,1.3359722293354428,46.23,1995.5,13.34,38500.0,0.1393239177885682,14.127197641487532,3.931557137826404,13.559845858162468,1.8741198136713249,53.6,2.946098526745147,0.3786696232177896,15.35098372601409,77.05837611713255,8014.25,5.381345640029148,191.3427626077156,81.12703424823901,0.4658746797111577,53.0,255055.2,55.68,10.726102606988327,0.2290550508579858,1.2143,99.05231,0.3416414317881823,6.4,8450.0,18349.5,281.663333
2021-01-22,34.971328396204584,0.1289919792787284,1.3359722293354428,47.2,1996.75,22.0,39600.0,0.1393113376210267,15.378935431613051,3.980545986162175,13.970382788488406,1.8097662578106923,53.6,2.9115691370931165,0.3702853375247986,15.410833840535604,76.059282077073,7993.5,5.223371880706026,192.1181820647506,80.58429701765064,0.4707153329732232,52.28,255055.2,55.22,10.803822473758917,0.2314993440851917,1.2179,99.05231,0.3279574041206883,6.4,8450.0,18222.5,282.213333
2021-01-25,34.03206435185185,0.1264225764921089,1.3359722293354428,47.14,2020.33,19.67,40000.0,0.1393228393994669,15.43209861111111,3.823218236029624,13.712490604583037,1.817901234567901,53.6,2.842454072106553,0.3473594272532611,14.60101867572156,75.74249276907278,7965.5,5.086102352655833,194.388559621554,76.4006791171477,0.4810282459786039,52.78,255055.2,55.44,11.056132528591885,0.250134687908874,1.2138,99.05231,0.3463403371045948,6.4,8450.0,18203.17,293.6
2021-01-26,33.13221921410891,0.1044820207080785,1.3359722293354428,46.8,2025.75,22.07,40350.0,0.1393093609441047,15.182991336633664,3.737474937819268,13.760273179766177,1.9198638613861383,53.6,2.842454072106553,0.3607283902612704,14.594989053758209,73.73101440151098,8007.25,5.254196059352955,196.6951587610924,77.83994162004377,0.4810282459786039,52.61,255055.2,55.26,10.605222845644152,0.250134687908874,1.2147,99.05231,0.3463403371045948,6.4,8450.0,18010.5,294.363333
2021-01-27,33.46685084918321,0.0954593594676979,1.3359722293354428,46.1,1988.0,20.1,41250.0,0.1393190651690727,15.095121168648864,3.628299297570836,14.067589772170386,2.105604146420473,53.6,2.871556391780529,0.3494797214826286,14.394580863674852,69.89323063435407,7821.25,5.163904681262852,193.6532298108608,79.83549050441513,0.6148643455537623,52.81,255055.2,55.07,10.427481605200198,0.3035892706171701,1.2101,99.05231,0.3458611943739912,6.4,8450.0,17866.5,288.053333
2021-01-28,31.86244077152072,0.0889951671754868,1.3359722293354428,45.0,1983.35,20.91,41246.5,0.1392967834051098,14.3242548375093,3.639442912995694,13.414038013629696,2.328826593897296,53.6,2.9675197457625955,0.3471410578905685,14.136760426770127,72.06665521388078,7879.65,5.187924345295829,188.32476358275505,80.01939864209506,0.5946443643059925,52.26,255055.2,54.87,10.427528675703858,0.2838947287654416,1.2122,99.05231,0.314586050794138,6.4,8450.0,17754.0,278.476666
2021-01-29,30.59815488225962,0.0864105818140547,1.3359722293354428,54.75,1981.88,20.9,41243.0,0.1392886990435509,13.309395433477464,3.705218122233827,12.908062883230505,2.1028400783898964,53.6,2.83754895046364,0.3813739757886018,13.741199320223355,70.45735475896169,7862.4,5.231852391357125,182.84485076633504,80.11653313911144,0.5206738131699847,52.16,255055.2,55.25,9.814466254369457,0.2641653905053598,1.2135,99.05231,0.2986217457886677,6.4,8450.0,17647.5,264.51
2021-02-01,30.09366623372608,0.1044758215862525,1.9591530798708603,64.0,1970.5,20.97,41239.5,0.1393010954483367,13.30740096483904,3.646297286062118,12.766139946247833,1.9575099730958347,53.9,2.8588838534885217,0.38313730057063,13.845596230518304,71.9524266018222,7805.55,5.170955660263381,184.31365531557003,81.18883653497645,0.5338213986120643,53.55,255055.2,56.42,9.976200275575756,0.263097689315946,1.207,99.32757,0.2936017692366354,6.2,8825.0,17816.25,279.936666
2021-02-02,31.65210545882645,0.1032066299939108,1.9591530798708603,56.89,1972.0,20.6,42976.0,0.1393289504917796,14.464739141210734,3.563186581514425,13.150755347402688,1.8511060164818145,53.9,2.914438979062364,0.3958097559560082,14.046903187011424,73.21468975041157,7787.0,5.259170174383644,187.2256561856132,81.77991581479255,0.5121007510811016,54.77,255055.2,57.62,9.853981904505956,0.2617403838858964,1.202,99.32757,0.2996737728548668,6.2,8825.0,17651.75,290.93
2021-02-03,32.76300331259094,0.1006265940607088,1.9591530798708603,56.38,1973.25,20.3,44476.0,0.1393291302379045,14.442277174081296,3.44555137732946,13.654752272619104,1.789418284263645,53.9,2.880372553811345,0.4124169494640906,14.428279427678248,76.13637252830661,7851.5,5.29998797643381,187.67356445399983,82.24119273776603,0.5103595368677636,55.67,255055.2,58.61,11.556033324375168,0.2627970749542961,1.2025,99.32757,0.3008836075563681,6.2,8825.0,17599.5,284.896666
2021-02-04,33.34878430160692,0.0954524640279649,1.9591530798708603,58.09,1989.4,19.76,45200.0,0.1393090015543273,13.684222033374535,3.582551202105547,13.690899606392565,1.7459826946847958,53.9,2.9452365579458326,0.4003360045541113,14.179640718562876,75.98606532463585,7825.5,5.580838323353294,185.23643310509823,81.91616766467067,0.5051656031601337,56.19,255055.2,58.98,11.560538837161552,0.2354907323002126,1.1974,99.32757,0.3076572470373746,6.2,8825.0,17601.0,283.33
2021-02-05,32.08217554005783,0.1044866031405319,1.9591530798708603,58.01,2012.25,21.2,45700.0,0.1418953869809692,12.366269309870264,3.730000405175762,13.36475005689145,1.741174287525708,53.9,3.09957779837298,0.3979908485516059,14.459280644773246,76.38421439864749,7927.0,5.624924816552388,185.55115399404448,81.55900396968603,0.5051664753157291,56.8,255055.2,59.48,11.311913725420062,0.2411021814006888,1.2035,99.32757,0.3061615001913509,6.2,8825.0,17986.75,284.076666
2021-02-08,34.80190457731192,0.1006099802520667,1.9591530798708603,60.57,2022.1,20.55,45700.0,0.1418858695862479,13.3637835700552,3.740455287264584,13.770622671633848,1.7769645847546984,53.9,3.3641836864868866,0.4063112109013533,14.562522565892404,76.94597643519678,8050.75,5.684197857744614,181.89293790613075,79.43194126850403,0.5120899430155552,57.95,255055.2,60.17,10.5471089301835,0.2425689203757893,1.2045,99.32757,0.3157246265208686,6.2,8825.0,18121.25,287.806666
2021-02-09,35.411216999456144,0.1006195844411162,1.9591530798708603,62.0,2049.75,20.15,45700.0,0.1418994139554203,14.495487996270686,3.522388131229325,13.7735650744814,1.765208608499728,53.9,3.2611484896347216,0.4068381833554834,14.705526665860445,76.64021371886541,8157.75,5.675414197605514,182.5162061803764,80.05804813157577,0.5748900378115596,58.34,255055.2,60.74,10.564361687780403,0.2392159888880314,1.2106,99.32757,0.3163824369164287,6.2,8825.0,18323.5,283.153333
2021-02-10,35.51871624448059,0.1031955801333028,1.9591530798708603,59.48,2074.84,19.05,45700.0,0.1418939226832914,14.82797149275699,3.658758212648471,13.983775571629227,1.7274769540630568,53.9,3.347893971456389,0.4150463478289701,14.899296287308903,76.46103640175939,8303.0,5.64790099490415,182.16171259130687,80.07765105556904,0.6146115191341321,58.69,255055.2,61.17,10.848340203948796,0.2126014688828759,1.2132,99.32757,0.3169694626981059,6.2,8825.0,18620.6,268.273333
2021-02-11,35.51871624448059,0.100608033680474,1.9591530798708603,60.9,2076.5,19.37,45700.0,0.1418831244211813,14.82797149275699,3.5814036217845486,13.983775571629227,1.7274769540630568,53.9,3.5402454441780264,0.4130653943385812,14.918132201334142,77.66278602337844,8289.25,5.6701030927835046,182.16171259130687,79.32080048514251,0.5702979515828678,58.22,255055.2,61.09,10.848340203948796,0.2056176288019863,1.2127,99.32757,0.3336436995654873,6.2,8825.0,18574.75,270.553333
2021-02-12,35.51871624448059,0.100608033680474,1.9591530798708603,57.0,2086.5,20.03,47000.0,0.1418831244211813,14.82797149275699,3.4299619815792988,14.020561584709345,1.7274769540630568,53.9,3.5054740756042144,0.402978019380761,14.907283965579932,77.84355712306335,8352.25,5.673251727063387,182.16171259130687,79.50551448309297,0.554521482860245,59.5,255055.2,62.47,10.848340203948796,0.193888630370715,1.2126,99.32757,0.3451217620598727,6.2,8825.0,18525.25,272.04
2021-02-16,35.51871624448059,0.1006138736212352,1.9591530798708603,59.5,2076.75,19.5,47000.0,0.1418913602350753,14.82797149275699,3.3887798824660185,14.13409194011795,1.7274769540630568,53.9,3.498058464313216,0.401807303173685,14.967304432065877,78.35274096717772,8424.0,5.709614918866554,182.03993133977767,81.86001453136352,0.5667261858551355,60.07,255055.2,63.96,10.524889330562832,0.1824392516108997,1.2107,99.32757,0.3338250135859017,6.2,8825.0,18772.25,265.406666
2021-02-17,35.51871624448059,0.1006123162374089,1.9591530798708603,60.01,2101.55,18.9,48000.0,0.1405992624343279,14.82797149275699,3.2865381478318443,14.152904274214883,1.7274769540630568,53.9,3.544769970999209,0.3871222039218998,14.921780986762938,77.8333019045823,8403.25,5.561973525872443,181.43250440041524,81.58844765342961,0.5957446808510639,61.09,255055.2,65.02,10.606128988581489,0.1779497098646035,1.2042,99.32757,0.3288201160541586,6.2,8825.0,18719.5,266.05
2021-02-18,33.99490651828789,0.0980280876267915,1.9591530798708603,57.1,2122.13,17.79,49000.0,0.1547811909896709,15.083022549669383,3.2410008210535413,13.804681957909672,1.7756130643197334,53.9,3.693945563342185,0.3748828491096532,14.498006524102935,75.337127742484,8573.25,5.558777334783135,179.51377926119707,79.98066932463455,0.562146235558657,60.4,255055.2,64.09,10.68963961932254,0.1860897883228657,1.2078,99.32757,0.3179033883848957,6.2,8825.0,19113.5,262.46
2021-02-19,33.3453804213135,0.0980189847296739,1.9591530798708603,57.38,2115.25,18.1,51000.0,0.1534770945109368,14.344352850061956,3.2428913522493934,13.652168146204204,1.84634448574969,53.9,3.8070400935589928,0.3903283852250933,14.583838874059694,83.41930261716952,8946.75,5.712205775297258,182.3496407304845,81.048289250182,0.5627705627705628,59.12,255055.2,62.84,10.36180340627319,0.1731601731601731,1.2136,99.32757,0.3148366784730421,6.2,8825.0,19565.5,260.433333
2021-02-22,32.23028388434228,0.0967267662307513,1.9591530798708603,56.4,2154.25,16.95,50983.0,0.1534731357527921,14.530148671854455,3.3257787764520352,13.721645264771116,1.8317115054378936,53.9,3.670500653253922,0.3871611014468157,14.79412121948257,86.87791416880769,9132.5,5.9455848414915575,177.19332961557143,80.89396331835296,0.609129024602484,61.67,255055.2,64.73,10.433718901221464,0.1938137805553358,1.2155,99.32757,0.3164306621311605,6.2,8825.0,19457.25,238.166666
2021-02-23,32.35313294565251,0.0967293860005494,1.9591530798708603,52.66,2133.0,14.75,51965.0,0.153477292454205,13.469772649942776,3.4508513105392136,13.721645264771116,1.807974264592162,53.9,3.832295650013115,0.3701533778853397,14.83463035019455,85.89419854844603,9231.5,5.801313229571984,175.39125742039934,79.76653696498053,0.5697103972147491,61.66,255055.2,65.16,10.613419679798524,0.1899034657382497,1.2142,99.32757,0.3362873872448172,6.2,8825.0,19309.0,232.946666
2021-02-24,29.858400346942567,0.0954266149987426,1.9591530798708603,53.01,2172.0,16.4,52000.0,0.1534563133087889,12.141883402515331,3.2505721608960987,13.443244875618134,1.8648163063007248,53.9,3.9698559155899273,0.3807878869119288,15.16622179082747,86.53126244524094,9340.0,5.840815336083475,169.90706939599613,80.80562970152874,0.5508877615726061,63.21,255055.2,66.85,9.824865020776434,0.1783449587824984,1.2143,99.32757,0.3210209258084971,6.2,8825.0,19661.0,247.34
2021-02-25,29.01462151024076,0.0967267662307513,1.9591530798708603,50.06,2237.35,15.1,51996.5,0.1534731357527921,11.929476497381714,3.3720553647823994,13.58143212107522,1.8188578688067425,53.9,4.0250385727133455,0.4020202260842634,15.08557457212714,83.02170230447152,9456.25,5.843520782396089,176.14335912575376,81.66259168704157,0.620821394460363,63.43,255055.2,66.69,9.975465746407483,0.1830627188793378,1.2229,99.32757,0.3303088188475008,6.2,8825.0,19158.0,227.406666
2021-02-26,27.655476664967324,0.0941079405186249,1.9591530798708603,51.52,2149.25,15.48,51993.0,0.1534088345440599,10.926537516800298,3.325569711661229,12.803322956906577,1.809025042097295,53.9,3.860305531034967,0.3638085558532754,14.66424682395644,84.39958111225718,9139.25,5.777374470659408,167.97113910137656,79.37084089534179,0.6519055701280666,61.55,255055.2,65.86,9.617344903693592,0.1735843234068816,1.2093,99.32757,0.331738929177596,6.2,8825.0,18532.0,225.166666
2021-03-01,29.60832103806121,0.0928213035205057,2.277700881125597,53.5,2115.0,15.48,52800.0,0.15212380299194,11.53413600581512,3.4355264233445206,12.932813144764976,1.843517530428865,55.0,3.882317671427014,0.3721503043219679,14.928252743277463,85.90226603164072,9089.0,5.836247437597973,167.97113910137656,79.10285783190642,0.6726806128003733,60.54,255055.2,64.56,9.617344903693592,0.1749747258729294,1.2054,99.73365,0.3421727972626176,6.1,10325.0,18636.5,239.476666
2021-03-02,30.0156429752577,0.0889384996719587,2.277700881125597,52.5,2208.5,14.8,52796.0,0.152097724076683,11.310323921677718,3.4649539554056856,13.192661581995017,1.803514302934768,55.0,3.887523090481946,0.3755832119594158,14.89618541767262,86.40008875364525,9220.25,5.837759536455819,178.98224389550637,78.4645098985997,0.7344897640256289,59.7,255055.2,63.17,9.770742842930868,0.1719018596655727,1.2079,99.73365,0.3945929051414283,6.1,10325.0,18627.75,228.813333
2021-03-03,30.03260684024986,0.0889567309303842,2.277700881125597,52.38,2187.0,13.03,52792.0,0.1521289021708021,11.911020007421609,3.488107695622723,13.127731045259326,1.82602510977797,55.0,3.928436198409694,0.3652693197375254,15.167250332085498,88.76058750753418,9128.25,5.893008090810289,179.74408713139115,79.2174858108924,0.8278662917838175,61.33,255055.2,64.7,9.83253545941521,0.1718213058419244,1.2073,99.73365,0.3983130271790066,6.1,10325.0,17369.0,217.733333
2021-03-04,27.957681582811656,0.0902233931213685,2.277700881125597,46.65,2153.75,11.78,52788.0,0.1520908626903069,10.750444238349177,3.418231278952597,12.885591565794613,1.8131231161604453,55.0,3.8812703789032654,0.3519866575795838,15.05479947007106,85.56323773387206,8932.75,5.8051306756594006,172.87352235356855,77.80320366132723,0.7255988140750566,63.81,255055.2,67.32,9.510265754155188,0.1677459623936958,1.2045,99.73365,0.3745026137161582,6.1,10325.0,16088.5,207.146666
2021-03-05,27.369375105842504,0.088867366100062,2.277700881125597,48.94,2177.75,13.05,52784.0,0.1519760753595264,10.831674543915016,3.2755548848466978,13.260969976905312,1.8151027634516204,55.0,3.844521386429672,0.350618883098306,14.724803431022158,87.4714364510283,8913.2,5.658803907553014,172.38178587530166,78.15106028115319,0.6008879363135334,66.08,255055.2,69.95,9.635699825850196,0.1530924678505817,1.1914,99.73365,0.3559399877526026,6.1,10325.0,16393.0,199.316666
2021-03-08,25.962528614111697,0.0875185655192296,2.277700881125597,50.99,2161.75,12.7,52780.0,0.1518704519304278,9.858707730023747,3.2333259017419103,13.082583810302536,1.7972879797747645,55.0,3.890400496443744,0.3430019957547629,14.707626616059782,88.7171951778294,9019.0,5.893725536709763,165.4234313295305,77.80808919463884,0.5717574827321565,65.03,255055.2,68.0,9.346204475647214,0.1534919416730621,1.1849,99.73365,0.3607060629316961,6.1,10325.0,16295.5,187.666666
2021-03-09,25.611080121703854,0.0863199610400653,2.277700881125597,52.48,2151.0,13.67,52777.0,0.1520262000407121,10.037713903743317,3.334307796527389,12.242849512864431,1.747187903374516,55.0,3.973784271660348,0.3251748993253798,14.691548793533814,87.9095706025467,8794.5,5.886128610483774,160.71946110676865,77.49910852252466,0.6120563553776273,64.02,255055.2,67.03,9.177696003091434,0.1462776195242128,1.1885,99.73365,0.3579952267303103,6.1,10325.0,16036.5,224.526666
2021-03-10,26.850599489795915,0.0837477774628288,2.277700881125597,54.09,2151.5,12.92,52774.0,0.1520344267786739,10.541070813867716,3.429943405933802,12.269345512135832,1.7549791000737645,55.0,4.106109390983173,0.3563720263916239,15.077288941736027,89.2682078365643,8875.75,5.884661117717004,158.5605158034901,77.05112960760998,0.6707787201233617,64.45,255055.2,67.53,8.847851986824585,0.1426368542791056,1.19,99.73365,0.3508095605242868,6.1,10325.0,16000.0,222.686666
2021-03-11,28.34156318334411,0.0876244621726485,2.277700881125597,56.15,2152.75,14.36,52770.5,0.1520542137701842,10.867508546613692,3.398895830923815,12.266516696476316,1.7893991191598138,55.0,4.106109390983173,0.3461384814715152,15.099306054079925,91.29604582703476,9069.0,5.8674324000957165,163.870705571604,77.53050969131371,0.6448104412678682,66.02,255055.2,69.34,9.408210319879151,0.1592604101926662,1.1978,99.73365,0.3534804226227471,6.1,10325.0,16190.5,233.2
2021-03-12,29.14694825149038,0.0862715002742661,2.277700881125597,54.71,2146.75,14.54,52767.0,0.1519408512293045,10.877151988199865,3.592343244274629,12.390021926806668,1.7792391371151126,55.0,4.004401196575319,0.3597552952779006,14.857279350292606,92.10673842359007,9103.5,5.855726740714199,169.34540304205925,76.67502687208885,0.7176662270152844,65.59,255055.2,68.87,9.500936897944102,0.1706881837225541,1.1952,99.73365,0.3724105826673908,6.1,10325.0,15965.0,231.243333
2021-03-15,26.68902258183608,0.0914253338312365,2.277700881125597,53.0,2192.75,14.82,52763.0,0.1519463294659987,10.87778196529658,3.509529723017116,12.366567624078352,1.7982402165887277,55.0,3.9640642961304895,0.3468780971258672,14.821002386634849,92.78714009824428,9164.25,5.9248210023866354,168.4496459029695,76.61097852028641,0.7511228124516028,65.36,255055.2,68.78,9.348514379955375,0.1781012854266687,1.1917,99.73365,0.3600743379278303,6.1,10325.0,16168.75,235.98
2021-03-16,27.587314054669008,0.0901446177224318,2.277700881125597,52.14,2178.0,13.34,52759.0,0.1519580698749565,10.602386772437969,3.427551882805897,12.515363307834829,1.817175537312056,55.0,3.939971270468413,0.3527978815635719,14.815695600475626,90.74273239481838,8964.5,5.827586206896552,174.59026537720337,77.05112960760998,0.8210053442800714,64.82,255055.2,67.95,9.458814377397854,0.1781426690419023,1.1895,99.73365,0.3562853380838046,6.1,10325.0,16105.0,225.626666
2021-03-17,28.444471470963578,0.0888391046563278,2.277700881125597,50.7,2194.0,12.68,52755.0,0.1519277441948795,11.23062408708621,3.405106720741327,12.620186809869269,1.8219837328372208,55.0,3.971550309747863,0.3419092636261416,14.685231464952992,93.00425368292038,9070.75,5.950255861002023,171.38869011334623,77.11531595858621,0.7854612659787463,64.55,255055.2,67.73,9.232019647858085,0.1694132142307099,1.1905,99.73365,0.3465270291082704,6.1,10325.0,16027.25,233.936666
2021-03-18,28.67350434969721,0.0888649626058813,2.277700881125597,49.34,2180.95,11.83,52751.5,0.1519719650361448,11.19810980295718,3.396487632201524,12.792159525754084,1.899726414804341,55.0,3.945444079355068,0.342568685317234,14.752924325614703,91.73027887484818,9067.5,6.046789209835283,172.7737064179436,77.10670804487944,0.8384027452815473,59.95,255055.2,62.11,9.63801909837886,0.1793791920137264,1.1926,99.73365,0.3704570269848697,6.1,10325.0,15991.75,217.72
2021-03-19,27.01304799360905,0.0862896111171928,2.277700881125597,47.06,2234.0,11.9,52748.0,0.1519727479377426,10.619035672586492,3.511133218246189,13.108218586663972,1.9111411540588703,55.0,3.949732682312871,0.354871578651488,14.520352297072128,91.97304362424155,9072.5,6.062842180433232,172.1848441926346,78.07664841704357,0.8404988767526532,61.43,255055.2,64.0,9.8707507082153,0.1781702688047099,1.1909,99.73365,0.3524672708962739,6.1,10325.0,16253.5,218.29
2021-03-22,26.27737195543603,0.090135447825096,2.277700881125597,42.64,2243.0,12.27,52744.0,0.151942612048019,10.6305908567038,3.466416301322056,12.833368598264968,1.9408374951978484,55.0,3.995190846024157,0.3570515320810212,14.486873508353224,90.76026193898738,9116.25,5.939140811455848,169.5261256623501,80.90692124105013,0.8174492484115915,61.48,255055.2,63.89,9.94079899171896,0.1743375174337517,1.1932,99.73365,0.3448008678134201,6.1,10325.0,16420.0,223.333333
2021-03-23,25.909841016512186,0.0914066191266419,2.277700881125597,44.61,2189.65,12.43,52740.0,0.1519152261541373,10.274077558160949,3.440843158204137,12.90545203588682,1.8660610152845127,55.0,3.9353029845415066,0.3460090510833059,14.431521481129836,87.54222165572622,8979.0,5.858058390695466,163.6270364932515,79.75314502729645,0.8092352535092427,57.75,255055.2,59.96,9.552281049335765,0.168750479404771,1.1872,99.73365,0.3413361969778323,6.1,10325.0,16103.75,220.72
2021-03-24,24.59135035713191,0.0888308698859488,2.277700881125597,43.14,2231.5,11.32,52376.0,0.1519136615440865,9.893933202538244,3.457150539699612,12.683657895220756,1.923607492106312,55.0,3.861772653551108,0.3388527381053925,14.6018222695539,86.74721841425702,8973.25,5.849011951248373,164.677003496627,79.99053366465508,0.8313629776523531,61.12,255055.2,63.7,9.35965810758309,0.1639844405461063,1.1831,99.73365,0.3355960643734269,6.1,10325.0,16143.5,210.09
