Pricing Date,FLEXQ | Share Price (Daily)($)
06/28/2024,0.8774470630525912
06/27/2024,0.8470739712051322
06/26/2024,0.8631688138621881
06/25/2024,0.8726725168046496
06/24/2024,0.8599002706774964
06/20/2024,0.8752158180926983
06/19/2024,0.8765132800392801
06/18/2024,0.8593021853834422
06/17/2024,0.8615221937055629
06/14/2024,0.890352771436572
06/13/2024,0.889503948843979
06/12/2024,0.9281382188095559
06/11/2024,0.9129475939551457
06/10/2024,0.9386131752350815
06/07/2024,0.9373876297091158
06/05/2024,0.9978814209831435
06/04/2024,1.0048539229497153
06/03/2024,0.9936101745681875
05/31/2024,1.0015008273061337
05/30/2024,0.9962548372657858
05/29/2024,0.9386366302944972
05/28/2024,0.9720006903575633
05/27/2024,1.0649386388010866
05/24/2024,1.0237491006974644
05/23/2024,1.0569869632066096
05/22/2024,0.9245219187184933
05/21/2024,0.9176060760099274
05/20/2024,0.9182848085581901
05/17/2024,0.9759441442417427
05/16/2024,1.0045010993446915
05/15/2024,0.9828561800592522
05/14/2024,0.8872794625304655
05/13/2024,0.8852225919870756
05/10/2024,0.9153926222307528
05/08/2024,0.9079736595924208
05/07/2024,0.9155137974402605
05/06/2024,0.9144354934249498
05/03/2024,0.8794952622978897
05/02/2024,0.8895189903134133
04/30/2024,0.9605159655051859
04/29/2024,0.8985654978299917
04/26/2024,0.9011186457682538
04/25/2024,0.8949711060045593
04/24/2024,0.9017745306548242
04/23/2024,0.8905607946315074
04/22/2024,0.9480921820410271
04/19/2024,0.962390688457636
04/18/2024,0.9840366372859262
04/17/2024,0.9779261597521982
04/16/2024,1.0601129751430922
04/15/2024,1.0572826548643277
04/12/2024,1.013946582908256
04/11/2024,1.1033270409695926
04/10/2024,1.0258371063932965
04/09/2024,0.9159502131855196
04/08/2024,0.9090478670517494
04/05/2024,0.9022225689095982
04/04/2024,0.9266000397114303
04/03/2024,0.9020403024090113
04/02/2024,0.9046490567867798
03/28/2024,0.8554448032196172
03/27/2024,0.8548585717459828
03/26/2024,0.8942734359195419
03/25/2024,0.9196428909333809
03/22/2024,0.9278844424077276
03/21/2024,0.9543371659819919
03/20/2024,0.9089008314724096
03/19/2024,0.9124349937988925
03/18/2024,0.9308410033546667
03/15/2024,0.8687342541916429
03/14/2024,0.8871541817794414
03/13/2024,0.9230432265836449
03/12/2024,0.9760363554021658
03/11/2024,0.9574389095357009
03/08/2024,1.0088138993007842
03/07/2024,1.036312993898463
03/06/2024,1.0544730064628989
03/05/2024,1.017716956997359
03/04/2024,1.0816730778331385
03/01/2024,1.0650988411724607
02/29/2024,1.0272961757573535
02/28/2024,1.0201555664715964
02/27/2024,1.024580213462304
02/26/2024,1.0444559307608303
02/23/2024,1.0464832349509898
02/22/2024,0.9617161505424408
02/21/2024,0.9119461084194028
02/20/2024,0.8215981727656638
02/19/2024,0.8640055296353896
02/16/2024,0.9097786843642562
02/15/2024,1.017443665625021
02/14/2024,1.0207482511971242
02/13/2024,1.0491780965640836
02/12/2024,1.0366941742586917
02/09/2024,1.0464299536990582
02/08/2024,1.057655568270714
02/07/2024,1.0499890228420339
02/06/2024,1.0586923867199147
02/05/2024,1.0586332245215213
02/02/2024,1.1394701988017921
02/01/2024,1.1536398297996706
01/31/2024,1.1549799449089062
01/30/2024,1.1465722287733018
01/29/2024,1.1791777264307675
01/26/2024,1.1945551313578877
01/25/2024,1.1536786071604666
01/24/2024,1.2097529127681739
01/23/2024,1.2388231942007826
01/22/2024,1.18745852274414
01/19/2024,1.2217482644970454
01/18/2024,1.2885675424153484
01/17/2024,1.2209604570970711
01/16/2024,1.2487404531390933
01/15/2024,1.2706603553969118
01/12/2024,1.3165401325317068
01/11/2024,1.2625808901583764
01/10/2024,1.2992937898641408
01/09/2024,1.2966501579378389
01/08/2024,1.335922314894017
01/05/2024,1.363873674989392
01/04/2024,1.2638880724237258
01/03/2024,1.2393296150204807
01/02/2024,1.2815413849485175
12/29/2023,1.2926731287064916
12/28/2023,1.2981402011465735
12/27/2023,1.3066553658635023
12/22/2023,1.2990036641895668
12/21/2023,1.2820779364782358
12/20/2023,1.3318403567359058
12/19/2023,1.36838364358233
12/18/2023,1.2719559159648077
12/15/2023,1.3030797582421014
12/14/2023,1.3962580284836639
12/13/2023,1.3969620858748952
12/12/2023,1.4249346347098777
12/11/2023,1.4185018335802224
12/08/2023,1.445561030346286
12/07/2023,1.4464491835010607
12/06/2023,1.2780415234254958
12/05/2023,1.163004631999596
12/04/2023,1.1716119850645774
12/01/2023,1.2519863244570715
11/30/2023,1.2449245384202865
11/29/2023,1.2097026830337996
11/28/2023,1.222922892053128
11/27/2023,1.2433944668946224
11/24/2023,1.2824893309329728
11/23/2023,1.2675805318691666
11/22/2023,1.1412463551444532
11/21/2023,1.2275528063487497
11/20/2023,1.2086549247194296
11/17/2023,1.2079045272261681
11/16/2023,1.201884554982212
11/15/2023,1.2305499465494714
11/14/2023,1.2043828243718155
11/13/2023,1.194419157192017
11/10/2023,1.231469587279148
11/09/2023,1.2584762756477925
11/08/2023,1.2671280359423622
11/07/2023,1.3797678517745549
11/06/2023,1.3140350893314134
11/03/2023,1.3447547222461902
11/02/2023,1.378242798793611
11/01/2023,1.4076564035447996
10/31/2023,1.3550341531215426
10/30/2023,1.2730470830188072
10/27/2023,1.2544648156341387
10/26/2023,1.3033503244985225
10/25/2023,1.3242408136423829
10/24/2023,1.26000806405161
10/23/2023,1.318208182345465
10/20/2023,1.3221337962929192
10/19/2023,1.3538770114418561
10/18/2023,1.4231843069001777
10/17/2023,1.4155675784632156
10/16/2023,1.4544363510295855
10/13/2023,1.4364443606644437
10/12/2023,1.4813653356865013
10/11/2023,1.4549186347080247
10/10/2023,1.4520457302503402
10/09/2023,1.4148029329638165
10/06/2023,1.4057302677459755
10/05/2023,1.5328242059245016
10/04/2023,1.4456860277156083
10/03/2023,1.4392876965189927
10/02/2023,1.5409413105910394
09/29/2023,1.4682158791217867
09/28/2023,1.5314978826470318
09/27/2023,1.511391260618318
09/26/2023,1.5189106644758081
09/25/2023,1.5331915621096353
09/22/2023,1.568879190907873
09/21/2023,1.5117969361511794
09/20/2023,1.5335619350927827
09/19/2023,1.5247265806481702
09/18/2023,1.4593338275371819
09/15/2023,1.479962651124368
09/14/2023,1.5591327995842312
09/13/2023,1.5842468256554374
09/12/2023,1.5673938833804903
09/11/2023,1.5715559216498083
09/08/2023,1.6450496624718651
09/07/2023,1.7460655174054456
09/06/2023,1.7434503781669686
09/05/2023,1.579842825893219
09/04/2023,1.5784689576843316
09/01/2023,1.6430037911294089
08/31/2023,1.5490599627860049
08/30/2023,1.5995857720081736
08/29/2023,1.6334680677582687
08/28/2023,1.6435062435076964
08/25/2023,1.7367235624542074
08/24/2023,1.7610665055161883
08/23/2023,1.9125603051311522
08/22/2023,1.909907209579875
08/21/2023,1.7586350804871693
08/18/2023,1.6717700446139396
08/17/2023,1.773327504722
08/16/2023,1.7846957737668117
08/15/2023,1.891604597429632
08/14/2023,1.8509880574250535
08/11/2023,2.400738688827331
08/10/2023,2.427225568281242
08/09/2023,2.261536405596275
08/08/2023,2.517444961194052
08/07/2023,2.6501858431033396
08/04/2023,2.5779864598843507
08/03/2023,2.532374208282639
08/02/2023,2.5248666758592933
08/01/2023,2.6362295139075225
07/31/2023,2.7083459492347255
07/28/2023,2.7003205204392393
07/27/2023,2.559953538753685
07/26/2023,2.551306681450178
07/25/2023,2.5723410712307255
07/24/2023,2.5133871441206885
07/21/2023,2.481353780457896
07/20/2023,2.5437072744224913
07/19/2023,2.509717861019996
07/18/2023,2.4992820689743045
07/17/2023,2.475365725540414
07/14/2023,2.551826022172533
07/13/2023,2.57735999937281
07/12/2023,2.6927633907276616
07/11/2023,2.835862523374807
07/10/2023,2.8690580419696916
07/07/2023,2.8597363876547948
07/06/2023,2.9880441793263777
07/05/2023,2.967913910281708
07/04/2023,3.072478092398301
07/03/2023,3.1361552581332495
06/30/2023,3.151550655615229
06/29/2023,3.122179447033469
06/28/2023,3.1179943431995807
06/27/2023,3.0815461144038
06/26/2023,3.0902896749780835
06/22/2023,3.2313889275431076
06/21/2023,3.233116079145934
06/20/2023,3.4448428024950632
06/19/2023,3.5495351133801636
06/16/2023,3.3645320058155654
06/15/2023,3.3556445995330373
06/14/2023,3.3475361383873317
06/13/2023,3.3702819553610355
06/12/2023,3.237452328514463
06/09/2023,3.092931036870508
06/08/2023,3.16778712470522
06/07/2023,3.205752350578872
06/05/2023,3.230773903814983
06/02/2023,3.3400381506579873
06/01/2023,3.319189896385956
05/31/2023,3.4120614537950016
05/30/2023,3.459128465223339
05/29/2023,3.379804100644287
05/26/2023,3.457942542678777
05/25/2023,3.502138244828109
05/24/2023,3.565594810286088
05/23/2023,3.941440911780393
05/22/2023,3.8248991466877227
05/19/2023,3.860203582953493
05/17/2023,3.8909278285467916
05/16/2023,4.13063567601215
05/15/2023,3.881890113540458
05/12/2023,3.8067079011836458
05/11/2023,3.8048029586457606
05/10/2023,4.090435817343448
05/09/2023,4.53035336756267
05/08/2023,4.601071350104091
05/05/2023,4.337315270693715
05/04/2023,4.196771115308964
05/03/2023,4.195942718551287
05/02/2023,4.408047641791392
04/28/2023,4.387341836326801
04/27/2023,4.23527126135315
04/26/2023,4.352128908313536
04/25/2023,4.232874092383448
04/24/2023,4.410355866065378
04/21/2023,4.363615206714149
04/20/2023,4.364935791794503
04/19/2023,4.336240614894405
04/18/2023,4.451340736071376
04/17/2023,4.464819536430227
04/14/2023,4.734839315626906
04/13/2023,4.60646833856471
04/12/2023,4.54161130571325
04/11/2023,4.687676385782373
04/06/2023,4.891499820165448
04/05/2023,4.794768503184958
04/04/2023,4.755352202389346
04/03/2023,4.710007079458494
03/31/2023,4.818723299058273
03/30/2023,4.5440512484081355
03/29/2023,4.2580922977550335
03/28/2023,4.081008995626938
03/27/2023,4.146431567524301
03/24/2023,4.133257764722693
03/23/2023,4.289849533527612
03/22/2023,4.057457461905788
03/21/2023,4.111651161710756
03/20/2023,4.1882618905717885
03/17/2023,4.172024902310653
03/16/2023,4.269765495730234
03/15/2023,4.107915021620606
03/14/2023,4.293262249631256
03/13/2023,4.347715374596705
03/10/2023,4.482698471943746
03/09/2023,4.669109544780496
03/08/2023,4.662624477093218
03/07/2023,4.654410053525716
03/06/2023,4.7049328160457335
03/03/2023,4.722163512528014
03/02/2023,4.71079972249107
03/01/2023,4.8286546161075865
02/28/2023,4.892532173195639
02/27/2023,4.834244869849467
02/24/2023,4.772504266618814
02/23/2023,4.829816064504876
02/22/2023,4.80982435483421
02/21/2023,5.226485894779224
02/20/2023,5.322953251888922
02/17/2023,5.434347363483474
02/16/2023,5.351455394468435
02/15/2023,5.190690850306031
02/14/2023,5.337464569447736
02/13/2023,5.328362759553302
02/10/2023,5.416615227961985
02/09/2023,5.407097251198428
02/08/2023,5.321783929910973
02/07/2023,5.366771773793394
02/06/2023,5.237505816834248
02/03/2023,5.386751636487533
02/02/2023,5.3151343134441005
02/01/2023,5.1033867494208325
01/31/2023,5.166203462313024
01/30/2023,5.353880937776541
01/27/2023,5.309964322465993
01/26/2023,5.224635028167386
01/25/2023,5.310218265589005
01/24/2023,5.332962117342812
01/23/2023,5.392009861907892
01/20/2023,5.341019221842632
01/19/2023,5.249708563973103
01/18/2023,5.246854802038111
01/17/2023,5.2494447702646845
01/16/2023,5.372032431727224
01/13/2023,5.3967680849347595
01/12/2023,5.0680359926178795
01/11/2023,5.173503263506949
01/10/2023,5.125438877701653
01/09/2023,5.323555479259833
01/05/2023,5.126338998811026
01/04/2023,5.083888927499365
01/03/2023,5.120551047152689
01/02/2023,5.217206845051823
12/30/2022,5.257078829321452
12/29/2022,5.337149044191212
12/28/2022,5.236867932497919
12/27/2022,5.318828365426468
12/23/2022,5.280497962354608
12/22/2022,5.252833187209065
12/21/2022,5.2583803037194405
12/20/2022,5.209854669954748
12/19/2022,5.293536207306428
12/16/2022,5.1360623714181015
12/15/2022,5.60174138562659
12/14/2022,5.790501614470366
12/13/2022,5.908465889405689
12/12/2022,5.962452039042446
12/09/2022,6.0068031890311895
12/08/2022,5.912380834611773
12/07/2022,5.719088758524475
12/06/2022,5.89515864912247
12/05/2022,6.125243902204125
12/02/2022,5.875106787289351
12/01/2022,5.892256705339833
11/30/2022,5.85555604717959
11/29/2022,5.674177386133445
11/28/2022,5.678093989604134
11/25/2022,6.174680167866926
11/24/2022,6.148478059540325
11/23/2022,5.606001090691369
11/22/2022,5.6960038972658245
11/21/2022,5.7664476722866205
11/18/2022,5.717326329136854
11/17/2022,5.872640624413675
11/16/2022,6.018410604630547
11/15/2022,6.348938422969731
11/14/2022,6.4139518724539855
11/11/2022,6.719944854091512
11/10/2022,6.611359141424862
11/09/2022,6.3146058495037405
11/08/2022,6.594837583495021
11/07/2022,6.355686312799247
11/04/2022,6.558437228539615
11/03/2022,6.36595857298813
11/02/2022,6.467590487388199
11/01/2022,6.325431678994311
10/31/2022,6.614751439388036
10/28/2022,6.580188528781035
10/27/2022,6.725146734638904
10/26/2022,6.832085388176626
10/25/2022,6.749484667724693
10/24/2022,6.595032814309613
10/21/2022,6.066298254342858
10/20/2022,5.950285631579041
10/19/2022,6.182402310002805
10/18/2022,6.767582025517555
10/17/2022,7.135448335062055
10/14/2022,6.444890432436213
10/13/2022,5.679130880007951
10/12/2022,5.437238730086995
10/11/2022,4.506928740154349
10/10/2022,4.5389760282016995
10/07/2022,4.657741120957058
10/06/2022,5.051498220248931
10/05/2022,5.089363774999228
10/04/2022,5.120176811861129
10/03/2022,5.072312265360107
09/30/2022,4.592505211592924
09/29/2022,4.374023655434055
09/28/2022,4.291777131995597
09/27/2022,4.384978242071889
09/26/2022,4.510376519156719
09/23/2022,4.443453060694903
09/22/2022,4.4182475426879355
09/21/2022,4.626807176450096
09/20/2022,4.596585288720716
09/19/2022,4.9613091932318865
09/16/2022,5.111861470413011
09/15/2022,5.373294725215678
09/14/2022,5.276859707106218
09/13/2022,5.182855265011033
09/12/2022,5.268613381132638
09/09/2022,5.5913039221961585
09/08/2022,5.495006994491954
09/07/2022,5.261377030649846
09/06/2022,5.243508147818757
09/05/2022,5.222889591447796
09/02/2022,5.345214911280647
09/01/2022,5.218868615907925
08/31/2022,5.58853165564484
08/30/2022,5.401704913113202
08/29/2022,5.284070308115639
08/26/2022,5.595997260410769
08/25/2022,5.93400591699762
08/24/2022,5.6195295624027075
08/23/2022,5.835820796863388
08/22/2022,5.798739007334193
08/19/2022,5.949963639111094
08/18/2022,5.74221475308955
08/17/2022,5.7665027698434965
08/16/2022,6.0694096919194696
08/15/2022,6.398225558778365
08/12/2022,6.466195026320353
08/11/2022,6.530618746260573
08/10/2022,5.843090097258534
08/09/2022,5.708150155842341
08/08/2022,5.797895994817391
08/05/2022,5.844106980385105
08/04/2022,5.885803560318623
08/03/2022,5.662204589119195
08/02/2022,5.843675789729643
08/01/2022,6.19894043669852
07/29/2022,6.474161718674131
07/28/2022,6.030703894390469
07/27/2022,5.8091744291759975
07/26/2022,5.775328108405621
07/25/2022,5.6477841762030225
07/22/2022,5.5030923070294655
07/21/2022,5.434437325592193
07/20/2022,5.724512244204176
07/19/2022,5.575182807309945
07/18/2022,5.470893108801179
07/15/2022,5.4774441901875495
07/14/2022,5.833512680810575
07/13/2022,5.6895810261035695
07/12/2022,5.618206786072542
07/11/2022,5.832681325132344
07/08/2022,5.9948558427482705
07/07/2022,6.050197674561953
07/06/2022,5.401143905425023
07/05/2022,5.389403370274784
07/04/2022,5.835602197432721
07/01/2022,5.801501622003162
06/30/2022,5.660066183739411
06/29/2022,5.5813188362656465
06/28/2022,5.783621494543065
06/27/2022,5.826688820015969
06/23/2022,5.7131862695053295
06/22/2022,5.464518878919177
06/21/2022,5.959919541086196
06/20/2022,6.01447827368646
06/17/2022,5.882883554202928
06/16/2022,5.730181079609288
06/15/2022,6.060303934016974
06/14/2022,5.747504102207493
06/13/2022,5.558179705966402
06/10/2022,5.78780509466554
06/09/2022,6.275818159181068
06/08/2022,6.664669991505613
06/07/2022,6.327279555539227
06/03/2022,6.062741178301941
06/02/2022,5.9565561657031765
06/01/2022,5.8917283181858355
05/31/2022,5.893264387596725
05/30/2022,5.909728891187117
05/27/2022,5.6920229347866975
05/25/2022,5.670897561311516
05/24/2022,5.498374504711943
05/23/2022,5.457064811807623
05/20/2022,5.520486525496116
05/19/2022,5.627779850934433
05/18/2022,5.576492386289024
05/17/2022,5.501359218605476
05/16/2022,5.552591969762171
05/13/2022,5.5306103366709305
05/12/2022,5.937067088858105
05/11/2022,6.102740130318514
05/10/2022,6.146110347543645
05/09/2022,5.731146011814066
05/06/2022,6.028898249191764
05/05/2022,6.023685129930888
05/04/2022,6.169732590800604
05/03/2022,6.113363284074384
05/02/2022,6.335876091248722
04/29/2022,6.5630974558825335
04/28/2022,6.451829561794585
04/27/2022,6.517832668351963
04/26/2022,6.431006023708975
04/25/2022,6.868442590924607
04/22/2022,6.813574317227441
04/21/2022,6.736886565824555
04/20/2022,6.887366133443249
04/19/2022,6.795964242772754
04/14/2022,6.735857846120272
04/13/2022,7.070052436222236
04/12/2022,7.09049989079364
04/11/2022,6.919203532169022
04/08/2022,6.71508447343252
04/07/2022,7.314283781526994
04/06/2022,7.193437892068811
04/05/2022,7.220630615898554
04/04/2022,6.930095320697602
04/01/2022,7.454127215680579
03/31/2022,7.174327045446149
03/30/2022,7.34541149427274
03/29/2022,7.2926201480681545
03/28/2022,6.766219752948928
03/25/2022,6.7908039781378555
03/24/2022,6.888999925581791
03/23/2022,6.8595382514528875
03/22/2022,7.090149665651823
03/21/2022,6.835646095533974
03/18/2022,6.864971535872663
03/17/2022,6.9200910471055925
03/16/2022,6.708277739627827
03/15/2022,6.1400278997889375
03/14/2022,6.194600443039498
03/11/2022,6.156716225829999
03/10/2022,6.022531719184454
03/09/2022,6.022637666941929
03/08/2022,5.833311617110245
03/07/2022,5.525746776647715
03/04/2022,5.662428271695442
03/03/2022,5.9345845074601815
03/02/2022,5.961682267089555
03/01/2022,6.42782478456906
02/28/2022,6.545909812615387
02/25/2022,6.730425237608427
02/24/2022,5.860717239164191
02/23/2022,6.401550028646936
02/22/2022,6.716817473167603
02/21/2022,6.261220682473054
02/18/2022,6.38161412150892
02/17/2022,6.476524208153773
02/16/2022,7.282764089078116
02/15/2022,7.399529277758481
02/14/2022,6.6316249613510605
02/11/2022,7.324226662129535
02/10/2022,7.018352012724293
02/09/2022,7.083079907919962
02/08/2022,7.077364992163565
02/07/2022,7.119831139512544
02/04/2022,7.101830414845229
02/03/2022,7.34308820829747
02/02/2022,7.384289273016721
02/01/2022,7.1990516219420195
01/31/2022,6.8218002495624095
01/28/2022,6.599798610646897
01/27/2022,6.748149864449743
01/26/2022,6.58208507506814
01/25/2022,6.568087921932352
01/24/2022,6.707802119837465
01/21/2022,7.429970890202026
01/20/2022,7.72116927457202
01/19/2022,7.8269625668919485
01/18/2022,7.675371268673082
01/17/2022,7.858144945037381
01/14/2022,7.9528162521798045
01/13/2022,8.050527713212844
01/12/2022,8.01434098230371
01/11/2022,7.929644833637598
01/10/2022,7.969107086797407
01/07/2022,8.288035691455828
01/05/2022,8.424813501756088
01/04/2022,8.579404589321502
01/03/2022,8.618232056314554
12/30/2021,8.733576178341837
12/29/2021,8.730198197600853
12/28/2021,8.9516214591364
12/27/2021,8.935108500098243
12/23/2021,9.664148863034852
12/22/2021,9.46820609422186
12/21/2021,9.199581757731965
12/20/2021,9.190733989522563
12/17/2021,9.240863096613225
12/16/2021,9.50714307034291
12/15/2021,9.097216361398429
12/14/2021,8.64984654734258
12/13/2021,8.79307369584978
12/10/2021,8.503448313942895
12/09/2021,8.450973897714606
12/08/2021,8.467634512132705
12/07/2021,8.32906833890979
12/06/2021,8.661006237463248
12/03/2021,8.389894110359881
12/02/2021,8.403296303544753
12/01/2021,8.346986671389983
11/30/2021,8.460292805446313
11/29/2021,8.706817702103708
11/26/2021,8.762326826006323
11/25/2021,9.161410813113843
11/24/2021,8.379931161717316
11/23/2021,8.24904121527004
11/22/2021,8.3901696666358
11/19/2021,8.436309787577759
11/18/2021,8.702104695089046
11/17/2021,8.716697205138573
11/16/2021,8.510436571851676
11/15/2021,8.869715507865315
11/12/2021,8.809564670213375
11/11/2021,9.0820360775261
11/10/2021,9.118011304025659
11/09/2021,9.691705903320575
11/08/2021,9.70572521132117
11/05/2021,9.265764052103004
11/04/2021,9.311583027312038
11/03/2021,9.74452746636444
11/02/2021,10.037090550896218
11/01/2021,10.274008751672751
10/29/2021,10.291060049033876
10/28/2021,10.348282934229873
10/27/2021,10.244434536317103
10/26/2021,10.21158876075408
10/25/2021,10.167460635989787
10/22/2021,10.583663392880037
10/21/2021,9.885238199351528
10/20/2021,9.887020435889651
10/19/2021,9.934116844246741
10/18/2021,9.461229152123874
10/15/2021,9.198243042667304
10/14/2021,9.445319011019537
10/13/2021,9.413028779761529
10/12/2021,8.802124367632354
10/11/2021,8.641728345669133
10/08/2021,9.1283459162663
10/07/2021,9.324030580084646
10/06/2021,9.316506196836695
10/05/2021,10.275665366535046
10/04/2021,10.309656253150173
10/01/2021,9.858332116255294
09/30/2021,9.007629050289548
09/29/2021,8.40258635706893
09/28/2021,8.57119939497416
09/27/2021,8.778894801492413
09/24/2021,9.026447954216748
09/23/2021,9.727570134043601
09/22/2021,10.006678822585975
09/21/2021,9.511680020635508
09/20/2021,9.965649579682042
09/17/2021,10.663325644837556
09/16/2021,10.099091545022029
09/15/2021,10.444192923826163
09/14/2021,10.20342793246635
09/13/2021,10.667274011824638
09/10/2021,9.842531109014157
09/09/2021,9.389573157906357
09/08/2021,9.295145198976376
09/07/2021,9.202032367857651
09/06/2021,9.569467330772138
09/03/2021,9.846663361056798
09/02/2021,10.139328356904358
09/01/2021,10.156991764004506
08/31/2021,10.742779879514165
08/30/2021,10.324287015179022
08/27/2021,11.09080364425323
08/26/2021,11.413100264200644
08/25/2021,10.452081227602683
08/24/2021,11.250353730447047
08/23/2021,11.576687531449046
08/20/2021,12.810571328807686
08/19/2021,12.783756788174854
08/18/2021,13.409404003566673
08/17/2021,12.190920111126246
08/16/2021,14.162209905916683
08/13/2021,13.546762381682926
08/12/2021,11.974365646466067
