Pricing Date,EXE | Share Price (Daily)($)
06/04/2024,62.02393906420021
06/03/2024,62.26866971478338
05/31/2024,61.815421320897954
05/30/2024,60.72435480373021
05/29/2024,61.431970581873244
05/28/2024,61.77942136175766
05/27/2024,59.50700401780866
05/24/2024,58.17866058829914
05/23/2024,56.93256845979002
05/22/2024,57.8610900422581
05/21/2024,58.63192182410424
05/20/2024,60.38883458238297
05/17/2024,60.88280060882801
05/16/2024,60.21739130434782
05/15/2024,58.90664058254538
05/14/2024,56.90177412375595
05/13/2024,56.125202374527795
05/10/2024,55.788906838987614
05/09/2024,56.24393923068635
05/08/2024,56.52874798495432
05/07/2024,58.424059501994186
05/06/2024,59.045361491218614
05/03/2024,58.81719271787138
05/02/2024,58.62843693163582
04/30/2024,58.597091531223256
04/29/2024,58.71638272795457
04/26/2024,58.93028717839224
04/25/2024,59.13229780396358
04/24/2024,59.41440478734773
04/23/2024,60.98865824951851
04/22/2024,60.45769026077701
04/19/2024,60.586666666666666
04/18/2024,60.35402004691833
04/17/2024,60.64474944142994
04/16/2024,60.36773302157509
04/15/2024,60.39340776182881
04/12/2024,60.20636102542282
04/11/2024,60.40484095533897
04/10/2024,61.035890823124866
04/09/2024,60.35605731654364
04/08/2024,60.57316543638732
04/05/2024,59.55603681645913
04/04/2024,60.61264392787313
04/03/2024,61.07862248213125
04/02/2024,60.30583674348482
03/28/2024,60.27219701879456
03/27/2024,60.80934862583857
03/26/2024,61.49182635054671
03/25/2024,61.11171307834002
03/22/2024,61.831153388822834
03/21/2024,62.11315017917255
03/20/2024,62.09966344587993
03/19/2024,62.33709817549957
03/18/2024,61.9699934768428
03/15/2024,61.846689895470384
03/14/2024,61.649057836836946
03/13/2024,62.60260479369597
03/12/2024,62.01550387596899
03/11/2024,62.28827450551852
03/08/2024,62.39054290718038
03/07/2024,62.73224043715846
03/06/2024,62.79297939605363
03/05/2024,62.160399913062385
03/04/2024,62.3438687954817
03/01/2024,61.49182635054671
02/29/2024,61.831153388822834
02/28/2024,61.971830985915496
02/27/2024,62.072707542051
02/26/2024,61.40160555435019
02/23/2024,61.45190955317537
02/22/2024,62.52028123309896
02/21/2024,62.067474048442904
02/20/2024,62.10104944282159
02/19/2024,60.73005276192528
02/16/2024,60.54729584141349
02/15/2024,61.53846153846155
02/14/2024,61.13911830955701
02/13/2024,61.314181584307015
02/12/2024,62.69524938058817
02/09/2024,61.46215225361225
02/08/2024,64.3702906350915
02/07/2024,63.48181622552185
02/06/2024,63.62170875873186
02/05/2024,61.353641531695814
02/02/2024,61.94021797777059
02/01/2024,64.0052072032979
01/31/2024,62.92719973961159
01/30/2024,63.942776633792135
01/29/2024,63.09420916162489
01/26/2024,64.53715775749674
01/25/2024,61.55846970846429
01/24/2024,61.46469049694856
01/23/2024,62.411962292772785
01/22/2024,59.893281062833495
01/19/2024,58.765915768854065
01/18/2024,58.67014341590613
01/17/2024,59.05981978069699
01/16/2024,59.91285403050109
01/15/2024,61.75407861600789
01/12/2024,61.19763105944285
01/11/2024,61.74731771403547
01/10/2024,61.602543023128355
01/09/2024,60.31468531468532
01/08/2024,60.57945566286216
01/05/2024,59.21701941002303
01/04/2024,57.205479452054796
01/03/2024,56.75616677581314
01/02/2024,59.18456817185445
12/29/2023,59.688294462252685
12/28/2023,59.81391227292866
12/27/2023,59.60854092526691
12/22/2023,57.02961576571617
12/21/2023,56.941848961196
12/20/2023,52.00219418540866
12/19/2023,52.256010539027336
12/18/2023,52.08560821139988
12/15/2023,52.1663210738841
12/14/2023,50.24738867509621
12/13/2023,48.12257229175658
12/12/2023,49.314772849897494
