Pricing Date,PLL | Share Price (Daily)($)
07/01/2024,0.09639675575056508
06/28/2024,0.100080064051241
06/27/2024,0.09965453095934095
06/26/2024,0.09307272969020079
06/25/2024,0.0929368029739777
06/24/2024,0.09990009990009989
06/21/2024,0.09948269001193792
06/20/2024,0.0998535481294102
06/19/2024,0.10006003602161297
06/18/2024,0.10300372142477406
06/17/2024,0.10888214332849412
06/14/2024,0.1190161332980693
06/13/2024,0.11951397649558462
06/12/2024,0.1206030150753769
06/11/2024,0.11872567772574368
06/07/2024,0.1217906517445688
06/06/2024,0.1232347455369038
06/05/2024,0.12282565396361705
06/04/2024,0.12629619781972878
06/03/2024,0.13030404276645507
05/31/2024,0.13279330721731628
05/30/2024,0.13290802764486975
05/29/2024,0.13903601694915255
05/28/2024,0.14319968029838817
05/27/2024,0.14312341898548797
05/24/2024,0.14587892049598833
05/23/2024,0.15234814863880242
05/22/2024,0.1560217766564865
05/21/2024,0.1567398119122257
05/20/2024,0.1569386937358087
05/17/2024,0.1570855614973262
05/16/2024,0.1502403846153846
05/15/2024,0.15037091492347793
05/14/2024,0.14567606939478214
05/13/2024,0.12882341282949064
05/10/2024,0.13205678441729946
05/09/2024,0.13545658781551473
05/08/2024,0.13475317162952735
05/07/2024,0.13555511472591417
05/06/2024,0.1290963257199603
05/03/2024,0.1322576378785875
05/02/2024,0.12428861123830706
05/01/2024,0.12340867757859182
04/30/2024,0.12663159945451002
04/29/2024,0.12135126270908494
04/26/2024,0.1173862005999739
04/24/2024,0.11679211004412147
04/23/2024,0.11664830535934158
04/22/2024,0.1158524811739718
04/19/2024,0.12206090196582296
04/18/2024,0.1384506407366862
04/17/2024,0.13801514956990626
04/16/2024,0.1409985259245017
04/15/2024,0.18416801292407106
04/12/2024,0.13270326255825995
04/11/2024,0.13673655423883319
04/10/2024,0.13687915526007038
04/09/2024,0.13239772275916856
04/08/2024,0.12542909955109585
04/05/2024,0.12822198842714363
04/04/2024,0.1323276432446738
04/03/2024,0.12455749311655957
04/02/2024,0.13348961385687308
03/28/2024,0.13048868010700074
03/27/2024,0.12068628090547329
03/26/2024,0.11766243953457967
03/25/2024,0.12097828930159563
03/22/2024,0.12383497360359773
03/21/2024,0.12815457413249212
03/20/2024,0.124093788779309
03/19/2024,0.12080449262113098
03/18/2024,0.12127171419206816
03/15/2024,0.12478654932352555
03/14/2024,0.135063908288312
03/13/2024,0.13577957345343752
03/12/2024,0.13853156540668907
03/11/2024,0.13882461823229986
03/08/2024,0.13910969793322733
03/07/2024,0.14240296728043447
03/06/2024,0.14459415050936575
03/05/2024,0.14323849208932873
03/04/2024,0.1597339940018255
03/01/2024,0.1500717734568707
02/29/2024,0.13656760096247642
02/28/2024,0.14281077572216813
02/27/2024,0.12443513000196477
02/26/2024,0.1274426508071368
02/23/2024,0.13117334557617893
02/22/2024,0.14392254350385975
02/21/2024,0.14399790548501112
02/20/2024,0.14761842277916284
02/19/2024,0.15029732732144024
02/16/2024,0.1436875449023578
02/15/2024,0.13014902062861977
02/14/2024,0.13622210690192008
02/13/2024,0.1485596176204625
02/12/2024,0.14053206091901432
02/09/2024,0.14021129516107994
02/08/2024,0.1523303299410125
02/07/2024,0.13375089710967572
02/06/2024,0.12051332160771286
02/05/2024,0.12944146009966992
02/02/2024,0.1465702560093805
02/01/2024,0.15731515469323543
01/31/2024,0.15846814130075934
01/30/2024,0.17453731146677207
01/29/2024,0.1714022018590547
01/25/2024,0.17119905182063608
01/24/2024,0.18154211777132295
01/23/2024,0.17406726221755126
01/22/2024,0.17453731146677207
01/19/2024,0.18761108551115793
01/18/2024,0.1903261796941655
01/17/2024,0.20252172208793362
01/16/2024,0.2211951138989766
01/15/2024,0.2263347090933298
01/12/2024,0.22801958285829252
01/11/2024,0.2395687762028349
01/10/2024,0.2408187838651415
01/09/2024,0.2541126120101645
01/08/2024,0.25184687709872394
01/05/2024,0.25884093048272155
01/04/2024,0.2617976773847083
01/03/2024,0.27566731661399846
01/02/2024,0.28439869989165767
12/29/2023,0.2931152010906612
12/28/2023,0.2910161599561764
12/27/2023,0.29448020819065884
12/22/2023,0.28927307378164985
12/21/2023,0.2887620600625085
12/20/2023,0.3046510053483176
12/19/2023,0.29437639575015223
12/18/2023,0.2981774323237738
12/15/2023,0.3060263653483993
12/14/2023,0.2717573642890693
12/13/2023,0.24345308593235954
12/12/2023,0.24275029523684555
12/11/2023,0.25918635170603677
12/08/2023,0.24991779020059193
12/07/2023,0.24063818565400844
12/06/2023,0.24322902971338414
12/05/2023,0.24260704216116974
12/04/2023,0.2647428684889801
12/01/2023,0.25635903582367825
11/30/2023,0.26157208131911797
11/29/2023,0.26437541308658297
11/28/2023,0.26606358919781825
11/27/2023,0.2769900415485062
11/24/2023,0.28315553799552223
11/23/2023,0.27885309362902694
11/22/2023,0.28097229482488234
11/21/2023,0.2920522412548402
11/20/2023,0.2782688404373731
11/17/2023,0.2727804117685263
11/16/2023,0.2908291863245654
11/15/2023,0.2872250146876428
11/14/2023,0.2693406022845275
11/13/2023,0.25528112834258726
11/10/2023,0.26681913474366303
11/09/2023,0.2761189237783343
11/08/2023,0.28237710178410985
11/07/2023,0.2761011942981893
11/06/2023,0.2891675872376373
11/03/2023,0.296166113389312
11/02/2023,0.27913244353182753
11/01/2023,0.27991602519244224
10/31/2023,0.2784281465544517
10/30/2023,0.2897535502770171
10/27/2023,0.28593213877239804
10/26/2023,0.2900012608750473
10/25/2023,0.3008804712738329
10/24/2023,0.298336930303415
10/23/2023,0.3008614137319483
10/20/2023,0.31911532385466035
10/19/2023,0.32876019472719226
10/18/2023,0.35180020283975666
10/17/2023,0.3436863543788188
10/16/2023,0.3358256241287543
10/13/2023,0.34932024169184295
10/12/2023,0.3577760891590679
10/11/2023,0.35258670427591515
10/10/2023,0.34668721109399075
10/09/2023,0.3380964531768308
10/06/2023,0.3505864354920959
10/05/2023,0.3586163122818153
10/04/2023,0.37018287666898686
10/03/2023,0.3776435045317221
10/02/2023,0.41799617102744097
09/29/2023,0.4000774343421307
09/28/2023,0.3847880459180401
09/27/2023,0.3859895368125558
09/26/2023,0.3843443725578118
09/25/2023,0.39461020211742065
09/22/2023,0.4064778372798245
09/21/2023,0.41744268190867645
09/20/2023,0.4356590155406724
09/19/2023,0.43913464643203104
09/18/2023,0.45021867764342677
09/15/2023,0.45419404715887124
09/14/2023,0.4445876288659793
09/13/2023,0.4404861423702657
09/12/2023,0.4431030053942975
09/11/2023,0.4311454311454312
09/08/2023,0.4438625622684889
09/07/2023,0.4428161834979293
09/06/2023,0.45303726391015825
09/05/2023,0.4465424853278897
09/04/2023,0.45219638242894056
09/01/2023,0.4483292478389885
08/31/2023,0.4499838135318873
08/30/2023,0.44811014417456807
08/29/2023,0.42641168109574884
08/28/2023,0.43014894709809964
08/25/2023,0.4450563524590163
08/24/2023,0.4595706388996014
08/23/2023,0.4559565386107877
08/22/2023,0.4625762929649855
08/21/2023,0.453761104365054
08/18/2023,0.4614792975259582
08/17/2023,0.43626098671970237
08/16/2023,0.444960340491391
08/15/2023,0.45065490857216955
08/14/2023,0.45767333160218127
08/11/2023,0.45179743873106676
08/10/2023,0.4754410125254115
08/09/2023,0.476035213563743
08/08/2023,0.4822732012513034
08/07/2023,0.5151256644136755
08/04/2023,0.521108179419525
08/03/2023,0.5211064499213424
08/02/2023,0.527177472167649
08/01/2023,0.5416831813978068
07/31/2023,0.5420875420875421
07/28/2023,0.5398560383897627
07/27/2023,0.545748551408166
07/26/2023,0.5406866720735334
07/25/2023,0.5461329715061058
07/24/2023,0.546116504854369
07/21/2023,0.582334724653292
07/20/2023,0.5969744250729259
07/19/2023,0.6088897909478385
07/18/2023,0.6104631334833913
07/17/2023,0.5794927733842378
07/14/2023,0.5927093326024393
07/13/2023,0.5985552115583075
07/12/2023,0.5973796755142217
07/11/2023,0.589018302828619
07/10/2023,0.5726652239054437
07/07/2023,0.5745590593265634
07/06/2023,0.5718630173211688
07/05/2023,0.5868231528407575
07/04/2023,0.5961950696677385
07/03/2023,0.5812011490413521
06/30/2023,0.5657237936772047
06/29/2023,0.5737215626450886
06/28/2023,0.5724685638649901
06/27/2023,0.571524064171123
06/26/2023,0.5711041346603433
06/23/2023,0.5741371253087656
06/22/2023,0.5939123979213066
06/21/2023,0.6131020933541088
06/20/2023,0.6157385479396441
06/19/2023,0.6130976846143308
06/16/2023,0.6281320793574517
06/15/2023,0.6148667216268207
06/14/2023,0.6319169285421505
06/13/2023,0.6035944387928112
06/09/2023,0.6270649315622683
06/08/2023,0.6278960445906924
06/07/2023,0.6268756252084028
06/06/2023,0.61
06/05/2023,0.6059201377392226
06/02/2023,0.5794701986754968
06/01/2023,0.5517241379310345
05/31/2023,0.5498770862983567
05/30/2023,0.5502735087262307
05/29/2023,0.552612647962854
05/26/2023,0.5429834828976459
05/25/2023,0.5498080551760036
05/24/2023,0.5660624304692101
05/23/2023,0.5759300940023832
05/22/2023,0.5846010761974357
05/19/2023,0.5998400426552919
05/18/2023,0.5753207247718556
05/17/2023,0.5619471969142781
05/16/2023,0.5627705627705627
05/15/2023,0.5790601151425894
05/12/2023,0.5716184778996344
05/11/2023,0.5790213535042507
05/10/2023,0.564647011090073
05/09/2023,0.5535304441744295
05/08/2023,0.5703809329802404
05/05/2023,0.5261737722611981
05/04/2023,0.5333688912594173
05/03/2023,0.5338672005338673
05/02/2023,0.5295057945917144
05/01/2023,0.5674276612689143
04/28/2023,0.5650277557494052
04/27/2023,0.5463576158940397
04/26/2023,0.5517378089070966
04/24/2023,0.5345449685954832
04/21/2023,0.5318437249130319
04/20/2023,0.5674142123750338
04/19/2023,0.571390158644797
04/18/2023,0.5820212622796394
04/17/2023,0.5689424364123159
04/14/2023,0.5363368195226602
04/13/2023,0.5316627158821537
04/12/2023,0.5248027811204707
04/11/2023,0.5155667908461947
04/06/2023,0.5131964809384164
04/05/2023,0.5442085460897609
04/04/2023,0.5662285136501516
04/03/2023,0.6029401802045932
03/31/2023,0.5967947428418159
03/30/2023,0.5663159305676564
03/29/2023,0.551544324107501
03/28/2023,0.5396889246446769
03/27/2023,0.5080693365212193
03/24/2023,0.5046145674258018
03/23/2023,0.5176818609654431
03/22/2023,0.5511758417958311
03/21/2023,0.5191347753743761
03/20/2023,0.5236305048335124
03/17/2023,0.5524306950582563
03/16/2023,0.5351326198231736
03/15/2023,0.5544554455445544
03/14/2023,0.566515595841109
03/13/2023,0.5537024683122082
03/10/2023,0.5429744404714607
03/09/2023,0.5784359093012494
03/08/2023,0.5780537755169451
03/07/2023,0.6069802731411229
03/06/2023,0.6425783878347464
03/03/2023,0.6244093425138383
03/02/2023,0.6486958859908578
03/01/2023,0.6489994591671173
02/28/2023,0.6448781146600039
02/27/2023,0.5984802636002958
02/24/2023,0.6329966329966329
02/23/2023,0.6322229775662814
02/22/2023,0.630624488682847
02/21/2023,0.6393070736234275
02/20/2023,0.6395188053097345
02/17/2023,0.7365031515483694
02/16/2023,0.7125154894671624
02/15/2023,0.6780011013215859
02/14/2023,0.6546872823513025
02/13/2023,0.6508422664624809
02/10/2023,0.66417600664176
02/09/2023,0.6788275429924111
02/08/2023,0.6860231446192225
02/07/2023,0.6851685237732714
02/06/2023,0.6700109950522264
02/03/2023,0.6720055710306406
02/02/2023,0.6701177137994611
02/01/2023,0.6792613033326258
01/31/2023,0.6414775130410263
01/30/2023,0.66147859922179
01/27/2023,0.6645817044566067
01/25/2023,0.6475583864118897
01/24/2023,0.6455026455026455
01/23/2023,0.6289529163738581
01/20/2023,0.5947412353923206
01/19/2023,0.585802894555479
01/18/2023,0.604895104895105
01/17/2023,0.6043456997135471
01/16/2023,0.6021580229725025
01/13/2023,0.6016135762971206
01/12/2023,0.5758690071463262
01/11/2023,0.5419399378667588
01/10/2023,0.5162800302884284
01/09/2023,0.5245241072669168
01/06/2023,0.4995893785929373
01/05/2023,0.4925443627285608
01/04/2023,0.4517453798767967
01/03/2023,0.4411665656361555
12/30/2022,0.43838782029497725
12/29/2022,0.4259634888438134
12/28/2022,0.4284172176494401
12/23/2022,0.4491519742575585
12/22/2022,0.4602761656994196
12/21/2022,0.46584891748776724
12/20/2022,0.4657351962741184
12/19/2022,0.5097250167672703
12/16/2022,0.525189001137352
12/15/2022,0.5366606292345878
12/14/2022,0.5702899546516421
12/13/2022,0.581635462555066
12/12/2022,0.5590731510171091
12/09/2022,0.5817909635274904
12/08/2022,0.5643798580601554
12/07/2022,0.5534312738981687
12/06/2022,0.5674568531327647
12/05/2022,0.5856613934702121
12/02/2022,0.5561584373304395
12/01/2022,0.5649332970323986
11/30/2022,0.5534684019857775
11/29/2022,0.5384615384615385
11/28/2022,0.5411906193625978
11/25/2022,0.5699831365935919
11/24/2022,0.5816312728256459
11/23/2022,0.5878796022574577
11/22/2022,0.5767700875099443
11/21/2022,0.553614973966915
11/18/2022,0.5616850551654964
11/17/2022,0.5722651051370774
11/16/2022,0.6038728830713177
11/15/2022,0.6438495425279566
11/14/2022,0.6672031113793335
11/11/2022,0.6288466684506289
11/10/2022,0.608392528282031
11/09/2022,0.6164869924472274
11/08/2022,0.5953549231272489
11/07/2022,0.60790273556231
11/04/2022,0.6156920894848817
11/03/2022,0.5882352941176471
11/02/2022,0.6278026905829597
11/01/2022,0.6356608956749505
10/31/2022,0.6143213668650414
10/28/2022,0.5952761953530052
10/27/2022,0.6171636458130318
10/26/2022,0.6215424666449723
10/25/2022,0.592720748430091
10/24/2022,0.5958010213731795
10/21/2022,0.538144982589427
10/20/2022,0.5797009630005068
10/19/2022,0.5273400715675811
10/18/2022,0.5269431026911736
10/17/2022,0.4968240991132633
10/14/2022,0.5169729056368733
10/13/2022,0.5070105157736605
10/12/2022,0.5300131719249827
10/11/2022,0.5420395814950207
10/10/2022,0.5244974874371858
10/07/2022,0.5436868363822439
10/06/2022,0.5500514668039115
10/05/2022,0.5680351148980118
10/04/2022,0.5782975958414556
10/03/2022,0.5374592833876222
09/30/2022,0.5411673753382296
09/29/2022,0.5766863215188233
09/28/2022,0.5672241669907947
09/27/2022,0.5444236840409767
09/26/2022,0.5157648890618918
09/23/2022,0.5759539236861051
09/21/2022,0.6191950464396286
09/20/2022,0.6325301204819277
09/19/2022,0.5894567620068324
09/16/2022,0.5827193569993302
09/15/2022,0.6248320343993551
09/14/2022,0.6274456888409122
09/13/2022,0.6157385479396441
09/12/2022,0.6162214266042413
09/09/2022,0.6430868167202572
09/08/2022,0.6209084160086388
09/07/2022,0.5820604266200121
09/06/2022,0.5835132218024824
09/05/2022,0.5845568243610658
09/02/2022,0.5712526510227817
09/01/2022,0.5996747526765144
08/31/2022,0.5972813401070988
08/30/2022,0.6126101321585903
08/29/2022,0.5968398537224867
08/26/2022,0.630106633430273
08/25/2022,0.6371866295264624
08/24/2022,0.618307426597582
08/23/2022,0.5696026674076131
08/22/2022,0.5563186813186813
08/19/2022,0.618004532033235
08/18/2022,0.6323835997220292
08/17/2022,0.6537078029883785
08/16/2022,0.6557262080089769
08/15/2022,0.6544686840253343
08/12/2022,0.5611193976844947
08/11/2022,0.544406490179334
08/10/2022,0.5072360953461975
08/09/2022,0.515751324226373
08/08/2022,0.4829903401931961
08/05/2022,0.4549841444919345
08/04/2022,0.4594500522102332
08/03/2022,0.4636357345512422
08/02/2022,0.4347221256173054
08/01/2022,0.44325617392527966
07/29/2022,0.42907974604060556
07/28/2022,0.4185851820845542
07/27/2022,0.38789222137563206
07/26/2022,0.385256143273636
07/25/2022,0.368490579155948
07/22/2022,0.37889321468298115
07/21/2022,0.37570660416379437
07/20/2022,0.36881290500482566
07/19/2022,0.34152062922588655
07/18/2022,0.34511036697874664
07/15/2022,0.32995441866793657
07/14/2022,0.34262680550890157
07/13/2022,0.3426748999117866
07/12/2022,0.3388452155055571
07/11/2022,0.35757657536095
07/08/2022,0.37764350453172213
07/07/2022,0.351775956284153
07/06/2022,0.35564286682021407
07/05/2022,0.3621961952474443
07/04/2022,0.3596629444406385
07/01/2022,0.3529731197393429
06/30/2022,0.3754995177070415
06/29/2022,0.40217241853430497
06/28/2022,0.4357147797219725
06/27/2022,0.4271723275682434
06/24/2022,0.44134000556018904
06/23/2022,0.44901906604034264
06/22/2022,0.47890061077179336
06/21/2022,0.48577619347172707
06/20/2022,0.48475971263165235
06/17/2022,0.48792303965672357
06/16/2022,0.5064263760827047
06/15/2022,0.46910834665369383
06/14/2022,0.48918285793027416
06/10/2022,0.5215307632673197
06/09/2022,0.5550811272416738
06/08/2022,0.5809757505773673
06/07/2022,0.5768676088837612
06/06/2022,0.593269092478067
06/03/2022,0.5952810448084277
06/02/2022,0.554629159718698
06/01/2022,0.6166200616620061
05/31/2022,0.6702028528420902
05/30/2022,0.6658029223349888
05/27/2022,0.6152085270763289
05/26/2022,0.5802434191904897
05/25/2022,0.5695486061978209
05/24/2022,0.5761345963523257
05/23/2022,0.5899914700028432
05/20/2022,0.6008010680907877
05/19/2022,0.5435166231382791
05/18/2022,0.5556332121889851
05/17/2022,0.5296758804546092
05/16/2022,0.5156779954315774
05/13/2022,0.4774095343527295
05/12/2022,0.4498626373626374
05/11/2022,0.5038841066554691
05/10/2022,0.5266805266805267
05/09/2022,0.5861828332170271
05/06/2022,0.6578947368421053
05/05/2022,0.7001705999431334
05/04/2022,0.6536648092584655
05/03/2022,0.6712601221764455
05/02/2022,0.6548373468525561
04/29/2022,0.6670924703711589
04/28/2022,0.6597148329431795
04/27/2022,0.6546644844517184
04/26/2022,0.6727741196679072
04/22/2022,0.7116920842411039
04/21/2022,0.7275278824137675
04/20/2022,0.7378148755403189
04/19/2022,0.7255985267034991
04/14/2022,0.7075646439949619
04/13/2022,0.682644505453736
04/12/2022,0.6589785831960462
04/11/2022,0.6569668176081954
04/08/2022,0.6969809914275066
04/07/2022,0.6683593458292884
04/06/2022,0.6896811637898546
04/05/2022,0.784224151058322
04/04/2022,0.7742276606994485
04/01/2022,0.7494566439331485
03/31/2022,0.7314877335133919
03/30/2022,0.7284469810753981
03/29/2022,0.7130258565692198
03/28/2022,0.7374410421501834
03/25/2022,0.7618976129710252
03/24/2022,0.6944444444444444
03/23/2022,0.6929877135151333
03/22/2022,0.6988328005352762
03/21/2022,0.6970449742315821
03/18/2022,0.7032869410719573
03/17/2022,0.6871074990764684
03/16/2022,0.6237307803887439
03/15/2022,0.6149309551208285
03/14/2022,0.6984655471916619
03/11/2022,0.69799736880573
03/10/2022,0.6801970733142142
03/09/2022,0.6335603896579506
03/08/2022,0.5835024644824588
03/07/2022,0.5790939744905439
03/04/2022,0.5878030859662013
03/03/2022,0.5487269534679543
03/02/2022,0.5236363636363637
03/01/2022,0.5224963715529753
02/28/2022,0.5008710801393728
02/25/2022,0.49122300079462544
02/24/2022,0.42786850174712965
02/23/2022,0.48163974795393644
02/22/2022,0.46242774566473993
02/21/2022,0.48662677528656917
02/18/2022,0.50961814527706
02/17/2022,0.5073402417962003
02/16/2022,0.5059929663389076
02/15/2022,0.4891808898093266
02/14/2022,0.4843304843304844
02/11/2022,0.49508502547176575
02/10/2022,0.49967412557028024
02/09/2022,0.4956896551724138
02/08/2022,0.4776161961790704
02/07/2022,0.4875097857803715
02/04/2022,0.46976547047188477
02/03/2022,0.46855998283139
02/02/2022,0.49166310389055146
02/01/2022,0.4803244858749022
01/31/2022,0.4543533389687236
01/28/2022,0.4511120436424675
01/27/2022,0.4298499048692833
01/25/2022,0.4320811312669619
01/24/2022,0.4583570210346788
01/21/2022,0.48634627855032786
01/20/2022,0.5158384190642255
01/19/2022,0.5198931330782005
01/18/2022,0.5243499497198678
01/17/2022,0.5228239705776303
01/14/2022,0.5310309948703128
01/13/2022,0.5403431909456006
01/12/2022,0.5418970032004655
01/11/2022,0.5071212775140267
01/10/2022,0.5128021229290683
01/07/2022,0.5198996055934026
01/06/2022,0.5124346018777324
01/05/2022,0.5517241379310345
01/04/2022,0.5533453887884268
12/31/2021,0.5344288518868611
12/30/2021,0.522572216577152
12/29/2021,0.5329176334106729
12/24/2021,0.5343346089970394
12/23/2021,0.5279525565921747
12/22/2021,0.5301882709370266
12/21/2021,0.5278174037089871
12/20/2021,0.523019995730449
12/17/2021,0.5367494453589065
12/16/2021,0.5431654676258993
12/15/2021,0.5521122747025718
12/14/2021,0.5660780404443179
12/13/2021,0.5909576361694553
12/10/2021,0.609537468626748
12/09/2021,0.6037870668095748
12/08/2021,0.5950247329557674
12/07/2021,0.5478477410174316
12/06/2021,0.5357016987382814
12/03/2021,0.5616794214701959
12/02/2021,0.5576076147179998
12/01/2021,0.5963859724305407
11/30/2021,0.5959982971477225
11/29/2021,0.5623176026763471
11/26/2021,0.5623176026763471
11/25/2021,0.5895039539899353
11/24/2021,0.5975091786048521
11/23/2021,0.6172839506172839
11/22/2021,0.5976961530102151
11/19/2021,0.5732530295334155
11/18/2021,0.6028909711629258
11/17/2021,0.6140988372093024
11/16/2021,0.6179610940470966
11/15/2021,0.6332842415316642
11/12/2021,0.6261442694983523
11/11/2021,0.5986275368666958
11/10/2021,0.6260126675504493
11/09/2021,0.6406480117820323
11/08/2021,0.6234691605433089
11/05/2021,0.6589663853102324
11/04/2021,0.6400769572295398
11/03/2021,0.6314069231912048
11/02/2021,0.6277393952900973
11/01/2021,0.6176093997137907
10/29/2021,0.6454033771106942
10/28/2021,0.6267462055425507
10/27/2021,0.6423258958755916
10/26/2021,0.6642648052240486
10/25/2021,0.5997001499250375
10/22/2021,0.5939928272564255
10/21/2021,0.6028607803489853
10/20/2021,0.6348610067618332
10/19/2021,0.6205607476635514
10/18/2021,0.6077225227895946
10/15/2021,0.6308914124545387
10/14/2021,0.6080830552465701
10/13/2021,0.5856353591160222
10/12/2021,0.5667181865018032
10/11/2021,0.5377532228360957
10/08/2021,0.5447897623400365
10/07/2021,0.5376737381126555
10/06/2021,0.5251339997102709
10/05/2021,0.5326134539617685
10/04/2021,0.5273494326447483
10/01/2021,0.5262393844813821
09/30/2021,0.5287556135013762
09/29/2021,0.49622437971952527
09/28/2021,0.5032949525671664
09/27/2021,0.5208333333333334
09/24/2021,0.5254003913327053
09/23/2021,0.5325357455500438
09/22/2021,0.5010529373320746
09/21/2021,0.49497796083532053
09/20/2021,0.4971694004935405
09/17/2021,0.5163636363636364
