Pricing Date,6752 | Share Price (Daily)($),"6752 | Volume (Daily)"
12/12/2024,10.35993719657603,13724300
12/11/2024,10.06662994150206,7416900
12/10/2024,9.910300925925927,10514100
12/09/2024,9.838844233748693,8866500
12/06/2024,9.911688588885035,6439500
12/05/2024,9.840356450678335,8265000
12/04/2024,9.686786144798972,6438700
12/03/2024,9.86837705159245,9776900
12/02/2024,9.740499158683658,7433400
11/29/2024,9.73728273002711,7213100
11/28/2024,9.92330640477322,8188900
11/27/2024,9.778189150771876,10089200
11/26/2024,9.882104797182494,7606600
11/25/2024,9.950377673840093,16319600
11/22/2024,10.013881266746296,10485600
11/21/2024,9.835004852798447,9550400
11/20/2024,9.814019660226988,8613300
11/19/2024,9.998510102155171,16896400
11/18/2024,9.56991813801067,10533600
11/15/2024,9.478933192091306,14924800
11/14/2024,9.608657419590878,18436100
11/13/2024,9.41110516853643,11948100
11/12/2024,9.3452502256252,17204500
11/11/2024,9.26124579846957,11358200
11/08/2024,9.03843381861544,7643700
11/07/2024,9.175779337359229,14814700
11/06/2024,8.731376624385694,26790800
11/05/2024,9.381949287471874,22222700
11/01/2024,8.784088605856931,27354900
10/31/2024,8.122613408217093,9183100
10/30/2024,8.170916501201797,11735300
10/29/2024,8.153502225756203,5489900
10/28/2024,8.123050011096172,5897000
10/25/2024,8.075817285867483,5484700
10/24/2024,8.17864665613481,5091100
10/23/2024,8.155961081703559,5826000
10/22/2024,8.305295785095504,5588300
10/21/2024,8.491777749678896,4948200
10/18/2024,8.495429652760597,4771600
10/17/2024,8.500510030601836,3917800
10/16/2024,8.509230861747549,5153100
10/15/2024,8.599780231560892,9639100
10/11/2024,8.707285016898236,7308400
10/10/2024,8.819429010163052,5206600
10/09/2024,8.753402797334084,5123300
10/08/2024,8.824461664002806,6425000
10/07/2024,8.896316553563592,5674700
10/04/2024,8.738941774025362,6984200
10/03/2024,8.749395242345983,7195300
10/02/2024,8.571506751857275,5738200
10/01/2024,8.734656976946347,7058400
09/30/2024,8.676289926289925,10779700
09/27/2024,8.968437259430331,10801200
09/26/2024,8.88373089065274,10325000
09/25/2024,8.83887305233443,9470000
09/24/2024,8.685390442241282,7853600
09/20/2024,8.617466208730335,10571200
09/19/2024,8.697022767075307,8731200
09/18/2024,8.531834097746215,4305400
09/17/2024,8.47756602482237,6714800
09/13/2024,8.563533944353052,7574500
09/12/2024,8.611667193481543,8742500
09/11/2024,8.537490720118782,9191100
09/10/2024,8.510653219811202,8408000
09/09/2024,8.576245339377278,7727600
09/06/2024,8.652053059357518,11519000
09/05/2024,8.564468418305202,8147300
09/04/2024,8.509163981568097,9937900
09/03/2024,8.60076405511622,6703200
09/02/2024,8.444773967105172,8335000
08/30/2024,8.317955120773279,9296400
08/29/2024,8.194746551391834,4633100
08/28/2024,8.213865226123694,4089800
08/27/2024,8.18223405140148,4432000
08/26/2024,8.12572211344878,5291100
08/23/2024,8.214843372162113,6552100
08/22/2024,8.037969052621493,5862000
08/21/2024,7.97908928325767,4473300
08/20/2024,7.950929837072797,5531500
08/19/2024,7.796399666989669,6636800
08/16/2024,7.706739010136185,8840400
08/15/2024,7.484436803685473,8949200
08/14/2024,7.452311341007135,8438000
08/13/2024,7.2562867406923575,9382500
08/09/2024,7.22634115703382,11195100
08/08/2024,7.0933304357865135,9668600
08/07/2024,7.147264848883495,14299700
08/06/2024,7.246627344954675,16226000
08/05/2024,6.923323977490121,20736600
08/02/2024,7.763445263445263,17019800
08/01/2024,7.6700193165922865,23392800
07/31/2024,8.280555315571563,12214800
07/30/2024,7.828372983674662,12315700
07/29/2024,7.82432458767206,12516200
07/26/2024,7.85011581604768,9946400
07/25/2024,7.868155582133014,10720300
07/24/2024,8.086393989983305,10161900
07/23/2024,8.145973799574437,8909000
07/22/2024,8.098055575016081,8676900
07/19/2024,8.213128296371607,11393600
07/18/2024,8.407542548033987,7522600
07/17/2024,8.51608700650122,7857300
07/16/2024,8.235383140796046,11919800
07/12/2024,8.487351313005915,7003300
07/11/2024,8.540162099088588,10848500
07/10/2024,8.13377603828532,8902800
07/09/2024,8.168345956390073,8462800
07/08/2024,8.254049244286255,5230300
07/05/2024,8.264411378501329,6936300
07/04/2024,8.218693572106703,8426000
07/03/2024,8.083148030003654,9755500
07/02/2024,8.190834685058382,7948300
07/01/2024,8.154124081269025,7921400
06/28/2024,8.18693819700869,8124900
06/27/2024,8.174276699421856,7851700
06/26/2024,8.167951757743218,7410400
06/25/2024,8.282156741224856,7229400
06/24/2024,8.162434641034473,6163100
06/21/2024,8.20458177943527,24481200
06/20/2024,8.17006849876173,7288400
06/19/2024,8.137546703818632,6275800
06/18/2024,8.052105959761635,6988600
06/17/2024,7.977543752930591,10321800
06/14/2024,8.277882641550205,10813800
06/13/2024,8.28819068255688,8655900
06/12/2024,8.458314882912022,7891000
06/11/2024,8.449737098097062,8019800
06/10/2024,8.649251353934375,7608500
06/07/2024,8.529131887010557,7410100
06/06/2024,8.613728129205922,8023900
06/05/2024,8.710879475490447,8077500
06/04/2024,8.99620906337387,7003700
06/03/2024,8.97455607656238,7133500
05/31/2024,8.799938937901116,37435600
05/30/2024,8.549490668641019,7254700
05/29/2024,8.514811265066742,7111000
05/28/2024,8.646836927155018,5457100
05/27/2024,8.583690987124463,4494500
05/24/2024,8.510109538587022,5668700
05/23/2024,8.631335056205522,6357100
05/22/2024,8.556129230140067,5010500
05/21/2024,8.58275634579541,5690600
05/20/2024,8.627925901719179,7773600
05/17/2024,8.521192001852853,7360200
05/16/2024,8.517805272344344,9586500
05/15/2024,8.690007944042936,9345700
05/14/2024,8.608179208674027,11968700
05/13/2024,8.408875572968682,16039100
05/10/2024,8.48082832417036,21405900
05/09/2024,8.90946594611267,10943600
05/08/2024,8.799388092223243,8704100
05/07/2024,8.946489376853064,6907900
05/02/2024,9.020752607078771,7254600
05/01/2024,8.728013401355364,6255700
04/30/2024,8.7772781546122,10287200
04/26/2024,8.499933296487583,7625700
04/25/2024,8.519530622086481,16850200
04/24/2024,8.983097846764988,12220900
04/23/2024,8.825486661627224,6574600
04/22/2024,8.910225760179886,7212400
04/19/2024,8.794977996375872,10597400
04/18/2024,8.871510258997645,7820000
04/17/2024,8.79047692944341,9159500
04/16/2024,9.041017874940136,8136900
04/15/2024,9.063150319933095,6592600
04/12/2024,9.234035603462356,7023000
04/11/2024,9.184305795636151,7624600
04/10/2024,9.23630417007359,5516300
04/09/2024,9.255230787485662,6225900
04/08/2024,9.190353257290377,6580300
04/05/2024,9.118922093261103,10608400
04/04/2024,9.131185801500548,7634900
04/03/2024,9.076826736099667,10740000
04/02/2024,9.103622978072144,9496100
04/01/2024,9.207508370462156,11515200
03/29/2024,9.556708869128293,4793000
03/28/2024,9.507852157360407,6641000
03/27/2024,9.664739884393063,8601800
03/26/2024,9.512179021717605,8531600
03/25/2024,9.59342617649,9028600
