Pricing Date,SYR | Share Price (Daily)($)
07/02/2024,0.2230211037880301
07/01/2024,0.23268182422550193
06/28/2024,0.23685615158793702
06/27/2024,0.242492692001063
06/26/2024,0.22603377210477332
06/25/2024,0.22570366436537442
06/24/2024,0.22977022977022976
06/21/2024,0.2420745456957156
06/20/2024,0.24963387032352552
06/19/2024,0.2568207591221399
06/18/2024,0.25917065390749605
06/17/2024,0.25405833443315295
06/14/2024,0.25456228510975937
06/13/2024,0.26558661443463255
06/12/2024,0.26465661641541044
06/11/2024,0.28362245234483213
06/07/2024,0.2863726135615537
06/06/2024,0.2997601918465228
06/05/2024,0.3020847165051122
06/04/2024,0.3090933262430205
06/03/2024,0.31406615436017377
05/31/2024,0.3021047739193945
05/30/2024,0.29239766081871343
05/29/2024,0.30124470338983056
05/28/2024,0.3163713867057413
05/27/2024,0.31953135401411265
05/24/2024,0.3215967110934288
05/23/2024,0.32125587865138766
05/22/2024,0.3253220023901208
05/21/2024,0.3434936303608351
05/20/2024,0.32723387204487775
05/17/2024,0.34759358288770054
05/16/2024,0.3238514957264957
05/15/2024,0.3207912851700862
05/14/2024,0.31783869686134286
05/13/2024,0.31380062099491307
05/10/2024,0.32023770221195114
05/09/2024,0.303951367781155
05/08/2024,0.30565963320844014
05/07/2024,0.3140911194868743
05/06/2024,0.3243958953988746
05/03/2024,0.3405634175373628
05/02/2024,0.34342905736900636
05/01/2024,0.35074045206547155
04/30/2024,0.34093122930060393
04/29/2024,0.33453591341423417
04/26/2024,0.32281205164992827
04/24/2024,0.3179340773423307
04/23/2024,0.31430237832933705
04/22/2024,0.3121580742743129
04/19/2024,0.308364383913658
04/18/2024,0.31553866958593596
04/17/2024,0.3081268455514186
04/16/2024,0.3012241235659809
04/15/2024,0.3198707592891761
04/12/2024,0.336613153806318
04/11/2024,0.3450970178408647
04/10/2024,0.3552339981749446
04/09/2024,0.3508539653117967
04/08/2024,0.3465804066543438
04/05/2024,0.3452130457653867
04/04/2024,0.35728463676061933
04/03/2024,0.3441720204536515
04/02/2024,0.3320961125219769
03/28/2024,0.32295948326482676
03/27/2024,0.319655554830713
03/26/2024,0.32030330762191134
03/25/2024,0.33677739994768513
03/22/2024,0.338916769862478
03/21/2024,0.3483175604626709
03/20/2024,0.34289073215335386
03/19/2024,0.3526185190022202
03/18/2024,0.35725991478203867
03/15/2024,0.361224221725995
03/14/2024,0.461193833179602
03/13/2024,0.46363756788978666
03/12/2024,0.4617718846889636
03/11/2024,0.4495273352283996
03/08/2024,0.45707472178060404
03/07/2024,0.4702609617167836
03/06/2024,0.4600722970752546
03/05/2024,0.43948173709225863
03/04/2024,0.44986308514799833
03/01/2024,0.450215320370612
02/29/2024,0.3966963647005267
02/28/2024,0.3862382343395001
02/27/2024,0.37330539000589424
02/26/2024,0.38559571269851645
02/23/2024,0.3738440348921099
02/22/2024,0.39905796153342926
02/21/2024,0.4090849587642362
02/20/2024,0.4100511743865634
02/19/2024,0.4084166503300007
02/16/2024,0.40820325256351647
02/15/2024,0.3741784343072818
02/14/2024,0.37623248572911255
02/13/2024,0.3423330319080222
02/12/2024,0.3529642460291523
02/09/2024,0.33911569062214686
02/08/2024,0.3500356517793479
02/07/2024,0.29359953024075164
02/06/2024,0.293140512018761
02/05/2024,0.2685910297068151
02/02/2024,0.257312227216468
02/01/2024,0.2556371263765076
01/31/2024,0.27731924727632884
01/30/2024,0.3029704274517553
01/29/2024,0.29665765706374847
01/25/2024,0.2864291828537565
01/24/2024,0.28716662265645626
01/23/2024,0.26931161324224906
01/22/2024,0.25686623196996644
01/19/2024,0.27318807188466854
01/18/2024,0.2789262978276563
01/17/2024,0.3005161037433854
01/16/2024,0.3169362826015187
01/15/2024,0.33284516043136736
01/12/2024,0.35879552008584265
01/11/2024,0.3493711319624676
01/10/2024,0.35453876513479166
01/09/2024,0.364450983014578
01/08/2024,0.37944929482874407
01/05/2024,0.400026892564206
01/04/2024,0.4128347989528093
01/03/2024,0.4235863645532172
01/02/2024,0.45706933911159275
12/29/2023,0.4396728016359918
12/28/2023,0.4416598192276089
12/27/2023,0.4451445007533215
12/22/2023,0.4151919411924857
12/21/2023,0.42465008832721834
12/20/2023,0.44682147451086585
12/19/2023,0.4703255058536915
12/18/2023,0.45229161082819624
12/15/2023,0.43718052192628465
12/14/2023,0.40931356102798094
12/13/2023,0.3849190682984603
12/12/2023,0.41989240257184096
12/11/2023,0.4330708661417323
12/08/2023,0.4373561328510359
12/07/2023,0.4186445147679325
12/06/2023,0.38785169602945035
12/05/2023,0.3671890367844732
12/04/2023,0.3805678734529089
12/01/2023,0.3895325609268877
11/30/2023,0.4205019535130124
11/29/2023,0.4230006609385328
11/28/2023,0.4323533324464547
11/27/2023,0.4088900613335092
11/24/2023,0.41485578822599767
11/23/2023,0.4133587034971458
11/22/2023,0.43452692106638785
11/21/2023,0.45940801995143393
11/20/2023,0.4386826425718588
11/17/2023,0.47736572059492105
11/16/2023,0.4911781813481549
11/15/2023,0.49285201383902344
11/14/2023,0.4737798546209761
11/13/2023,0.45631501691237475
11/10/2023,0.48281557715519974
11/09/2023,0.4880241443524048
11/08/2023,0.5230394044410216
11/07/2023,0.4912032875304996
11/06/2023,0.5003573981415297
11/03/2023,0.49469504654038926
11/02/2023,0.43955338809034916
11/01/2023,0.4357783574018704
10/31/2023,0.42080617604252357
10/30/2023,0.4585111125262688
10/27/2023,0.44796035074342355
10/26/2023,0.41924095322153576
10/25/2023,0.46874010261607657
10/24/2023,0.4475053954551225
10/23/2023,0.4750443374714974
10/20/2023,0.33491311216429703
10/19/2023,0.28766517038629325
10/18/2023,0.2820740365111562
10/17/2023,0.30231670061099797
10/16/2023,0.29780762894436696
10/13/2023,0.3052618328298087
10/12/2023,0.31028368794326244
10/11/2023,0.3173280338483236
10/10/2023,0.3081664098613251
10/09/2023,0.2934422046440418
10/06/2023,0.2836562978072412
10/05/2023,0.31101237702316725
10/04/2023,0.31006770866291206
10/03/2023,0.32099697885196377
10/02/2023,0.3509891512444161
09/29/2023,0.3290959540556237
09/28/2023,0.28538446738921314
09/27/2023,0.28390965930840883
09/26/2023,0.28505540964704373
09/25/2023,0.301572024382419
09/22/2023,0.3032453706690754
09/21/2023,0.2922098773360735
09/20/2023,0.30886273489823785
09/19/2023,0.32935098482402325
09/18/2023,0.35695909441728846
09/15/2023,0.3833268908645793
09/14/2023,0.3543814432989691
09/13/2023,0.34724455018969846
09/12/2023,0.362830721808374
09/11/2023,0.39253539253539255
09/08/2023,0.36403116617703407
09/07/2023,0.35998725708824464
09/06/2023,0.37965798876978046
09/05/2023,0.3731819341668792
09/04/2023,0.39082687338501293
09/01/2023,0.3709198813056379
08/31/2023,0.37552606021366136
08/30/2023,0.3636835952721133
08/29/2023,0.35211267605633806
08/28/2023,0.34989727786337954
08/25/2023,0.3554047131147541
08/24/2023,0.3792261216094613
08/23/2023,0.3848143836502393
08/22/2023,0.37584323803405073
08/21/2023,0.3802645874608551
08/18/2023,0.3909755159594923
08/17/2023,0.38814396612561747
08/16/2023,0.3901463855033211
08/15/2023,0.41823369212812866
08/14/2023,0.44144378083614655
08/11/2023,0.47454982773191184
08/10/2023,0.43281526657485736
08/09/2023,0.42386697098141507
08/08/2023,0.4171011470281543
08/07/2023,0.42653717435527266
08/04/2023,0.45184696569920846
08/03/2023,0.4686680650235972
08/02/2023,0.4715127701375245
08/01/2023,0.48223014929316954
07/31/2023,0.4713804713804713
07/28/2023,0.4732071447613969
07/27/2023,0.5053227327853389
07/26/2023,0.4832387131657204
07/25/2023,0.4816824966078697
07/24/2023,0.48206580366774543
07/21/2023,0.49481621112158336
07/20/2023,0.5291364222237298
07/19/2023,0.5277044854881267
07/18/2023,0.5081508764750017
07/17/2023,0.606763021543496
07/14/2023,0.6338221186789091
07/13/2023,0.6329549363605091
07/12/2023,0.6177448917249339
07/11/2023,0.6123128119800334
07/10/2023,0.6026302646911936
07/07/2023,0.5979422768572956
07/06/2023,0.5916964167658336
07/05/2023,0.6268338223526273
07/04/2023,0.6296891747052519
07/03/2023,0.6112632774400428
06/30/2023,0.6023294509151416
06/29/2023,0.5969357299197453
06/28/2023,0.5757776307081404
06/27/2023,0.5381016042780749
06/26/2023,0.5276868612651126
06/23/2023,0.5607850991387944
06/22/2023,0.583788891138557
06/21/2023,0.5961655714382494
06/20/2023,0.6022058326003112
06/19/2023,0.5993971776955748
06/16/2023,0.624699663623258
06/15/2023,0.5873866446826052
06/14/2023,0.614838092635606
06/13/2023,0.6205493387589014
06/09/2023,0.6034657137077742
06/08/2023,0.5943187160029548
06/07/2023,0.6035345115038346
06/06/2023,0.6266666666666666
06/05/2023,0.6125422157473016
06/02/2023,0.5960264900662252
06/01/2023,0.5517241379310345
05/31/2023,0.5531116573942295
05/30/2023,0.5698098463141442
05/29/2023,0.585311621215094
05/26/2023,0.5592404734035634
05/25/2023,0.5563146593792699
05/24/2023,0.5889666906616059
05/23/2023,0.6222692969680921
05/22/2023,0.6211386434597755
05/19/2023,0.6531591575579845
05/18/2023,0.6183044570823966
05/17/2023,0.5918733789984705
05/16/2023,0.6127206127206127
05/15/2023,0.6393091444637836
05/12/2023,0.651379195746095
05/11/2023,0.639266349822612
05/10/2023,0.635650527454693
05/09/2023,0.6311597137842582
05/08/2023,0.6518639234059891
05/05/2023,0.6847004856988667
05/04/2023,0.6300420028001866
05/03/2023,0.6639973306639974
05/02/2023,0.6793659251365393
05/01/2023,0.683567825856119
04/28/2023,0.7632831086439333
04/27/2023,0.8476821192052981
04/26/2023,0.9349808378485529
04/24/2023,1.0056127221702524
04/21/2023,1.0235483007760235
04/20/2023,1.0537692515536343
04/19/2023,1.0856413014251143
04/18/2023,1.083299690485803
04/17/2023,1.07095046854083
04/14/2023,1.0894341646554035
04/13/2023,1.0633254317643075
04/12/2023,1.0462628693675626
04/11/2023,1.0743746673762637
04/06/2023,1.0430551852839243
04/05/2023,1.0917764041924214
04/04/2023,1.102123356926188
04/03/2023,1.1787819253438114
03/31/2023,1.2304700596794742
03/30/2023,1.1292808792976343
03/29/2023,1.0897178767214868
03/28/2023,1.1263073209975865
03/27/2023,1.02278010227801
03/24/2023,0.9760308080472745
03/23/2023,0.9950248756218906
03/22/2023,1.0756280064136825
03/21/2023,1.0382695507487523
03/20/2023,1.040547798066595
03/17/2023,1.064684612294094
03/16/2023,1.050322409093931
03/15/2023,1.0792079207920793
03/14/2023,1.0897094108237804
03/13/2023,1.1741160773849233
03/10/2023,1.152165276122368
03/09/2023,1.2461162160375487
03/08/2023,1.2254740040959238
03/07/2023,1.2205581579468232
03/06/2023,1.2481496433858164
03/03/2023,1.2589442419333063
03/02/2023,1.3041140091422425
03/01/2023,1.267577068685776
02/28/2023,1.272874603281788
02/27/2023,1.1868737811848564
02/24/2023,1.2424242424242422
02/23/2023,1.257647858599592
02/22/2023,1.2544314153258795
02/21/2023,1.2992369560734172
02/20/2023,1.2824944690265487
02/17/2023,1.288024116196218
02/16/2023,1.301115241635688
02/15/2023,1.3078193832599119
02/14/2023,1.347680735478479
02/13/2023,1.3156062926353889
02/10/2023,1.279922512799225
02/09/2023,1.3123999164519948
02/08/2023,1.3824405793084333
02/07/2023,1.373797494636307
02/06/2023,1.3743815283122593
02/03/2023,1.4066852367688023
02/02/2023,1.5104240533257693
02/01/2023,1.485884101040119
01/31/2023,1.5508247568024813
01/30/2023,1.6483905199858508
01/27/2023,1.6987703461511123
01/25/2023,1.6772823779193207
01/24/2023,1.7072310405643738
01/23/2023,1.6092761770906536
01/20/2023,1.572064552031163
01/19/2023,1.5368711233631978
01/18/2023,1.5804195804195804
01/17/2023,1.58597079578006
01/16/2023,1.5941524538809606
01/13/2023,1.5509806649047155
01/12/2023,1.519461597169222
01/11/2023,1.5188125647221267
01/10/2023,1.4455840848075996
01/09/2023,1.4033625121578437
01/06/2023,1.3892690938954282
01/05/2023,1.3764253424195398
01/04/2023,1.351813826146475
01/03/2023,1.3538088502727823
12/30/2022,1.400122340787059
12/29/2022,1.3793103448275863
12/28/2022,1.4033193900958036
12/23/2022,1.5619762686867331
12/22/2022,1.520912547528517
12/21/2022,1.5282525638447615
12/20/2022,1.4371257485029942
12/19/2022,1.5358819584171697
12/16/2022,1.5320800160567338
12/15/2022,1.5361910511840076
12/14/2022,1.669644084100591
12/13/2022,1.7070484581497796
12/12/2022,1.7108985585342855
12/09/2022,1.7487751769188893
12/08/2022,1.7100371747211895
12/07/2022,1.6904809820889517
12/06/2022,1.6721509636693306
12/05/2022,1.6896667788623358
12/02/2022,1.709169831795985
12/01/2022,1.694799891097196
11/30/2022,1.7375553468401985
11/29/2022,1.5785953177257523
11/28/2022,1.5166700073495023
11/25/2022,1.5446880269814505
11/24/2022,1.6231570404436628
11/23/2022,1.6460628863208817
11/22/2022,1.5579421904004245
11/21/2022,1.5422131417649771
11/18/2022,1.584754262788365
11/17/2022,1.6569071067340966
11/16/2022,1.7137844949733485
11/15/2022,1.7282277194171467
11/14/2022,1.7099175216254274
11/11/2022,1.7594327000267593
11/10/2022,1.6903446461457512
11/09/2022,1.7235814343812537
11/08/2022,1.6879293424926398
11/07/2022,1.6232296449589343
11/04/2022,1.6439945844884276
11/03/2022,1.5413652091852785
11/02/2022,1.5502882767456758
11/01/2022,1.60352648054686
10/31/2022,1.5294042362577593
10/28/2022,1.5041925366446907
10/27/2022,1.5331644253881636
10/26/2022,1.5294500488122356
10/25/2022,1.518646674356017
10/24/2022,1.5320597692453188
10/21/2022,1.3928458372902819
10/20/2022,1.3177901672579828
10/19/2022,1.1802373030322053
10/18/2022,1.1040712627815066
10/17/2022,1.0533928683730582
10/14/2022,1.0713173466209904
10/13/2022,1.057836755132699
10/12/2022,1.0945242426143134
10/11/2022,1.1187444850623975
10/10/2022,1.1023869346733666
10/07/2022,1.1449405142637843
10/06/2022,1.1129696345856923
10/05/2022,1.0941130906274206
10/04/2022,1.1046133853151399
10/03/2022,1.0293159609120524
09/30/2022,1.056564875660353
09/29/2022,1.0432190760059614
09/28/2022,0.9821081291326331
09/27/2022,1.0115327620643
09/26/2022,1.012066952121448
09/23/2022,1.2500818116368873
09/21/2022,1.271680149139452
09/20/2022,1.2784471218206157
09/19/2022,1.188961082456963
09/16/2022,1.2558606831882115
09/15/2022,1.2597420048374093
09/14/2022,1.2312778302523277
09/13/2022,1.2923743149062858
09/12/2022,1.2944092536491325
09/09/2022,1.2246014914141068
09/08/2022,1.1574542754943646
09/07/2022,1.1170176973285781
09/06/2022,1.1366702644360496
09/05/2022,1.1147362697117997
09/02/2022,1.1219812547034274
09/01/2022,1.1993495053530288
08/31/2022,1.280378964712344
08/30/2022,1.2321035242290748
08/29/2022,1.1833298833919823
08/26/2022,1.1875086553108989
08/25/2022,1.1246518105849583
08/24/2022,1.0915371329879102
08/23/2022,1.0558488469019172
08/22/2022,1.04739010989011
08/19/2022,1.0506077044564994
08/18/2022,1.0701876302988187
08/17/2022,1.092971776425014
08/16/2022,1.1150852093414687
08/15/2022,1.1224489795918366
08/12/2022,1.11158462959017
08/11/2022,1.1457443780244807
08/10/2022,1.1102440408626562
08/09/2022,1.1081683858377476
08/08/2022,1.0919781604367913
08/05/2022,1.009926926788915
08/04/2022,0.9954751131221719
08/03/2022,0.9930108643000485
08/02/2022,0.9633442303679488
08/01/2022,0.9850137198339548
07/29/2022,1.0256052466336425
07/28/2022,1.015069066555044
07/27/2022,0.8935374385260095
07/26/2022,0.881577120644176
07/25/2022,0.8899395119237989
07/22/2022,0.924638487208009
07/21/2022,0.9065214394043845
07/20/2022,0.9030745898249002
07/19/2022,0.8693252380295294
07/18/2022,0.8200642383653386
07/15/2022,0.7755629634669023
07/14/2022,0.799462546187437
07/13/2022,0.814276989889394
07/12/2022,0.8098400650582814
07/11/2022,0.8332208878693834
07/08/2022,0.8754463059599011
07/07/2022,0.8469945355191256
07/06/2022,0.8399945806801247
07/05/2022,0.8428677814636788
07/04/2022,0.852914982530657
07/01/2022,0.8518870486016833
06/30/2022,0.8509025768223784
06/29/2022,0.8696548879417022
06/28/2022,0.9094681513244346
06/27/2022,0.8890741126623602
06/24/2022,0.8618293021962746
06/23/2022,0.7978723404255319
06/22/2022,0.8051082731815656
06/21/2022,0.8072971272803522
06/20/2022,0.7881704680198088
06/17/2022,0.8408886428126514
06/16/2022,0.8556859457949149
06/15/2022,0.8131211341997359
06/14/2022,0.857792476229847
06/10/2022,0.9584889703291283
06/09/2022,0.982066609735269
06/08/2022,1.1078233256351038
06/07/2022,1.1032593019901933
06/06/2022,1.1397957716093772
06/03/2022,1.1941698535247853
06/02/2022,1.1600087000652506
06/01/2022,1.1758801175880116
05/31/2022,1.3189018708336322
05/30/2022,1.3280069099546534
05/27/2022,1.2769153730595895
05/26/2022,1.2666289272572886
05/25/2022,1.2664496957690676
05/24/2022,1.2901173476601158
05/23/2022,1.2937162354279215
05/20/2022,1.2999789192607687
05/19/2022,1.2846756546904778
05/18/2022,1.2929829466032987
05/17/2022,1.234741125298162
05/16/2022,1.1697930366165985
05/13/2022,1.1623884314675152
05/12/2022,1.0817307692307692
05/11/2022,1.1337392399748056
05/10/2022,1.1122661122661122
05/09/2022,1.189811584089323
05/06/2022,1.2980085348506403
05/05/2022,1.3328120557293148
05/04/2022,1.314473496213745
05/03/2022,1.3247620400625089
05/02/2022,1.351922264469793
04/29/2022,1.401603860620254
04/28/2022,1.408101014400227
04/27/2022,1.3093289689034369
04/26/2022,1.180933295161752
04/22/2022,1.2563543936092956
04/21/2022,1.3294925769997783
04/20/2022,1.3563869429125055
04/19/2022,1.3222836095764272
04/14/2022,1.1632214566199899
04/13/2022,1.1501075907100988
04/12/2022,1.1494683240976487
04/11/2022,1.1506198500482518
04/08/2022,1.1852404025344765
04/07/2022,1.1948323500858786
04/06/2022,1.2286123464234566
04/05/2022,1.2943505405816964
04/04/2022,1.321852103633205
04/01/2022,1.2890654275650153
03/31/2022,1.2191462225223197
03/30/2022,1.1602583358365877
03/29/2022,1.1558524411753668
03/28/2022,1.156696863068054
03/25/2022,1.1822549166791771
03/24/2022,1.1524024024024022
03/23/2022,1.183697932274498
03/22/2022,1.1002899412683071
03/21/2022,1.0233213451484928
03/18/2022,1.0401243707432632
03/17/2022,1.0380495012929443
03/16/2022,0.9718595880475777
03/15/2022,0.938578826237054
03/14/2022,0.9735089751013318
03/11/2022,1.001315597134922
03/10/2022,0.978013089197735
03/09/2022,0.977807075368051
03/08/2022,0.9423021165555234
03/07/2022,0.9785955138542735
03/04/2022,0.9698750918442323
03/03/2022,1.0169739537606086
03/02/2022,1.0072727272727273
03/01/2022,1.0595065312046446
02/28/2022,1.0235191637630663
02/25/2022,0.9932818030773676
02/24/2022,0.9341795621478998
02/23/2022,1.0175997682335047
02/22/2022,0.971820809248555
02/21/2022,1.0165092639319444
02/18/2022,1.0228251507321275
02/17/2022,1.025474956822107
02/16/2022,1.0514605612574464
02/15/2022,0.9819324430479183
02/14/2022,0.9900284900284901
02/11/2022,1.033220922723685
02/10/2022,1.06452313708451
02/09/2022,1.0524425287356323
02/08/2022,1.1762189905902478
02/07/2022,1.1742936445804568
02/04/2022,1.1655834981633229
02/03/2022,1.1445740038629375
02/02/2022,1.2362833119566767
02/01/2022,1.199032235109941
01/31/2022,1.162299239222316
01/28/2022,1.2029654497132465
01/27/2022,1.1521386794447186
01/25/2022,1.185544922153978
01/24/2022,1.2969016486640135
01/21/2022,1.3545644498883205
01/20/2022,1.5257192676547515
01/19/2022,1.4946927575998266
01/18/2022,1.4940382129004455
01/17/2022,1.4206389269488713
01/14/2022,1.4738819449461742
01/13/2022,1.5334063526834611
01/12/2022,1.483852196683154
01/11/2022,1.4602215508559917
01/10/2022,1.3304166965502402
01/07/2022,1.2979562567228398
01/06/2022,1.2649609402995772
01/05/2022,1.3176043557168784
01/04/2022,1.4177215189873418
12/31/2021,1.316076492401658
12/30/2021,1.30643054144288
12/29/2021,1.2217227378190256
12/24/2021,1.1769802873853705
12/23/2021,1.1788529688291023
12/22/2021,0.9557815768592655
12/21/2021,0.9486447931526392
12/20/2021,0.9179534618942574
12/17/2021,0.9232090460173191
12/16/2021,0.9244604316546763
12/15/2021,0.8441974780936099
12/14/2021,0.8758188550270578
12/13/2021,0.9042363830544677
12/10/2021,0.8927931158121191
12/09/2021,0.8395855662736693
12/08/2021,0.8208473725715105
12/07/2021,0.7861970828886518
12/06/2021,0.771833368576866
12/03/2021,0.7933721828266517
12/02/2021,0.8204290382156557
12/01/2021,0.8463681165631027
11/30/2021,0.8443309209592734
11/29/2021,0.8327994875080076
11/26/2021,0.8577122926898713
11/25/2021,0.8770668583752695
11/24/2021,0.8818659563746312
11/23/2021,0.8591437441339975
11/22/2021,0.8729986234876476
11/19/2021,0.8562513605688991
11/18/2021,0.9224958233456818
11/17/2021,0.9084302325581396
11/16/2021,0.9287699283311395
11/15/2021,0.9536082474226802
11/12/2021,0.9666788722079825
11/11/2021,0.9526938239159001
11/10/2021,0.9279717189571367
11/09/2021,0.9646539027982326
11/08/2021,0.9463371186818081
11/05/2021,0.9292166444543165
11/04/2021,0.932366434808347
11/03/2021,0.961967018273659
11/02/2021,0.9137508357477155
11/01/2021,0.9301800105445507
10/29/2021,0.9418386491557222
10/28/2021,0.8683832968360642
10/27/2021,0.901510029299076
10/26/2021,0.8856864069653981
10/25/2021,0.8245877061469266
10/22/2021,0.8368200836820084
10/21/2021,0.8499962555231034
10/20/2021,0.8489857250187828
10/19/2021,0.8672897196261683
10/18/2021,0.8597050322389387
10/15/2021,0.8275810881021303
10/14/2021,0.8231368186874305
10/13/2021,0.7918968692449355
10/12/2021,0.7727975270479135
10/11/2021,0.7992633517495396
10/08/2021,0.7605118829981719
10/07/2021,0.753474762253109
10/06/2021,0.7315659858032739
10/05/2021,0.758791770027725
10/04/2021,0.7564736688972942
10/01/2021,0.7512520868113522
09/30/2021,0.7714037375054323
09/29/2021,0.7587198849334771
09/28/2021,0.818306901296256
09/27/2021,0.8377039627039626
09/24/2021,0.8442640771070369
09/23/2021,0.8608112051356871
09/22/2021,0.835088228886791
09/21/2021,0.8129200086711468
09/20/2021,0.8382929307591814
09/17/2021,0.88
09/16/2021,0.9213401310997814
09/15/2021,0.9817569052677853
