Pricing Date,MG | Share Price (Daily)($)
07/07/2021,89.95483071511372
07/06/2021,90.70294784580499
07/05/2021,92.62574629586126
07/02/2021,93.05112467814287
06/30/2021,92.63638785080674
06/29/2021,93.19809743767816
06/28/2021,92.91235127616608
06/25/2021,94.36218678815489
06/24/2021,94.58889897548957
06/23/2021,93.0412287266929
06/22/2021,92.14823917472432
06/21/2021,91.6040404040404
06/18/2021,88.25722049876151
06/17/2021,91.45990781917006
06/16/2021,93.78850355670188
06/15/2021,96.32688581655775
06/14/2021,96.58735128365687
06/11/2021,98.26465992269101
06/10/2021,98.15976267797086
06/09/2021,98.65404159333713
06/08/2021,98.76196068377482
06/07/2021,99.96105951266394
06/04/2021,103.54435193835623
06/03/2021,101.6140350877193
06/02/2021,100.72020046132657
06/01/2021,102.38814164150425
05/31/2021,98.61848041122764
05/28/2021,100.48970948315798
05/27/2021,99.77821546202354
05/26/2021,96.09892196193023
05/25/2021,95.18486316399621
05/21/2021,97.47900554320046
05/20/2021,96.09853539665305
05/19/2021,95.79572387708419
05/18/2021,96.63952725974985
05/17/2021,97.23130947549754
05/14/2021,96.61668112529433
05/13/2021,94.95531853560104
05/12/2021,92.80063487339731
05/11/2021,93.53250299995862
05/10/2021,96.97731955350714
05/07/2021,98.42383516972181
05/06/2021,95.86322823992457
05/05/2021,93.85580602263178
05/04/2021,92.77371492577291
05/03/2021,94.28506263949302
04/30/2021,94.22689785050977
04/29/2021,95.8942014242116
04/28/2021,98.68974441928178
04/27/2021,98.93910323589637
04/26/2021,97.71251059022875
04/23/2021,97.3493821627505
04/22/2021,95.49073740647381
04/21/2021,96.18188518417638
04/20/2021,92.5967149512649
04/19/2021,94.16775203956882
04/16/2021,95.51617935282589
04/15/2021,95.46573607094199
04/14/2021,93.64302983395436
04/13/2021,93.53573364798928
04/12/2021,89.49673514890907
04/09/2021,89.18404561126904
04/08/2021,89.5480876965743
04/07/2021,88.85647237901948
04/06/2021,89.92837281194477
04/05/2021,90.48890879140211
04/01/2021,89.34382533835127
03/31/2021,87.99001486640114
03/30/2021,88.69339372391894
03/29/2021,85.9947353398243
03/26/2021,86.84103795716796
03/25/2021,86.7375267708416
03/24/2021,86.74721841425702
03/23/2021,87.54222165572622
03/22/2021,90.76026193898738
03/19/2021,91.97304362424155
03/18/2021,91.73027887484818
03/17/2021,93.00425368292038
03/16/2021,90.74273239481838
03/15/2021,92.78714009824427
03/12/2021,92.10673842359009
03/11/2021,91.29604582703477
03/10/2021,89.2682078365643
03/09/2021,87.9095706025467
03/08/2021,88.7171951778294
03/05/2021,87.4714364510283
03/04/2021,85.56323773387206
03/03/2021,88.76058750753418
03/02/2021,86.40008875364525
03/01/2021,85.90226603164072
02/26/2021,84.39958111225718
02/25/2021,83.02170230447152
02/24/2021,86.53126244524094
02/23/2021,85.89419854844603
02/22/2021,86.87791416880769
02/19/2021,83.41930261716952
02/18/2021,75.337127742484
02/17/2021,77.8333019045823
02/16/2021,78.35274096717772
02/12/2021,77.84355712306335
02/11/2021,77.66278602337844
02/10/2021,76.46103640175939
02/09/2021,76.64021371886541
02/08/2021,76.94597643519678
02/05/2021,76.38421439864749
02/04/2021,75.98606532463585
02/03/2021,76.13637252830661
02/02/2021,73.21468975041157
02/01/2021,71.9524266018222
01/29/2021,70.45735475896169
01/28/2021,72.06665521388078
01/27/2021,69.89323063435407
01/26/2021,73.73101440151098
01/25/2021,75.74249276907278
01/22/2021,76.059282077073
01/21/2021,77.05837611713255
01/20/2021,75.85285021632696
01/19/2021,72.43680326581881
01/18/2021,73.20742888488363
01/15/2021,72.9221467551333
01/14/2021,74.35297095488198
01/13/2021,74.91943723964474
01/12/2021,75.78061320458963
01/11/2021,74.59335122405389
01/08/2021,75.71896041784659
01/07/2021,74.31560730018879
01/06/2021,75.13094159807821
01/05/2021,72.51101806097839
01/04/2021,69.83985067369379
12/31/2020,70.7188824360383
12/30/2020,71.93923145665772
12/29/2020,71.91681834870985
12/24/2020,70.61043406392054
12/23/2020,72.37395285104792
12/22/2020,66.28188563338001
12/21/2020,63.651148132873715
12/18/2020,63.7791825749515
12/17/2020,64.91403234302156
12/16/2020,64.4177550604431
12/15/2020,63.895957025728016
12/14/2020,62.13434283390169
12/11/2020,61.42419517851407
12/10/2020,62.50147446231274
12/09/2020,63.0984551461285
12/08/2020,63.05524952532758
12/07/2020,64.53855829251333
12/04/2020,63.446444609317034
12/03/2020,62.06077172165837
12/02/2020,60.94638882018303
12/01/2020,62.0330348873109
11/30/2020,61.29831745200966
11/27/2020,61.65259460125725
11/26/2020,61.06096108785004
11/25/2020,61.64151785027611
11/24/2020,63.17437416542599
11/23/2020,61.090742438130164
11/20/2020,59.869423119608726
11/19/2020,60.561604584527224
11/18/2020,61.559193298929614
11/17/2020,60.842743382425915
11/16/2020,60.98018067635067
11/13/2020,59.476955339097664
11/12/2020,58.40725529413561
11/11/2020,59.95605876183696
11/10/2020,60.000768846346055
11/09/2020,60.50773783833775
11/06/2020,57.529221252657344
11/05/2020,55.34294063058433
11/04/2020,51.76902231830223
11/03/2020,53.028110002285366
11/02/2020,51.35666950641205
10/30/2020,51.125005636300784
10/29/2020,51.207165109034264
10/28/2020,49.646562150224234
10/27/2020,52.60316881063163
10/26/2020,53.28833362340993
10/23/2020,54.73355901258986
10/22/2020,55.91822122013086
10/21/2020,55.47983278381445
10/20/2020,54.43892478361575
10/19/2020,53.73345289298903
10/16/2020,53.43476710936493
10/15/2020,52.482976249792394
10/14/2020,52.0562127925212
10/13/2020,52.21534644045091
10/09/2020,52.973829085731246
10/08/2020,52.6654015680167
10/07/2020,51.667131118525596
10/06/2020,48.97006213519111
10/05/2020,49.04420684614632
10/02/2020,47.64052037066264
10/01/2020,46.55482279689885
09/30/2020,45.73122677975007
09/29/2020,45.732367142547965
09/28/2020,45.910704277974965
09/25/2020,44.44311877348923
09/24/2020,44.277908816767685
09/23/2020,44.17598538944028
09/22/2020,43.40740629482491
09/21/2020,43.582807333934475
09/18/2020,46.1775581015724
09/17/2020,47.09582086159209
09/16/2020,47.67293495762068
09/15/2020,48.8744615011225
09/14/2020,48.66296363746738
09/11/2020,48.12010681556109
09/10/2020,47.462366735309544
09/09/2020,48.558594848487154
09/08/2020,47.91459593162211
09/04/2020,48.46244712875815
09/03/2020,49.3332927423283
09/02/2020,51.298328807985
09/01/2020,50.57643956583063
08/31/2020,48.64674437483726
08/28/2020,50.587131183189506
08/27/2020,50.27418126428028
08/26/2020,50.757483572645405
08/25/2020,50.54222706894462
08/24/2020,51.12862718993011
08/21/2020,50.621494618766114
08/20/2020,51.06666868830834
08/19/2020,52.25485353899928
08/18/2020,52.410758317211034
08/17/2020,52.66187050359713
08/14/2020,52.60338466413659
08/13/2020,52.42677285769443
08/12/2020,53.449056603773585
08/11/2020,52.399711312924765
08/10/2020,50.59120419945934
08/07/2020,49.21379062829457
08/06/2020,49.0786942407118
08/05/2020,48.90036465765215
08/04/2020,47.37448904726968
07/31/2020,46.22494997461398
07/30/2020,47.67967359823696
07/29/2020,47.951203083486135
07/28/2020,47.66993483589406
07/27/2020,48.54637265447592
07/24/2020,47.77447407837964
07/23/2020,48.34675884105145
07/22/2020,48.286813383431735
07/21/2020,47.91911556831878
07/20/2020,47.578244458068944
07/17/2020,47.69621745055431
07/16/2020,47.534964130828286
07/15/2020,47.33132668229586
07/14/2020,46.53331570985886
07/13/2020,45.87825779141286
07/10/2020,45.84166862791245
07/09/2020,44.57327224243853
07/08/2020,44.915529564652374
07/07/2020,45.254667992487015
07/06/2020,45.573041673743994
07/03/2020,44.32263578227683
07/02/2020,44.78072884496602
06/30/2020,44.44771181768058
06/29/2020,43.789384524391934
06/26/2020,42.68079145508668
06/25/2020,43.66460309901461
06/24/2020,43.2941869454773
06/23/2020,44.13126069214761
06/22/2020,43.84320094492839
06/19/2020,44.34777488259801
06/18/2020,43.952969586312
06/17/2020,44.49835204943114
06/16/2020,44.56469722068839
06/15/2020,44.01126876293047
06/12/2020,44.10857042087938
06/11/2020,43.391937174320596
06/10/2020,46.2805351490175
06/09/2020,46.8946713648249
06/08/2020,47.63683636417973
06/05/2020,46.94096761200042
