Pricing Date,CXO | Share Price (Daily)($)
07/03/2024,0.05708529214237743
07/02/2024,0.05725317888289728
07/01/2024,0.060497274298630506
06/28/2024,0.06204963971176942
06/27/2024,0.06510762689343609
06/26/2024,0.05983246908655764
06/25/2024,0.05708975039830058
06/24/2024,0.052614052614052616
06/21/2024,0.05504708847327232
06/20/2024,0.06057781919850886
06/19/2024,0.05870188779934627
06/18/2024,0.05980861244019139
06/17/2024,0.057410584664115076
06/14/2024,0.06083046813012431
06/13/2024,0.062412854392138645
06/12/2024,0.06365159128978225
06/11/2024,0.06595870984763538
06/07/2024,0.06912442396313365
06/06/2024,0.06994404476418864
06/05/2024,0.08299030673217368
06/04/2024,0.0864131879819197
06/03/2024,0.08686936184430338
05/31/2024,0.08631564969125557
05/30/2024,0.08971291866028709
05/29/2024,0.09269067796610171
05/28/2024,0.09324630345011323
05/27/2024,0.09319664492078288
05/24/2024,0.0961474703269014
05/23/2024,0.09604557196794064
05/22/2024,0.09958836807860842
05/21/2024,0.10004668845461215
05/20/2024,0.10351275544276746
05/17/2024,0.11029411764705883
05/16/2024,0.10349893162393162
05/15/2024,0.10024727661565194
05/14/2024,0.10594623228711429
05/13/2024,0.09579176851423662
05/10/2024,0.09904258831297458
05/09/2024,0.09581075723536407
05/08/2024,0.09202655623479918
05/07/2024,0.09257422469086822
05/06/2024,0.0926845415425356
05/03/2024,0.09258034651501125
05/02/2024,0.09158108196506837
05/01/2024,0.09418030657313586
04/30/2024,0.09416195856873821
04/29/2024,0.09183338799606429
04/26/2024,0.09456110603886786
04/24/2024,0.0908383078120945
04/23/2024,0.09396669042835849
04/22/2024,0.09654373431164316
04/19/2024,0.09315174097391751
04/18/2024,0.09337368793869533
04/17/2024,0.09307998459365771
04/16/2024,0.08972633467922836
04/15/2024,0.10016155088852989
04/12/2024,0.10357327809425168
04/11/2024,0.10418023180101577
04/10/2024,0.10102985269195672
04/09/2024,0.10260823513835562
04/08/2024,0.10232373910747293
04/05/2024,0.10192004208311416
04/04/2024,0.10586211459573905
04/03/2024,0.1016126917529828
04/02/2024,0.10093117145275769
03/28/2024,0.10112872708292556
03/27/2024,0.09785374127470807
03/26/2024,0.10132043404366584
03/25/2024,0.10136018833376931
03/22/2024,0.10102326793977709
03/21/2024,0.10843848580441641
03/20/2024,0.10776565867676835
03/19/2024,0.10121457489878542
03/18/2024,0.10488364470665355
03/15/2024,0.11821883620123472
03/14/2024,0.12518118329160627
03/13/2024,0.13246787653993905
03/12/2024,0.14512830661653142
03/11/2024,0.13551927017914986
03/08/2024,0.13910969793322733
03/07/2024,0.14571466419393297
03/06/2024,0.1511666118961551
03/05/2024,0.1562601731883586
03/04/2024,0.1597339940018255
03/01/2024,0.1565966331723868
02/29/2024,0.13656760096247642
02/28/2024,0.13956507627393702
02/27/2024,0.14735739079180038
02/26/2024,0.14704921246977323
02/23/2024,0.13773201285498787
02/22/2024,0.14392254350385975
02/21/2024,0.14727058515512503
02/20/2024,0.14761842277916284
02/19/2024,0.15356466052408024
02/16/2024,0.15021879694337406
02/15/2024,0.13665647166005077
02/14/2024,0.1329787234042553
02/13/2024,0.11949360547732851
02/12/2024,0.12092293613961697
02/09/2024,0.12390765618886135
02/08/2024,0.11991962144292474
02/07/2024,0.12070202909897566
02/06/2024,0.1172562048075044
02/05/2024,0.11973335059219468
02/02/2024,0.12702755520812978
02/01/2024,0.1278185631882538
01/31/2024,0.12875536480686697
01/30/2024,0.12843311598498322
01/29/2024,0.1252554552046938
01/25/2024,0.12181470994929874
01/24/2024,0.12872986532875627
01/23/2024,0.12808723068838676
01/22/2024,0.13501942962523875
01/19/2024,0.13823974721874796
01/18/2024,0.1378224059854302
01/17/2024,0.13392565492911737
01/16/2024,0.13865962363816442
01/15/2024,0.13979496738117428
01/12/2024,0.14083562470659244
01/11/2024,0.12976642044320225
01/10/2024,0.12709880259549136
01/09/2024,0.13039989300521598
01/08/2024,0.12760241773002015
01/05/2024,0.15463224418448301
01/04/2024,0.1745317849231389
01/03/2024,0.1781752168358771
01/02/2024,0.18282773564463708
12/29/2023,0.17041581458759372
12/28/2023,0.17460969597370585
12/27/2023,0.16436104643199562
12/22/2023,0.17696705690171521
12/21/2023,0.2242152466367713
12/20/2023,0.2335657707670435
12/19/2023,0.21316911416390336
12/18/2023,0.2177700348432056
12/15/2023,0.20513855259617972
12/14/2023,0.17781654700395896
12/13/2023,0.16120542176602184
12/12/2023,0.15745965096444034
12/11/2023,0.16404199475065617
12/08/2023,0.17428477474514964
12/07/2023,0.16811708860759494
12/06/2023,0.17749145411517223
12/05/2023,0.1508097829650515
12/04/2023,0.16877357866172482
12/01/2023,0.1797842588893328
11/30/2023,0.1854181842262102
11/29/2023,0.19167217448777263
11/28/2023,0.20952507649328186
11/27/2023,0.2176350326452549
11/24/2023,0.22718293164757014
11/23/2023,0.22636309953415126
11/22/2023,0.23196549921589124
11/21/2023,0.2428299534029008
11/20/2023,0.23898382766974396
11/17/2023,0.24680132493342857
11/16/2023,0.2358947844632586
11/15/2023,0.24805796723023696
11/14/2023,0.24338006230529596
11/13/2023,0.23294402961261088
11/10/2023,0.2318785337653262
11/09/2023,0.2504334424966288
11/08/2023,0.24707996406109614
11/07/2023,0.23436496725311418
11/06/2023,0.24368055104295278
11/03/2023,0.2506020959448025
11/02/2023,0.22779774127310062
11/01/2023,0.21947961066225585
10/31/2023,0.22780484718091498
10/30/2023,0.22288734636693622
10/27/2023,0.22556868725378065
10/26/2023,0.22065313327449249
10/25/2023,0.22170139988598214
10/24/2023,0.22216579916211757
10/23/2023,0.20901950848745884
10/20/2023,0.21800947867298576
10/19/2023,0.21811974457861794
10/18/2023,0.22502535496957404
10/17/2023,0.22912423625254583
10/16/2023,0.23127613737168926
10/13/2023,0.23602719033232628
10/12/2023,0.25329280648429586
10/11/2023,0.2371946919674338
10/10/2023,0.23433487416538262
10/09/2023,0.21689206430211788
10/06/2023,0.22310045894951552
10/05/2023,0.23484608060933038
10/04/2023,0.2499525406568373
10/03/2023,0.26435045317220546
10/02/2023,0.2744097000638162
09/29/2023,0.26134090469123056
09/28/2023,0.2180465593535561
09/27/2023,0.2137297435243078
09/26/2023,0.21779514444942671
09/25/2023,0.22136669874879691
09/22/2023,0.2290470352925995
09/21/2023,0.22477682872005653
09/20/2023,0.2275830678197542
09/19/2023,0.23894091055860509
09/18/2023,0.2508361204013378
09/15/2023,0.2576987501610617
09/14/2023,0.24484536082474226
09/13/2023,0.25078773069256
09/12/2023,0.24402774210120734
09/11/2023,0.24453024453024455
09/08/2023,0.2458806999616809
09/07/2023,0.25167250716788786
09/06/2023,0.2584226646248086
09/05/2023,0.25516713447307987
09/04/2023,0.2648578811369509
09/01/2023,0.2580312217778351
08/31/2023,0.2557461961799935
08/30/2023,0.25977399662293804
08/29/2023,0.26489210492311666
08/28/2023,0.25038520801232667
08/25/2023,0.26255122950819665
08/24/2023,0.260316236020054
08/23/2023,0.26516621394386236
08/22/2023,0.26341150016061676
08/21/2023,0.25883555953217874
08/18/2023,0.26599153954621196
08/17/2023,0.26303971258099695
08/16/2023,0.3514541819823306
08/15/2023,0.3533912592400467
08/14/2023,0.3635419371591795
08/11/2023,0.37378924787102646
08/10/2023,0.38035281002032917
08/09/2023,0.378219758721878
08/08/2023,0.3812565172054223
08/07/2023,0.3970076776691384
08/04/2023,0.42216358839050133
08/03/2023,0.43589407446250655
08/02/2023,0.435494433529797
08/01/2023,0.4359889021006738
07/31/2023,0.43097643097643096
07/28/2023,0.4398826979472141
07/27/2023,0.4514216412882361
07/26/2023,0.47310083806434167
07/25/2023,0.47489823609226595
07/24/2023,0.4854368932038835
07/21/2023,0.5857008213275885
07/20/2023,0.6207177260701445
07/19/2023,0.6224206751911238
07/18/2023,0.6309255848850692
07/17/2023,0.6442596127624761
07/14/2023,0.6749349047553789
07/13/2023,0.6639146886824905
07/12/2023,0.6482927160410019
07/11/2023,0.6389351081530783
07/10/2023,0.612618611619777
07/07/2023,0.6213254943880279
07/06/2023,0.6313632156551633
07/05/2023,0.6468391571085622
07/04/2023,0.6363879957127546
07/03/2023,0.6313046963725032
06/30/2023,0.599001663893511
06/29/2023,0.5936194203090801
06/28/2023,0.6055592322964924
06/27/2023,0.6116310160427808
06/26/2023,0.6145214080555741
06/23/2023,0.6141932038186796
06/22/2023,0.6344064250523047
06/21/2023,0.660524354718515
06/20/2023,0.6698694092969755
06/19/2023,0.6884504726674887
06/16/2023,0.7173748884464884
06/15/2023,0.690436933223413
06/14/2023,0.7070638065309468
06/13/2023,0.6951508986096981
06/09/2023,0.707976535634819
06/08/2023,0.7118393660600363
06/07/2023,0.7202400800266756
06/06/2023,0.7166666666666666
06/05/2023,0.7317396198927224
06/02/2023,0.7152317880794703
06/01/2023,0.6830870279146141
05/31/2023,0.6792599301332642
05/30/2023,0.6577233654597551
05/29/2023,0.6866784382970376
05/26/2023,0.6632852126414358
05/25/2023,0.6506604203266315
05/24/2023,0.6773116942608468
05/23/2023,0.7017079306235934
05/22/2023,0.7174649571513985
05/19/2023,0.7498000533191149
05/18/2023,0.7307234492791959
05/17/2023,0.731528895391368
05/16/2023,0.7758907758907759
05/15/2023,0.7832373811755254
05/12/2023,0.7743436357593885
05/11/2023,0.7430216212597899
05/10/2023,0.6897484446848796
05/09/2023,0.6750371270419873
05/08/2023,0.6993956678210091
05/05/2023,0.6509713977334053
05/04/2023,0.6267084472298153
05/03/2023,0.6306306306306306
05/02/2023,0.6327427734114826
05/01/2023,0.6337934696044598
04/28/2023,0.6476341527887919
04/27/2023,0.6225165562913907
04/26/2023,0.6574600237874983
04/24/2023,0.651476680475745
04/21/2023,0.6422263848006422
04/20/2023,0.6619832477708728
04/19/2023,0.6823070717934928
04/18/2023,0.6627640963531154
04/17/2023,0.6191432396251674
04/14/2023,0.6134352373290427
04/13/2023,0.6095496105655266
04/12/2023,0.6050274100815618
04/11/2023,0.5920702501330495
04/06/2023,0.5798453745667822
04/05/2023,0.584520290244558
04/04/2023,0.5426356589147286
04/03/2023,0.5724544407560463
03/31/2023,0.5766780661168108
03/30/2023,0.5830708397560486
03/29/2023,0.5749431742211526
03/28/2023,0.6033789219629928
03/27/2023,0.5180314803745766
03/24/2023,0.5212137308279663
03/23/2023,0.5109587199139438
03/22/2023,0.5277926242650989
03/21/2023,0.545757071547421
03/20/2023,0.5437701396348013
03/17/2023,0.5624748895138609
03/16/2023,0.5484278401914512
03/15/2023,0.5676567656765676
03/14/2023,0.5731804852039456
03/13/2023,0.6170780520346898
03/10/2023,0.6257449344457687
03/09/2023,0.6610696106299994
03/08/2023,0.6408138997159278
03/07/2023,0.6630599722900309
03/06/2023,0.6863140896245459
03/03/2023,0.6480356419603077
03/02/2023,0.6352514116698037
03/01/2023,0.6456192536506219
02/28/2023,0.627996488621784
02/27/2023,0.6253782529755901
02/24/2023,0.6498316498316498
02/23/2023,0.6322229775662814
02/22/2023,0.6476683937823834
02/21/2023,0.6564927476455626
02/20/2023,0.6360619469026549
02/17/2023,0.6577144423129625
02/16/2023,0.6849786589563542
02/15/2023,0.6676762114537445
02/14/2023,0.7034405906115059
02/13/2023,0.713490185159404
02/10/2023,0.7229832572298325
02/09/2023,0.7240827125252386
02/08/2023,0.7449241216824891
02/07/2023,0.7301543359402034
02/06/2023,0.7318581638262781
02/03/2023,0.786908077994429
02/02/2023,0.8119415685718339
02/01/2023,0.7995471591311115
01/31/2023,0.8177075990413082
01/30/2023,0.8701804032543332
01/27/2023,0.8031843059208187
01/25/2023,0.7926397735314934
01/24/2023,0.7830687830687831
01/23/2023,0.7835558678847505
01/20/2023,0.7338619922092376
01/19/2023,0.7236388697450035
01/18/2023,0.7342657342657344
01/17/2023,0.7126388597778244
01/16/2023,0.741385311521058
01/13/2023,0.7894004729447768
01/12/2023,0.8256435162700339
01/11/2023,0.8111839834311357
01/10/2023,0.7847456460384111
01/09/2023,0.8336807002917882
01/06/2023,0.8246646591842322
01/05/2023,0.7489373186694556
01/04/2023,0.704996577686516
01/03/2023,0.6802721088435375
12/30/2022,0.6966628151974444
12/29/2022,0.6592292089249493
12/28/2022,0.6476858723519093
12/23/2022,0.6569685593618019
12/22/2022,0.6670669068107531
12/21/2022,0.6903947985789932
12/20/2022,0.6686626746506986
12/19/2022,0.7243460764587526
12/16/2022,0.7091724091790995
12/15/2022,0.7077212048031126
12/14/2022,0.8004672255050158
12/13/2022,0.78125
12/12/2022,0.7813552472046343
12/09/2022,0.7995372890582472
12/08/2022,0.7975667455221358
12/07/2022,0.8787817803716376
12/06/2022,0.8730105432811766
12/05/2022,0.8818579602827331
12/02/2022,0.9291915355398807
12/01/2022,0.9120609855703785
11/30/2022,0.9090299208372468
11/29/2022,0.8762541806020068
11/28/2022,0.8618961715774706
11/25/2022,0.9005059021922429
11/24/2022,0.956986338428243
11/23/2022,0.9742004837409299
11/22/2022,0.9413948554760011
11/21/2022,0.9259869505041851
11/18/2022,0.9361417586091606
11/17/2022,0.9415757253127496
11/16/2022,1.0019566830848121
11/15/2022,1.0640460860725178
11/14/2022,1.2505867364044794
11/11/2022,1.1172063152261171
11/10/2022,1.0523546435148645
11/09/2022,1.0102640242721581
11/08/2022,0.9846254497873731
11/07/2022,0.9377223048567549
11/04/2022,0.9090322996583071
11/03/2022,0.849323686693929
11/02/2022,0.8936579115951314
11/01/2022,0.9199514470069636
10/31/2022,0.886286555320919
10/28/2022,0.8577097868527173
10/27/2022,0.8965114012862989
10/26/2022,0.9469573706475757
10/25/2022,0.9419454056132257
10/24/2022,0.8826681798121176
10/21/2022,0.8705286483064261
10/20/2022,0.8426254434870755
10/19/2022,0.8663444032895975
10/18/2022,0.7998243522991028
10/17/2022,0.764102886610905
10/14/2022,0.7194020554344441
10/13/2022,0.7104406609914873
10/12/2022,0.7307282192811891
10/11/2022,0.7185175847724693
10/10/2022,0.7160804020100501
10/07/2022,0.7355763080465653
10/06/2022,0.7462686567164178
10/05/2022,0.7390911438161631
10/04/2022,0.7699805068226122
10/03/2022,0.6905537459283388
09/30/2022,0.7118927973199329
09/29/2022,0.7159981857059547
09/28/2022,0.7130818099312849
09/27/2022,0.7667031763417305
09/26/2022,0.8174386920980926
09/23/2022,0.9032004712350283
09/21/2022,0.9354505809114818
09/20/2022,0.963855421686747
09/19/2022,0.9612164244088687
09/16/2022,0.9645010046885464
09/15/2022,1.0111529158828272
09/14/2022,1.0761030900013493
09/13/2022,1.1265985519994588
09/12/2022,1.0947397411181494
09/09/2022,1.0911951836902236
09/08/2022,1.0798407234932847
09/07/2022,1.0261758966422179
09/06/2022,1.0084997301672962
09/05/2022,0.924415443175639
09/02/2022,0.8791133611548196
09/01/2022,0.9181460902561323
08/31/2022,0.9611423863792393
08/30/2022,0.9498898678414096
08/29/2022,0.9314841647691989
08/26/2022,0.9624705719429443
08/25/2022,0.9714484679665739
08/24/2022,0.9671848013816925
08/23/2022,0.941233676021117
08/22/2022,0.9443681318681318
08/19/2022,0.9613403831628099
08/18/2022,0.9694232105628909
08/17/2022,0.9892086330935251
08/16/2022,1.044954064099867
08/15/2022,1.1365235749472202
08/12/2022,1.044108246324313
08/11/2022,1.0781383432963279
08/10/2022,1.0251135073779796
08/09/2022,0.9757457485363813
08/08/2022,0.9519809603807924
08/05/2022,0.8858403419274784
08/04/2022,0.8423250957187608
08/03/2022,0.8096325513805273
08/02/2022,0.7824998261111498
08/01/2022,0.8337437557165975
07/29/2022,0.8058326937835764
07/28/2022,0.7848472164085392
07/27/2022,0.7376878852947287
07/26/2022,0.7253921976954046
07/25/2022,0.726552179656539
07/22/2022,0.7334538375973304
07/21/2022,0.7341789604301668
07/20/2022,0.6893699158968704
07/19/2022,0.6416448185456051
07/18/2022,0.6492175220392263
07/15/2022,0.6088849581604191
07/14/2022,0.6046355391333558
07/13/2022,0.5937436384610164
07/12/2022,0.5794253185145026
07/11/2022,0.6206989610039132
07/08/2022,0.6522933260093381
07/07/2022,0.6489071038251366
07/06/2022,0.6299959355100935
07/05/2022,0.6431521224020038
07/04/2022,0.640542577241899
07/01/2022,0.6346728210697801
06/30/2022,0.6579853934132561
06/29/2022,0.6771621064210093
06/28/2022,0.7192751919219863
06/27/2022,0.7119538792804057
06/24/2022,0.6359466221851543
06/23/2022,0.5802707930367504
06/22/2022,0.5899500277623542
06/21/2022,0.70245334451667
06/20/2022,0.7498081886029155
06/17/2022,0.8028237248252473
06/16/2022,0.8452081587035485
06/15/2022,0.7992216276322189
06/14/2022,0.8371227780074411
06/10/2022,0.87744027063218
06/09/2022,0.8646456020495304
06/08/2022,0.9093533487297921
06/07/2022,0.8941447937698299
06/06/2022,0.8593412915288365
06/03/2022,0.8766866296269573
06/02/2022,0.826506198796491
06/01/2022,0.795870079587008
05/31/2022,0.9999283205504983
05/30/2022,0.9897070467141726
05/27/2022,0.9335431719007082
05/26/2022,0.9057458250778376
05/25/2022,0.8914673836139805
05/24/2022,0.9013148593241904
05/23/2022,0.9454080181973273
05/20/2022,0.9486332654065069
05/19/2022,0.87527352297593
05/18/2022,0.9120771596309756
05/17/2022,0.908516907534727
05/16/2022,0.8202394960891535
05/13/2022,0.7922230678751816
05/12/2022,0.7726648351648352
05/11/2022,0.8013156973896003
05/10/2022,0.79002079002079
05/09/2022,0.7990230286113049
05/06/2022,0.8819345661450926
05/05/2022,0.927637190787603
05/04/2022,0.8572653236176596
05/03/2022,0.8985651370933371
05/02/2022,0.9329671877200395
04/29/2022,0.9935419771485345
04/28/2022,0.9718379797119955
04/27/2022,0.9677648900590622
04/26/2022,0.9626395648439736
04/22/2022,1.0130718954248366
04/21/2022,1.0229706773026073
04/20/2022,1.095543300044716
04/19/2022,1.1049723756906078
04/14/2022,1.0187449062754688
04/13/2022,1.0128366847221193
04/12/2022,0.9098397483899956
04/11/2022,0.9576126493949967
04/08/2022,0.9616101379053299
04/07/2022,0.967067433350758
04/06/2022,1.0401748699781412
04/05/2022,1.1192325262677023
04/04/2022,1.2085504947503587
04/01/2022,1.1504159484373828
03/31/2022,1.0315852652111936
03/30/2022,0.949984980474617
03/29/2022,0.9644612902015236
03/28/2022,0.9096353971700232
03/25/2022,0.9157784116499024
03/24/2022,0.9309309309309308
03/23/2022,0.9252322445310159
03/22/2022,0.9107129581443759
03/21/2022,0.9157984501872383
03/18/2022,0.8328397986378443
03/17/2022,0.7794606575544883
03/16/2022,0.7361473745285755
03/15/2022,0.7192174913693901
03/14/2022,0.7563694267515924
03/11/2022,0.7930127174389708
03/10/2022,0.7132877417457165
03/09/2022,0.6811689738519007
03/08/2022,0.6378660481298928
03/07/2022,0.66705761618531
03/04/2022,0.698016164584864
03/03/2022,0.7316359379572724
03/02/2022,0.6909090909090909
03/01/2022,0.5986937590711175
02/28/2022,0.5589430894308943
02/25/2022,0.5454020082352091
02/24/2022,0.5134422020965556
02/23/2022,0.5866589411168248
02/22/2022,0.5455202312138728
02/21/2022,0.5659289164443804
02/18/2022,0.602928509905254
02/17/2022,0.5721070811744386
02/16/2022,0.5849422234981698
02/15/2022,0.5355995143897736
02/14/2022,0.5662393162393163
02/11/2022,0.6206500681638804
02/10/2022,0.6264030704612934
02/09/2022,0.5890804597701149
02/08/2022,0.5595950955232392
02/07/2022,0.5551206319834887
02/04/2022,0.5545351794292174
02/03/2022,0.5365190643107519
02/02/2022,0.5700441784238278
02/01/2022,0.5585995872767381
01/31/2022,0.531839954916878
01/28/2022,0.5140579101972303
01/27/2022,0.500317102388838
01/25/2022,0.5213540922725325
01/24/2022,0.5685048322910745
01/21/2022,0.6088334894444845
01/20/2022,0.6647776809067132
01/19/2022,0.6354249404289117
01/18/2022,0.6608245941675047
01/17/2022,0.634600129804572
01/14/2022,0.6502420345350769
01/13/2022,0.5878057685286602
01/12/2022,0.5746290369508292
01/11/2022,0.49992806790389865
01/10/2022,0.4590116904539912
01/07/2022,0.44818931516672644
01/06/2022,0.43001505052676847
01/05/2022,0.46098003629764067
01/04/2022,0.45569620253164556
12/31/2021,0.4289973096778884
12/30/2021,0.4173319785164755
12/29/2021,0.4205336426914153
12/24/2021,0.38991984980865046
12/23/2021,0.37969190713820783
12/22/2021,0.37149246194907304
12/21/2021,0.3673323823109843
12/20/2021,0.35223795630826155
12/17/2021,0.3649896228440564
12/16/2021,0.3741007194244605
12/15/2021,0.3704495262520482
12/14/2021,0.38806607804044435
12/13/2021,0.37379850480598076
12/10/2021,0.35855145213338113
12/09/2021,0.37156127188281535
12/08/2021,0.37995555236934553
12/07/2021,0.3770900035574529
12/06/2021,0.3348135617114259
12/03/2021,0.3686021203398161
12/02/2021,0.38712885353033105
12/01/2021,0.3964002571244912
11/30/2021,0.40797502483326237
11/29/2021,0.37369207772795215
11/26/2021,0.38436899423446513
11/25/2021,0.402588066139468
11/24/2021,0.3923403642646318
11/23/2021,0.41874232907371306
11/22/2021,0.4129537057161486
11/19/2021,0.41361294535955295
11/18/2021,0.3922423185879277
11/17/2021,0.403343023255814
11/16/2021,0.4095363463507387
11/15/2021,0.41605301914580256
11/12/2021,0.42841450018308314
11/11/2021,0.4307198131114031
11/10/2021,0.44189129474149363
11/09/2021,0.47496318114874814
11/08/2021,0.46389074445186673
11/05/2021,0.4738634680882571
11/04/2021,0.4476838833801984
11/03/2021,0.4271282127469915
11/02/2021,0.4271599435405987
11/01/2021,0.4255479400466972
10/29/2021,0.42776735459662285
10/28/2021,0.43041606886657097
10/27/2021,0.42821726391706105
10/26/2021,0.43158447797042704
10/25/2021,0.42728635682158916
10/22/2021,0.46697549312612074
10/21/2021,0.430614843106418
10/20/2021,0.45454545454545453
10/19/2021,0.4710280373831776
10/18/2021,0.40761876528570373
10/15/2021,0.40451272916202785
10/14/2021,0.4226918798665183
10/13/2021,0.34990791896869244
10/12/2021,0.3091190108191654
10/11/2021,0.32044198895027626
10/08/2021,0.29981718464351004
10/07/2021,0.29992684711046086
10/06/2021,0.2824858757062147
10/05/2021,0.28819495111629945
10/04/2021,0.30549898167006106
10/01/2021,0.3012266821514118
09/30/2021,0.3078371722439519
09/29/2021,0.2804746494066882
09/28/2021,0.28604533275400107
09/27/2021,0.29501748251748255
09/24/2021,0.30074643090078995
09/23/2021,0.3063904289466005
09/22/2021,0.29409628930360904
09/21/2021,0.28903822530529666
