Pricing Date,PIRC | Share Price (Daily)($)
08/09/2021,6.351033834586467
08/06/2021,6.411010469356547
08/05/2021,6.017761989342806
08/04/2021,6.048053024026512
08/03/2021,6.001185536455246
08/02/2021,6.108866175421915
07/30/2021,6.047449584816133
07/29/2021,6.0912981455064195
07/28/2021,5.992916174734356
07/27/2021,5.942492012779554
07/26/2021,6.01866068265029
07/23/2021,5.98753087872015
07/22/2021,5.845410628019325
07/21/2021,5.898525073746312
07/20/2021,5.678315095893634
07/19/2021,5.6023598820059
07/16/2021,5.776360845436297
07/15/2021,5.741287655050207
07/14/2021,5.825449385052034
07/13/2021,5.834120982986767
07/12/2021,5.848653777725063
07/09/2021,5.898683117807569
07/08/2021,5.767590618336887
07/07/2021,5.887486731925935
07/06/2021,5.840823084200568
07/05/2021,5.942097769340294
07/02/2021,5.84438654666035
07/01/2021,5.833629576964095
06/30/2021,5.805074697652359
06/29/2021,5.932849148708179
06/28/2021,5.9086027920295905
06/25/2021,5.9811298220470555
06/24/2021,6.0050101395681725
06/23/2021,6.000955566172958
06/22/2021,6.067388974877962
06/21/2021,6.099594948772933
06/18/2021,5.975103734439834
06/17/2021,6.159895150720838
06/16/2021,6.260300533204071
06/15/2021,6.233325248605384
06/14/2021,6.210743300594156
06/11/2021,6.244103060360469
06/10/2021,6.280569412337267
06/09/2021,6.263709480867658
06/08/2021,6.306174643770551
06/07/2021,6.3495548237589965
06/04/2021,6.212434602749727
06/03/2021,6.174366436279859
06/02/2021,6.075485525833639
06/01/2021,6.032582067613915
05/31/2021,5.938378774911358
05/28/2021,5.898842169408897
05/27/2021,5.917073170731707
05/26/2021,5.7755251587689305
05/25/2021,5.810083210964268
05/24/2021,5.762463343108505
05/21/2021,5.7221206581352835
05/20/2021,5.712017586712261
05/19/2021,5.695428990466879
05/18/2021,5.803222656249999
05/17/2021,5.7108140947752135
05/14/2021,5.685155965529797
05/13/2021,5.689967403114814
05/12/2021,5.54951690821256
05/11/2021,5.574348990021903
05/10/2021,5.660950991122462
05/07/2021,5.664803111327175
05/06/2021,5.574442435201928
05/05/2021,5.538886221795487
05/04/2021,5.532860747326685
05/03/2021,5.711355134548087
04/30/2021,5.626127751714182
04/29/2021,5.702168908275779
04/28/2021,5.803290587950641
04/27/2021,5.968599033816425
04/26/2021,6.070048309178744
04/23/2021,6.033047883246894
04/22/2021,5.962994112699747
04/21/2021,5.897713598074609
04/20/2021,5.803033951360463
04/19/2021,5.962949597016721
04/16/2021,6.001437470052707
04/15/2021,5.8841828188561855
04/14/2021,5.892001915708812
04/13/2021,5.869720830350752
04/12/2021,5.889921372408863
04/09/2021,5.830065359477124
04/08/2021,5.948583670554631
04/07/2021,6.008563273073263
04/06/2021,5.955229183939357
04/01/2021,5.875985410048241
03/31/2021,5.870892018779343
03/30/2021,6.081857628708807
03/29/2021,5.905882352941176
03/26/2021,5.8615402759759405
03/25/2021,5.898704358068315
03/24/2021,5.849011951248373
03/23/2021,5.858058390695466
03/22/2021,5.939140811455848
03/19/2021,6.062842180433232
03/18/2021,6.046789209835283
03/17/2021,5.950255861002023
03/16/2021,5.827586206896552
03/15/2021,5.9248210023866354
03/12/2021,5.855726740714199
03/11/2021,5.8674324000957165
03/10/2021,5.884661117717004
03/09/2021,5.886128610483774
03/08/2021,5.893725536709763
03/05/2021,5.658803907553014
03/04/2021,5.8051306756594006
03/03/2021,5.893008090810289
03/02/2021,5.837759536455819
03/01/2021,5.836247437597973
02/26/2021,5.7773744706594075
02/25/2021,5.843520782396089
02/24/2021,5.840815336083475
02/23/2021,5.801313229571984
02/22/2021,5.9455848414915575
02/19/2021,5.712205775297258
02/18/2021,5.558777334783135
02/17/2021,5.561973525872443
02/16/2021,5.709614918866554
02/15/2021,5.757097791798108
02/12/2021,5.673251727063387
02/11/2021,5.6701030927835046
02/10/2021,5.64790099490415
02/09/2021,5.675414197605514
02/08/2021,5.684197857744614
02/05/2021,5.6249248165523875
02/04/2021,5.580838323353294
02/03/2021,5.29998797643381
02/02/2021,5.259170174383644
02/01/2021,5.170955660263381
01/29/2021,5.231852391357125
01/28/2021,5.187924345295829
01/27/2021,5.163904681262852
01/26/2021,5.254196059352955
01/25/2021,5.086102352655833
01/22/2021,5.223371880706026
01/21/2021,5.3813456400291475
01/20/2021,5.418582143721268
01/19/2021,5.326060606060606
01/18/2021,5.35024154589372
01/15/2021,5.244831338411317
01/14/2021,5.3929308878901985
01/13/2021,5.454545454545455
01/12/2021,5.516905862320602
01/11/2021,5.337222019686475
01/08/2021,5.444526083761939
01/07/2021,5.447184394552816
01/06/2021,5.27201277170576
01/05/2021,5.265872528552131
01/04/2021,5.349122591729047
12/30/2020,5.447284345047923
12/29/2020,5.463008329250368
12/28/2020,5.5161881490531455
12/23/2020,5.370822151744328
12/22/2020,5.298343886994642
12/21/2020,5.29145790052548
12/18/2020,5.373608903020669
12/17/2020,5.734573947110676
12/16/2020,5.450006089392278
12/15/2020,5.348893751519572
12/14/2020,5.448476756887972
12/11/2020,5.339147286821706
12/10/2020,5.327759602568763
12/09/2020,5.499456456093731
12/08/2020,5.400266440595858
12/07/2020,5.405897342555514
12/04/2020,5.475728155339806
12/03/2020,5.373025516403402
12/02/2020,5.292980548507915
12/01/2020,5.425506268081003
11/30/2020,5.378271782000717
11/27/2020,5.1948828311812525
11/26/2020,5.281581140611978
11/25/2020,5.158985351911396
11/24/2020,5.071292775665399
11/23/2020,4.909627879503839
11/20/2020,4.9573055028463
11/19/2020,4.964471814306016
11/18/2020,5.088427299703263
11/17/2020,5.058739765040939
11/16/2020,5.00769686204855
11/13/2020,4.943235572374644
11/12/2020,4.725339633786178
11/11/2020,5.03293342742884
11/10/2020,4.999999999999999
11/09/2020,4.981096408317581
11/06/2020,4.387779362815026
11/05/2020,4.3996214361765045
11/04/2020,4.3489461358313815
11/03/2020,4.539481403261763
11/02/2020,4.247149173842215
10/30/2020,4.172007924484326
10/29/2020,4.027518656716419
10/28/2020,4.112391253233012
10/27/2020,4.455621301775149
10/26/2020,4.6596549279130235
10/23/2020,4.865056818181819
10/22/2020,4.475334200875428
10/21/2020,4.378115357227628
10/20/2020,4.5481428909392
10/19/2020,4.363293674166568
10/16/2020,4.313495782567947
10/15/2020,4.303767844605663
10/14/2020,4.521289108445072
10/13/2020,4.509159229685298
10/12/2020,4.610842092830991
10/09/2020,4.5527590688881014
10/08/2020,4.689776733254994
10/07/2020,4.503412567662979
10/06/2020,4.54331172657631
10/05/2020,4.267530936947554
10/02/2020,4.138456132130726
10/01/2020,4.207868467410452
09/30/2020,4.3001409112259275
09/29/2020,4.371918290678563
09/28/2020,4.405594405594406
09/25/2020,4.229115835947485
09/24/2020,4.362259755387303
09/23/2020,4.461448598130841
09/22/2020,4.381733021077284
09/21/2020,4.4085895329734806
09/18/2020,4.696879819670186
09/17/2020,4.667770158429889
09/16/2020,4.5659125903115
09/15/2020,4.543300556806066
09/14/2020,4.586153663460397
09/11/2020,4.593986742424242
09/10/2020,4.63403041825095
09/09/2020,4.553191489361701
09/08/2020,4.498702524180231
09/07/2020,4.348031682231943
09/04/2020,4.361877801368247
09/03/2020,4.304126758897954
09/02/2020,4.254614292475154
09/01/2020,4.272738137922793
08/31/2020,4.328750747160789
08/28/2020,4.3321041988818845
08/27/2020,4.376032083038452
08/26/2020,4.368277981326084
08/25/2020,4.329470198675496
08/24/2020,4.364601769911504
08/21/2020,4.212510307456709
08/20/2020,4.320066334991708
08/19/2020,4.441932413136602
08/18/2020,4.424842055072118
08/17/2020,4.41267204556241
08/14/2020,4.400141978230005
08/13/2020,4.423941329548143
08/12/2020,4.42688679245283
08/11/2020,4.37617702448211
08/10/2020,4.117162686742736
08/07/2020,4.002828854314003
08/06/2020,4.1672589433783465
08/05/2020,4.396572244703642
08/04/2020,4.260828625235405
08/03/2020,4.068592905802208
07/31/2020,3.9784691825387433
07/30/2020,4.091872791519434
07/29/2020,4.223843709544545
07/28/2020,4.261103949373023
07/27/2020,4.289244528124264
07/24/2020,4.209118399627821
07/23/2020,4.381228273464658
07/22/2020,4.3665237046481975
07/21/2020,4.459257556602689
07/20/2020,4.279665865659687
07/17/2020,4.307428571428571
07/16/2020,4.343850022862369
07/15/2020,4.366293674354876
07/14/2020,4.226122635058127
07/13/2020,4.300488691896806
07/10/2020,4.202964136214503
07/09/2020,4.114124293785311
07/08/2020,4.2440018107741055
07/07/2020,4.271351107094442
07/06/2020,4.294922537600361
07/03/2020,4.175379426644183
07/02/2020,4.301292861157954
07/01/2020,4.144610879603559
06/30/2020,4.248255683097007
06/29/2020,4.363963558654819
06/26/2020,4.268579755632777
06/25/2020,4.285072951739618
06/24/2020,4.290220820189274
06/23/2020,4.5450424929178475
06/22/2020,4.390408645727795
06/19/2020,4.35575954326654
06/18/2020,4.416750870102167
06/17/2020,4.489337822671156
06/16/2020,4.495103005741304
06/15/2020,4.418028169014084
06/12/2020,4.382514889313406
06/11/2020,4.389660669551355
06/10/2020,4.781622234827
06/09/2020,4.818181818181819
06/08/2020,4.920401941966805
06/05/2020,5.0181077410593025
06/04/2020,4.765518803806072
06/03/2020,4.746181491464511
06/02/2020,4.561521252796421
06/01/2020,4.475353288082786
05/29/2020,4.480266814897165
05/28/2020,4.57158651188502
05/27/2020,4.197232593894136
05/26/2020,4.064594089860486
05/25/2020,3.9490029421379536
05/22/2020,3.8965141612200433
05/21/2020,3.9292752353842784
05/20/2020,3.8771023414312418
05/19/2020,3.7724092697857454
05/18/2020,3.9936798518034213
05/15/2020,3.892857142857143
05/14/2020,3.8757428417071855
05/13/2020,3.8944859711840536
05/12/2020,3.961525921095533
05/11/2020,3.900724559316535
05/08/2020,3.9824161510908493
05/07/2020,3.990078723174809
05/06/2020,3.99654352992007
05/05/2020,3.8460704607046075
05/04/2020,3.839860368713865
04/30/2020,3.8879772453779675
04/29/2020,3.83195831524099
04/28/2020,3.713418599609799
04/27/2020,3.673204030772565
04/24/2020,3.6244871518030664
04/23/2020,3.5906876015159717
04/22/2020,3.5524748185855084
04/21/2020,3.6166050858509022
04/20/2020,3.6980639547530996
04/17/2020,3.5795887281035794
04/16/2020,3.558973248131702
04/15/2020,3.4023991275899674
04/14/2020,3.6351677263757947
04/09/2020,3.693821760524877
04/08/2020,3.6776859504132235
04/07/2020,3.5025049008930518
04/06/2020,3.4649075375797556
04/03/2020,3.414607832560147
04/02/2020,3.4428369411508757
04/01/2020,3.3439037725533076
03/31/2020,3.5879120879120876
03/30/2020,3.6860105913503975
03/27/2020,3.6866614924049226
03/26/2020,3.7264410889452217
03/25/2020,3.741467114530285
03/24/2020,3.8756342437655187
03/23/2020,3.7246267855225
03/20/2020,3.8527397260273974
03/19/2020,4.080102805739988
03/18/2020,3.921334922526818
03/17/2020,3.6869851729818786
03/16/2020,3.5621024439236697
03/13/2020,3.880828441687894
03/12/2020,3.4712847183799935
03/11/2020,4.297306435253015
03/10/2020,4.1879954699886754
03/09/2020,4.256973022405122
